event_id,Datetime,Station,WY,WYClass,Inundation,WeatherCode,Tide,MicrocystisVisualRank,WaterTemperature,Secchi,Conductivity,SpCnd,pH,DO,Turbidity,ConditionCode,FieldComments,MeterSetTime,FlowMeterSpeed,FlowMeterStart,FlowMeterEnd,Flowdiff,FlowdiffAdj,Volume,VolumeAdj,LabComments,SpeciesCode,CommonName,ScientificName,LifeStage,Count,CPUE,CPUEAdj,FlagPhys,CommentPhys,FlagSamp,CommentSamp,FlagLab,CommentLab,FlagFM,CommentFM,FlagCPUE,CommentCPUE,QCFlags,QCComments
STTD_2002-05-30 11:00:00,5/30/2002 11:00,STTD,2002,D,FALSE,CLR,NA,NA,24,0.14,550,NA,NA,NA,NA,NA,NA,20,Regular,530116,533194,3078,3078,9.454344699,9.454344699,NA,PRS,Prickly Sculpin,Cottus asper,NA,8,0.846,0.846,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2002-05-30 11:00:00,5/30/2002 11:00,STTD,2002,D,FALSE,CLR,NA,NA,24,0.14,550,NA,NA,NA,NA,NA,NA,20,Regular,530116,533194,3078,3078,9.454344699,9.454344699,NA,MIN,Unid Juvenile Minnow,Cyprinidae,NA,1,0.106,0.106,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2002-06-05 08:47:00,6/5/2002 8:47,SHR,2002,D,FALSE,CLR,NA,NA,22.5,0.7,149,NA,NA,NA,NA,NA,"based on 10 min zoop meter, end 534633",20,Regular,531627,537639,6012,6012,18.46638087,18.46638087,NA,STB,Striped Bass,Morone saxatilis,NA,16,0.866,0.866,NA,NA,2,SAMP,0,NA,2,FM,NA,NA,2   0   2   NA,SAMP   NA   FM   NA
SHR_2002-06-05 08:47:00,6/5/2002 8:47,SHR,2002,D,FALSE,CLR,NA,NA,22.5,0.7,149,NA,NA,NA,NA,NA,"based on 10 min zoop meter, end 534633",20,Regular,531627,537639,6012,6012,18.46638087,18.46638087,NA,SPLT,Sacramento Splittail,Pogonichthys macrolepidotus,NA,1,0.054,0.054,NA,NA,2,SAMP,0,NA,2,FM,NA,NA,2   0   2   NA,SAMP   NA   FM   NA
STTD_2002-06-05 11:08:00,6/5/2002 11:08,STTD,2002,D,FALSE,CLR,NA,NA,24.3,0.13,468,NA,NA,NA,NA,NA,"10 min, 30 sec zoop meter end 541355",20,Regular,534666,548044,13378,13378,41.09169051,41.09169051,NA,DSM,Delta Smelt,Hypomesus transpacificus,NA,1,0.024,0.024,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2002-06-05 11:08:00,6/5/2002 11:08,STTD,2002,D,FALSE,CLR,NA,NA,24.3,0.13,468,NA,NA,NA,NA,NA,"10 min, 30 sec zoop meter end 541355",20,Regular,534666,548044,13378,13378,41.09169051,41.09169051,NA,AMS,American Shad,Alosa sapidissima,NA,7,0.17,0.17,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2002-06-05 11:08:00,6/5/2002 11:08,STTD,2002,D,FALSE,CLR,NA,NA,24.3,0.13,468,NA,NA,NA,NA,NA,"10 min, 30 sec zoop meter end 541355",20,Regular,534666,548044,13378,13378,41.09169051,41.09169051,NA,STB,Striped Bass,Morone saxatilis,NA,32,0.779,0.779,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2002-06-05 11:08:00,6/5/2002 11:08,STTD,2002,D,FALSE,CLR,NA,NA,24.3,0.13,468,NA,NA,NA,NA,NA,"10 min, 30 sec zoop meter end 541355",20,Regular,534666,548044,13378,13378,41.09169051,41.09169051,NA,TFS,Threadfin Shad,Dorosoma petenense,NA,73,1.777,1.777,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2002-06-05 11:08:00,6/5/2002 11:08,STTD,2002,D,FALSE,CLR,NA,NA,24.3,0.13,468,NA,NA,NA,NA,NA,"10 min, 30 sec zoop meter end 541355",20,Regular,534666,548044,13378,13378,41.09169051,41.09169051,NA,MSS,Inland Silverside,Menidia beryllina,NA,3,0.073,0.073,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
SHR_2002-06-11 08:27:00,6/11/2002 8:27,SHR,2002,D,FALSE,CLR,NA,NA,19.4,0.54,121,NA,NA,NA,NA,NA,NA,20,Regular,541432,546500,5068,5068,15.56680277,15.56680277,NA,MIN,Unid Juvenile Minnow,Cyprinidae,NA,1,0.064,0.064,NA,NA,0,NA,0,NA,2,FM,NA,NA,0   0   2   NA,NA   NA   FM   NA
SHR_2002-06-11 08:27:00,6/11/2002 8:27,SHR,2002,D,FALSE,CLR,NA,NA,19.4,0.54,121,NA,NA,NA,NA,NA,NA,20,Regular,541432,546500,5068,5068,15.56680277,15.56680277,NA,STB,Striped Bass,Morone saxatilis,NA,38,2.441,2.441,NA,NA,0,NA,0,NA,2,FM,NA,NA,0   0   2   NA,NA   NA   FM   NA
STTD_2002-06-11 10:15:00,6/11/2002 10:15,STTD,2002,D,FALSE,CLR,NA,NA,20.5,0.11,277,NA,NA,NA,NA,NA,NA,20,Regular,543971,558254,14283,14283,43.87147672,43.87147672,NA,DSM,Delta Smelt,Hypomesus transpacificus,NA,2,0.046,0.046,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2002-06-11 10:15:00,6/11/2002 10:15,STTD,2002,D,FALSE,CLR,NA,NA,20.5,0.11,277,NA,NA,NA,NA,NA,NA,20,Regular,543971,558254,14283,14283,43.87147672,43.87147672,NA,AMS,American Shad,Alosa sapidissima,NA,1,0.023,0.023,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2002-06-11 10:15:00,6/11/2002 10:15,STTD,2002,D,FALSE,CLR,NA,NA,20.5,0.11,277,NA,NA,NA,NA,NA,NA,20,Regular,543971,558254,14283,14283,43.87147672,43.87147672,NA,STB,Striped Bass,Morone saxatilis,NA,12,0.274,0.274,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2002-06-19 08:25:00,6/19/2002 8:25,SHR,2002,D,FALSE,CLR,NA,NA,21.7,0.65,139,NA,NA,NA,NA,NA,NA,20,Regular,551849,558811,6962,6962,21.3843885,21.3843885,NA,STB,Striped Bass,Morone saxatilis,NA,8,0.374,0.374,NA,NA,0,NA,0,NA,2,FM,NA,NA,0   0   2   NA,NA   NA   FM   NA
SHR_2002-06-19 08:25:00,6/19/2002 8:25,SHR,2002,D,FALSE,CLR,NA,NA,21.7,0.65,139,NA,NA,NA,NA,NA,NA,20,Regular,551849,558811,6962,6962,21.3843885,21.3843885,NA,TFS,Threadfin Shad,Dorosoma petenense,NA,4,0.187,0.187,NA,NA,0,NA,0,NA,2,FM,NA,NA,0   0   2   NA,NA   NA   FM   NA
STTD_2002-06-19 10:05:00,6/19/2002 10:05,STTD,2002,D,FALSE,CLR,NA,NA,22.1,0.09,266,NA,NA,NA,NA,NA,2x zoop meter,20,Regular,555338,569142,13804,13804,42.40018656,42.40018656,NA,AMS,American Shad,Alosa sapidissima,NA,15,0.354,0.354,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2002-06-19 10:05:00,6/19/2002 10:05,STTD,2002,D,FALSE,CLR,NA,NA,22.1,0.09,266,NA,NA,NA,NA,NA,2x zoop meter,20,Regular,555338,569142,13804,13804,42.40018656,42.40018656,NA,STB,Striped Bass,Morone saxatilis,NA,153,3.608,3.608,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2002-06-19 10:05:00,6/19/2002 10:05,STTD,2002,D,FALSE,CLR,NA,NA,22.1,0.09,266,NA,NA,NA,NA,NA,2x zoop meter,20,Regular,555338,569142,13804,13804,42.40018656,42.40018656,NA,TFS,Threadfin Shad,Dorosoma petenense,NA,19,0.448,0.448,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
SHR_2003-01-03 08:52:00,1/3/2003 8:52,SHR,2003,A,TRUE,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flow #: 16452(SN),15,Regular,408273,425172,16899,16899,51.90674823,51.90674823,NA,CHN,"Chinook Salmon, Unknown Race",Oncorhynchus tshawytscha,NA,1,0.019,0.019,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-01-03 11:34:00,1/3/2003 11:34,STTD,2003,A,TRUE,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High Flow,2,Regular,425359,443351,17992,17992,55.26399279,55.26399279,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,FM,NA,NA,0   0   2   NA,NA   NA   FM   NA
SHR_2003-01-07 10:00:00,1/7/2003 10:00,SHR,2003,A,TRUE,FOG,NA,NA,9.9,0.2,152,NA,NA,NA,NA,NA,NA,10,Regular,443686,457421,13735,13735,42.18824705,42.18824705,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-01-07 12:00:00,1/7/2003 12:00,STTD,2003,A,TRUE,FOG,NA,NA,10,0.17,252,NA,NA,NA,NA,NA,NA,10,Regular,457430,490388,32958,32958,101.2333634,101.2333634,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-01-10 11:24:00,1/10/2003 11:24,STTD,2003,A,TRUE,RAN,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,10,Regular,628880,652824,23944,23944,73.54607845,73.54607845,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-01-14 09:15:00,1/14/2003 9:15,SHR,2003,A,TRUE,FOG,NA,NA,11,0.18,137,NA,NA,NA,NA,NA,NA,10,Regular,527066,542542,15476,15476,47.53587997,47.53587997,NA,CHN,"Chinook Salmon, Unknown Race",Oncorhynchus tshawytscha,NA,1,0.021,0.021,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-01-14 11:30:00,1/14/2003 11:30,STTD,2003,A,TRUE,FOG,NA,NA,12.2,0.17,469,NA,NA,NA,NA,NA,NA,10,Regular,542534,566103,23569,23569,72.39423333,72.39423333,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-01-17 09:05:00,1/17/2003 9:05,SHR,2003,A,TRUE,FOG,NA,NA,12,0.15,118,NA,NA,NA,NA,NA,NA,10,Regular,566099,582560,16461,16461,50.56139314,50.56139314,NA,CHN,"Chinook Salmon, Unknown Race",Oncorhynchus tshawytscha,NA,1,0.02,0.02,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-01-17 11:25:00,1/17/2003 11:25,STTD,2003,A,TRUE,FOG,NA,NA,12,0.22,408,NA,NA,NA,NA,NA,dirty samples,10,Regular,583055,608478,25423,25423,78.08895558,78.08895558,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
SHR_2003-01-31 09:40:00,1/31/2003 9:40,SHR,2003,A,TRUE,FOG,NA,NA,11.3,0.38,141,NA,NA,NA,NA,NA,NA,10,Regular,608506,624012,15506,15506,47.62802758,47.62802758,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-01-31 11:30:00,1/31/2003 11:30,STTD,2003,A,TRUE,FOG,NA,NA,13,0.24,540,NA,NA,NA,NA,NA,NA,10,Regular,721781,742220,20439,20439,62.78016611,62.78016611,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-02-11 09:15:00,2/11/2003 9:15,SHR,2003,A,FALSE,CLD,NA,NA,9,0.45,162,NA,NA,NA,NA,NA,NA,10,Regular,648028,656940,8912,8912,27.37398309,27.37398309,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-03-05 11:00:00,3/5/2003 11:00,STTD,2003,A,FALSE,CLR,NA,NA,14.7,0.19,784,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,757139,765317,8178,8178,25.11943825,25.11943825,NA,PRS,Prickly Sculpin,Cottus asper,NA,7,0.279,0.279,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-03-05 11:00:00,3/5/2003 11:00,STTD,2003,A,FALSE,CLR,NA,NA,14.7,0.19,784,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,757139,765317,8178,8178,25.11943825,25.11943825,NA,LP,Logperch,Percina macrolepida,NA,1,0.04,0.04,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
SHR_2003-03-18 09:00:00,3/18/2003 9:00,SHR,2003,A,FALSE,CLR,NA,NA,13.1,0.12,126,NA,NA,NA,NA,NA,NA,10,Regular,765366,767599,2233,2233,6.858853708,6.858853708,NA,OE,Other Eggs,NA,NA,1,0.146,0.146,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-03-18 09:00:00,3/18/2003 9:00,SHR,2003,A,FALSE,CLR,NA,NA,13.1,0.12,126,NA,NA,NA,NA,NA,NA,10,Regular,765366,767599,2233,2233,6.858853708,6.858853708,NA,PRS,Prickly Sculpin,Cottus asper,NA,2,0.292,0.292,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-03-18 09:00:00,3/18/2003 9:00,SHR,2003,A,FALSE,CLR,NA,NA,13.1,0.12,126,NA,NA,NA,NA,NA,NA,10,Regular,765366,767599,2233,2233,6.858853708,6.858853708,NA,SASU,Sacramento Sucker,Catostomus occidentalis,NA,3,0.437,0.437,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-03-18 10:40:00,3/18/2003 10:40,STTD,2003,A,FALSE,CLR,NA,NA,14,0.07,440,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,767680,776354,8674,8674,26.64294539,26.64294539,NA,SASU,Sacramento Sucker,Catostomus occidentalis,NA,2,0.075,0.075,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-03-18 10:40:00,3/18/2003 10:40,STTD,2003,A,FALSE,CLR,NA,NA,14,0.07,440,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,767680,776354,8674,8674,26.64294539,26.64294539,NA,MQF,Mosquito Fish,Gambusia affinis,NA,1,0.038,0.038,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-04-01 10:27:00,4/1/2003 10:27,STTD,2003,A,FALSE,CLD,NA,NA,17,0.24,713,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,781626,793506,11880,11880,36.49045322,36.49045322,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
SHR_2003-04-14 09:00:00,4/14/2003 9:00,SHR,2003,A,FALSE,CLR,NA,NA,14,0.6,163,NA,NA,NA,NA,NA,NA,10,Regular,793522,793569,47,3616,0.144364588,11.10685849,NA,OE,Other Eggs,NA,NA,5,34.635,0.45,NA,NA,0,NA,0,NA,3,FM,NA,NA,0   0   3   NA,NA   NA   FM   NA
STTD_2003-04-14 10:15:00,4/14/2003 10:15,STTD,2003,A,FALSE,CLD,NA,NA,15,0.23,768,NA,NA,NA,NA,NA,NA,10,Regular,793590,800091,6501,6501,19.9683869,19.9683869,NA,PRS,Prickly Sculpin,Cottus asper,NA,5,0.25,0.25,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-05 09:00:00,5/5/2003 9:00,SHR,2003,A,TRUE,CLD,NA,NA,14,0.28,112,NA,NA,NA,NA,NA,NA,10,Regular,800947,800998,51,3616,0.156650936,11.10685849,NA,OE,Other Eggs,NA,NA,10,63.836,0.9,NA,NA,0,NA,0,NA,3,FM,NA,NA,0   0   3   NA,NA   NA   FM   NA
STTD_2003-05-05 10:50:00,5/5/2003 10:50,STTD,2003,A,TRUE,CLD,NA,NA,16,0.29,363,NA,NA,NA,NA,NA,NA,10,Regular,800989,814656,13667,13667,41.97937914,41.97937914,NA,PRS,Prickly Sculpin,Cottus asper,NA,2,0.048,0.048,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-05-05 10:50:00,5/5/2003 10:50,STTD,2003,A,TRUE,CLD,NA,NA,16,0.29,363,NA,NA,NA,NA,NA,NA,10,Regular,800989,814656,13667,13667,41.97937914,41.97937914,NA,MSS,Inland Silverside,Menidia beryllina,NA,1,0.024,0.024,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-05-05 10:50:00,5/5/2003 10:50,STTD,2003,A,TRUE,CLD,NA,NA,16,0.29,363,NA,NA,NA,NA,NA,NA,10,Regular,800989,814656,13667,13667,41.97937914,41.97937914,NA,C,Carp,Cyprinus carpio,NA,8,0.191,0.191,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-05-05 10:50:00,5/5/2003 10:50,STTD,2003,A,TRUE,CLD,NA,NA,16,0.29,363,NA,NA,NA,NA,NA,NA,10,Regular,800989,814656,13667,13667,41.97937914,41.97937914,NA,SNF,Unid Juvenile non-Micropterus Sunfish,Centrarchidae,NA,1,0.024,0.024,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-14 08:42:00,5/14/2003 8:42,SHR,2003,A,FALSE,CLR,NA,NA,17,0.5,121,NA,NA,NA,NA,NA,NA,10,Regular,814658,816322,1664,1664,5.111120721,5.111120721,NA,PRS,Prickly Sculpin,Cottus asper,NA,1,0.196,0.196,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-14 08:42:00,5/14/2003 8:42,SHR,2003,A,FALSE,CLR,NA,NA,17,0.5,121,NA,NA,NA,NA,NA,NA,10,Regular,814658,816322,1664,1664,5.111120721,5.111120721,NA,SPLT,Sacramento Splittail,Pogonichthys macrolepidotus,NA,1,0.196,0.196,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-14 08:42:00,5/14/2003 8:42,SHR,2003,A,FALSE,CLR,NA,NA,17,0.5,121,NA,NA,NA,NA,NA,NA,10,Regular,814658,816322,1664,1664,5.111120721,5.111120721,NA,MSS,Inland Silverside,Menidia beryllina,NA,1,0.196,0.196,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-14 08:42:00,5/14/2003 8:42,SHR,2003,A,FALSE,CLR,NA,NA,17,0.5,121,NA,NA,NA,NA,NA,NA,10,Regular,814658,816322,1664,1664,5.111120721,5.111120721,NA,C,Carp,Cyprinus carpio,NA,4,0.783,0.783,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-14 08:42:00,5/14/2003 8:42,SHR,2003,A,FALSE,CLR,NA,NA,17,0.5,121,NA,NA,NA,NA,NA,NA,10,Regular,814658,816322,1664,1664,5.111120721,5.111120721,NA,OE,Other Eggs,NA,NA,15,2.935,2.935,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-14 08:42:00,5/14/2003 8:42,SHR,2003,A,FALSE,CLR,NA,NA,17,0.5,121,NA,NA,NA,NA,NA,NA,10,Regular,814658,816322,1664,1664,5.111120721,5.111120721,NA,CO,Clupeidae Eggs,NA,NA,58,11.348,11.348,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-14 08:42:00,5/14/2003 8:42,SHR,2003,A,FALSE,CLR,NA,NA,17,0.5,121,NA,NA,NA,NA,NA,NA,10,Regular,814658,816322,1664,1664,5.111120721,5.111120721,NA,PE,Percichthyidae eggs,NA,NA,607,118.761,118.761,NA,NA,0,NA,0,NA,NA,NA,2,CPUE,0   0   NA   2,NA   NA   NA   CPUE
STTD_2003-05-14 10:00:00,5/14/2003 10:00,STTD,2003,A,FALSE,CLR,NA,NA,21.1,0.23,466,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,816319,826732,10413,10413,31.98443514,31.98443514,NA,PRS,Prickly Sculpin,Cottus asper,NA,1,0.031,0.031,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-05-14 10:00:00,5/14/2003 10:00,STTD,2003,A,FALSE,CLR,NA,NA,21.1,0.23,466,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,816319,826732,10413,10413,31.98443514,31.98443514,NA,TFS,Threadfin Shad,Dorosoma petenense,NA,1,0.031,0.031,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-05-14 10:00:00,5/14/2003 10:00,STTD,2003,A,FALSE,CLR,NA,NA,21.1,0.23,466,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,816319,826732,10413,10413,31.98443514,31.98443514,NA,MSS,Inland Silverside,Menidia beryllina,NA,1,0.031,0.031,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-05-14 10:00:00,5/14/2003 10:00,STTD,2003,A,FALSE,CLR,NA,NA,21.1,0.23,466,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,816319,826732,10413,10413,31.98443514,31.98443514,NA,LP,Logperch,Percina macrolepida,NA,1,0.031,0.031,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-05-14 10:00:00,5/14/2003 10:00,STTD,2003,A,FALSE,CLR,NA,NA,21.1,0.23,466,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,816319,826732,10413,10413,31.98443514,31.98443514,NA,MIN,Unid Juvenile Minnow,Cyprinidae,NA,90,2.814,2.814,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-05-14 10:00:00,5/14/2003 10:00,STTD,2003,A,FALSE,CLR,NA,NA,21.1,0.23,466,NA,NA,NA,NA,NA,meter reading from zoop,10,Regular,816319,826732,10413,10413,31.98443514,31.98443514,NA,SNF,Unid Juvenile non-Micropterus Sunfish,Centrarchidae,NA,5,0.156,0.156,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
SHR_2003-05-28 08:57:00,5/28/2003 8:57,SHR,2003,A,FALSE,CLR,NA,NA,19,0.56,127,NA,NA,NA,NA,NA,NA,10,Regular,826750,828327,1577,1577,4.843892654,4.843892654,NA,STB,Striped Bass,Morone saxatilis,NA,12,2.477,2.477,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-28 08:57:00,5/28/2003 8:57,SHR,2003,A,FALSE,CLR,NA,NA,19,0.56,127,NA,NA,NA,NA,NA,NA,10,Regular,826750,828327,1577,1577,4.843892654,4.843892654,NA,CO,Clupeidae Eggs,NA,NA,16,3.303,3.303,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-28 08:57:00,5/28/2003 8:57,SHR,2003,A,FALSE,CLR,NA,NA,19,0.56,127,NA,NA,NA,NA,NA,NA,10,Regular,826750,828327,1577,1577,4.843892654,4.843892654,NA,PE,Percichthyidae eggs,NA,NA,58,11.974,11.974,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
SHR_2003-05-28 08:57:00,5/28/2003 8:57,SHR,2003,A,FALSE,CLR,NA,NA,19,0.56,127,NA,NA,NA,NA,NA,NA,10,Regular,826750,828327,1577,1577,4.843892654,4.843892654,NA,OE,Other Eggs,NA,NA,5,1.032,1.032,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0   0   NA   NA,NA   NA   NA   NA
STTD_2003-05-28 10:39:00,5/28/2003 10:39,STTD,2003,A,FALSE,CLR,NA,NA,24,0.24,692,NA,NA,NA,NA,NA,meter reading from zoop;end meter not written down right after sample pulled,10,Regular,828332,838205,9873,9873,30.32577817,30.32577817,NA,PRS,Prickly Sculpin,Cottus asper,NA,1,0.033,0.033,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-05-28 10:39:00,5/28/2003 10:39,STTD,2003,A,FALSE,CLR,NA,NA,24,0.24,692,NA,NA,NA,NA,NA,meter reading from zoop;end meter not written down right after sample pulled,10,Regular,828332,838205,9873,9873,30.32577817,30.32577817,NA,TFS,Threadfin Shad,Dorosoma petenense,NA,435,14.344,14.344,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-05-28 10:39:00,5/28/2003 10:39,STTD,2003,A,FALSE,CLR,NA,NA,24,0.24,692,NA,NA,NA,NA,NA,meter reading from zoop;end meter not written down right after sample pulled,10,Regular,828332,838205,9873,9873,30.32577817,30.32577817,NA,MSS,Inland Silverside,Menidia beryllina,NA,2,0.066,0.066,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-05-28 10:39:00,5/28/2003 10:39,STTD,2003,A,FALSE,CLR,NA,NA,24,0.24,692,NA,NA,NA,NA,NA,meter reading from zoop;end meter not written down right after sample pulled,10,Regular,828332,838205,9873,9873,30.32577817,30.32577817,NA,SNF,Unid Juvenile non-Micropterus Sunfish,Centrarchidae,NA,1,0.033,0.033,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
STTD_2003-05-28 10:39:00,5/28/2003 10:39,STTD,2003,A,FALSE,CLR,NA,NA,24,0.24,692,NA,NA,NA,NA,NA,meter reading from zoop;end meter not written down right after sample pulled,10,Regular,828332,838205,9873,9873,30.32577817,30.32577817,NA,MIN,Unid Juvenile Minnow,Cyprinidae,NA,1,0.033,0.033,NA,NA,2,SAMP,0,NA,NA,NA,NA,NA,2   0   NA   NA,SAMP   NA   NA   NA
