Station,Time,Sampling number,Observable,Value,Count,Category,Life Stage
STTD,5/2/2002 11:06,45618/1/1,Araneida,1,1,Terrestrial Non-Insects,N/A
STTD,5/2/2002 11:06,45618/1/1,Hemiptera,27,27,Terrestrial Insects,N/A
STTD,5/2/2002 11:06,45618/1/1,Hydraenidae,2,2,Aquatic Insects,N/A
STTD,5/2/2002 11:06,45618/1/1,Dytiscidae,1,1,Aquatic Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Araneida,2,2,Terrestrial Non-Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Hydrophilidae,1,1,Aquatic Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Psocoptera,1,1,Terrestrial Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Hymenoptera,11,11,Terrestrial Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Palaemonidae,4,4,Aquatic Non-Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Coleoptera,7,7,Terrestrial Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Diptera,25,25,Terrestrial Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Hemiptera,94,93,Terrestrial Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Hemiptera,94,1,Terrestrial Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Chironomidae,6,6,Aquatic Insects,N/A
STTD,5/16/2002 11:15,45630/1/1,Ceratopogonidae,1,1,Aquatic Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Dytiscidae,5,5,Aquatic Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Corophiidae,2,2,Aquatic Non-Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Helophoridae,2,2,Aquatic Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Ephydridae,1,1,Aquatic Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Palaemonidae,1,1,Aquatic Non-Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Thysanoptera,3,3,Terrestrial Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Opiliones,1,1,Terrestrial Non-Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Psocoptera,15,15,Terrestrial Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Ceratopogonidae,2,2,Aquatic Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Diptera,120,120,Terrestrial Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Corixidae,2,2,Aquatic Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Chironomidae,29,29,Aquatic Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Acari,3,3,Terrestrial Non-Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Coleoptera,13,13,Terrestrial Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Araneida,15,15,Terrestrial Non-Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Hemiptera,304,295,Terrestrial Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Hemiptera,304,9,Terrestrial Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Collembola,10,10,Terrestrial Non-Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Hymenoptera,89,89,Terrestrial Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Neuroptera,2,2,Terrestrial Insects,N/A
STTD,5/30/2002 11:01,45639/1/1,Hydraenidae,6,6,Aquatic Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Hymenoptera,29,29,Terrestrial Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Thysanoptera,10,10,Terrestrial Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Hemiptera,48,4,Terrestrial Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Hemiptera,48,44,Terrestrial Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Palaemonidae,16,16,Aquatic Non-Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Araneida,59,59,Terrestrial Non-Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Mysidae,5,5,Aquatic Non-Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Orthoptera,1,1,Terrestrial Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Diptera,157,157,Terrestrial Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Hydraenidae,3,3,Aquatic Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Naididae,6,6,Aquatic Non-Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Coleoptera,25,25,Terrestrial Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Corixidae,1,1,Aquatic Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Chironomidae,11,11,Aquatic Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Thysanura,1,1,Terrestrial Insects,N/A
STTD,6/11/2002 10:15,45645/1/1,Psocoptera,2,2,Terrestrial Insects,N/A
STTD,6/19/2002 10:05,45651/1/1,Hemiptera,3,2,Terrestrial Insects,N/A
STTD,6/19/2002 10:05,45651/1/1,Hemiptera,3,1,Terrestrial Insects,N/A
STTD,6/19/2002 10:05,45651/1/1,Palaemonidae,138,138,Aquatic Non-Insects,N/A
STTD,6/19/2002 10:05,45651/1/1,Hydraenidae,3,3,Aquatic Insects,N/A
STTD,6/19/2002 10:05,45651/1/1,Diptera,12,12,Terrestrial Insects,N/A
STTD,6/19/2002 10:05,45651/1/1,Notonectidae,1,1,Aquatic Insects,N/A
STTD,6/19/2002 10:05,45651/1/1,Chironomidae,6,6,Aquatic Insects,N/A
STTD,6/19/2002 10:05,45651/1/1,Collembola,2,2,Terrestrial Non-Insects,N/A
STTD,6/19/2002 10:05,45651/1/1,Araneida,1,1,Terrestrial Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Corixidae,146,146,Aquatic Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Psocoptera,1,1,Terrestrial Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Corbiculidae,1,1,Aquatic Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Syrphidae,1,1,Aquatic Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Diptera,3,3,Terrestrial Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Coleoptera,381,381,Terrestrial Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Lepidoptera,1,1,Terrestrial Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Orthoptera,1,1,Terrestrial Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Hymenoptera,29,29,Terrestrial Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Ephydridae,46,46,Aquatic Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Tetrastemmatidae,1,1,Aquatic Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Hemiptera,6,3,Terrestrial Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Hemiptera,6,3,Terrestrial Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Collembola,32,32,Terrestrial Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Notonectidae,3,3,Aquatic Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Hyalellidae,1,1,Aquatic Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Hydrophilidae,10,10,Aquatic Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Crangonyctidae,3,3,Aquatic Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Naididae,5,5,Aquatic Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Culicidae,27,27,Aquatic Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Thysanura,1,1,Terrestrial Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Enchytraeidae,3,3,Aquatic Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Arachnida,12,12,Terrestrial Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Hydraenidae,6,6,Aquatic Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Dytiscidae,90,90,Aquatic Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Physidae,208,208,Aquatic Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Chilopoda,3,3,Terrestrial Non-Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Chironomidae,111,111,Aquatic Insects,N/A
STTD,1/3/2003 11:34,45657/1/1,Dixidae,3,3,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Culicidae,24,24,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Planorbidae,3,3,Aquatic Non-Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Dytiscidae,59,59,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Hymenoptera,6,6,Terrestrial Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Lepidoptera,2,2,Terrestrial Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Hydrophilidae,4,4,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Collembola,2,2,Terrestrial Non-Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Ephydridae,3,3,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Belostomatidae,1,1,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Physidae,247,247,Aquatic Non-Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Chironomidae,663,663,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Coenagrionidae,2,2,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Hydraenidae,1,1,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Cyprididae,1,1,Aquatic Non-Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Corixidae,46,46,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Syrphidae,2,2,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Arachnida,11,11,Terrestrial Non-Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Hemiptera,4,2,Terrestrial Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Hemiptera,4,2,Terrestrial Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Ceratopogonidae,1,1,Aquatic Insects,N/A
STTD,1/7/2003 12:01,45666/1/1,Coleoptera,30,30,Terrestrial Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Sciomyzidae,3,3,Aquatic Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Corophiidae,2,2,Aquatic Non-Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Lymnaeidae,2,2,Aquatic Non-Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Coenagrionidae,2,2,Aquatic Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Notonectidae,1,1,Aquatic Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Naididae,1,1,Aquatic Non-Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Hydrophilidae,8,8,Aquatic Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Chilopoda,1,1,Terrestrial Non-Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Collembola,1,1,Terrestrial Non-Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Lepidoptera,1,1,Terrestrial Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Helophoridae,2,2,Aquatic Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Chironomidae,357,357,Aquatic Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Hymenoptera,8,8,Terrestrial Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Coleoptera,28,28,Terrestrial Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Hemiptera,3,2,Terrestrial Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Hemiptera,3,1,Terrestrial Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Araneae,1,1,Terrestrial Non-Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Ephydridae,34,34,Aquatic Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Arachnida,18,18,Terrestrial Non-Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Dytiscidae,109,109,Aquatic Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Belostomatidae,55,55,Aquatic Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Physidae,209,209,Aquatic Non-Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Hyalellidae,7,7,Aquatic Non-Insects,N/A
STTD,1/13/2003 12:01,45672/1/1,Cyprididae,2,2,Aquatic Non-Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Cyprididae,3,3,Aquatic Non-Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Chironomidae,526,526,Aquatic Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Planorbidae,1,1,Aquatic Non-Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Chilopoda,2,2,Terrestrial Non-Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Physidae,257,257,Aquatic Non-Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Coleoptera,35,35,Terrestrial Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Culicidae,1,1,Aquatic Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Coenagrionidae,1,1,Aquatic Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Diptera,4,4,Terrestrial Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Lymnaeidae,4,4,Aquatic Non-Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Dytiscidae,66,66,Aquatic Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Sciomyzidae,1,1,Aquatic Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Ephydridae,130,130,Aquatic Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Arachnida,7,7,Terrestrial Non-Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Collembola,6,6,Terrestrial Non-Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Hemiptera,2,1,Terrestrial Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Hemiptera,2,1,Terrestrial Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Hyalellidae,14,14,Aquatic Non-Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Hydrophilidae,3,3,Aquatic Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Notonectidae,1,1,Aquatic Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Hymenoptera,9,9,Terrestrial Insects,N/A
STTD,1/14/2003 11:30,45678/1/1,Corixidae,139,139,Aquatic Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Hymenoptera,2,2,Terrestrial Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Diptera,1,1,Terrestrial Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Ephydridae,108,108,Aquatic Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Hemiptera,5,2,Terrestrial Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Hemiptera,5,3,Terrestrial Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Notonectidae,1,1,Aquatic Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Chironomidae,1675,1675,Aquatic Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Lymnaeidae,4,4,Aquatic Non-Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Dytiscidae,46,46,Aquatic Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Muscidae,4,4,Aquatic Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Coenagrionidae,3,3,Aquatic Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Hyalellidae,2,2,Aquatic Non-Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Corixidae,32,32,Aquatic Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Physidae,484,484,Aquatic Non-Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Hydraenidae,1,1,Aquatic Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Sciomyzidae,2,2,Aquatic Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Coleoptera,49,49,Terrestrial Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Psocoptera,2,2,Terrestrial Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Arachnida,31,31,Terrestrial Non-Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Collembola,35,35,Terrestrial Non-Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Cyprididae,11,11,Aquatic Non-Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Chilopoda,3,3,Terrestrial Non-Insects,N/A
STTD,1/17/2003 11:25,45684/1/1,Naididae,5,5,Aquatic Non-Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Chilopoda,2,2,Terrestrial Non-Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Chironomidae,53,53,Aquatic Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Arachnida,4,4,Terrestrial Non-Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Hemiptera,2,2,Terrestrial Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Planorbidae,1,1,Aquatic Non-Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Coleoptera,5,5,Terrestrial Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Ephydridae,39,39,Aquatic Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Culicidae,1,1,Aquatic Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Cyprididae,12,12,Aquatic Non-Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Lymnaeidae,2,2,Aquatic Non-Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Dytiscidae,13,13,Aquatic Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Coenagrionidae,4,4,Aquatic Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Corixidae,34,34,Aquatic Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Physidae,625,625,Aquatic Non-Insects,N/A
STTD,1/31/2003 11:30,45690/1/1,Hyalellidae,6,6,Aquatic Non-Insects,N/A
STTD,3/5/2003 11:01,45702/1/1,Physidae,1,1,Aquatic Non-Insects,N/A
STTD,3/5/2003 11:01,45702/1/1,Corixidae,43,43,Aquatic Insects,N/A
STTD,3/5/2003 11:01,45702/1/1,Coenagrionidae,1,1,Aquatic Insects,N/A
STTD,3/5/2003 11:01,45702/1/1,Hyalellidae,1,1,Aquatic Non-Insects,N/A
STTD,3/5/2003 11:01,45702/1/1,Hydrophilidae,1,1,Aquatic Insects,N/A
STTD,3/5/2003 11:01,45702/1/1,Chironomidae,5,5,Aquatic Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Hemiptera,1,1,Terrestrial Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Neuroptera,1,1,Terrestrial Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Vertebrata,2,2,Aquatic Non-Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Crangonyctidae,4,4,Aquatic Non-Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Ephydridae,1,1,Aquatic Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Corixidae,4,4,Aquatic Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Ceratopogonidae,2,2,Aquatic Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Coenagrionidae,2,2,Aquatic Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Chironomidae,27,27,Aquatic Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Corophiidae,27,27,Aquatic Non-Insects,N/A
STTD,3/18/2003 10:40,45708/1/1,Naididae,3,3,Aquatic Non-Insects,N/A
STTD,4/1/2003 10:27,45714/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,4/1/2003 10:27,45714/1/1,Coenagrionidae,2,2,Aquatic Insects,N/A
STTD,4/1/2003 10:27,45714/1/1,Hemiptera,1,1,Terrestrial Insects,N/A
STTD,4/1/2003 10:27,45714/1/1,Ephydridae,1,1,Aquatic Insects,N/A
STTD,4/1/2003 10:27,45714/1/1,Collembola,1,1,Terrestrial Non-Insects,N/A
STTD,4/1/2003 10:27,45714/1/1,Vertebrata,10,10,Aquatic Non-Insects,N/A
STTD,4/1/2003 10:27,45714/1/1,Physidae,1,1,Aquatic Non-Insects,N/A
STTD,4/1/2003 10:27,45714/1/1,Simuliidae,1,1,Aquatic Insects,N/A
STTD,4/1/2003 10:27,45714/1/1,Chironomidae,2,2,Aquatic Insects,N/A
STTD,4/14/2003 10:15,45720/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,4/14/2003 10:15,45720/1/1,Hemiptera,1,1,Terrestrial Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Hemiptera,19,19,Terrestrial Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Physidae,14,14,Aquatic Non-Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Naididae,13,13,Aquatic Non-Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Lymnaeidae,2,2,Aquatic Non-Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Crangonyctidae,1,1,Aquatic Non-Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Ephydridae,7,7,Aquatic Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Dytiscidae,10,10,Aquatic Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Corixidae,26,26,Aquatic Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Ceratopogonidae,1,1,Aquatic Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Chironomidae,119,119,Aquatic Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Arachnida,2,2,Terrestrial Non-Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Corophiidae,4,4,Aquatic Non-Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Hydraenidae,5,5,Aquatic Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Hydridae,1,1,Aquatic Non-Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Hydrophilidae,1,1,Aquatic Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Coleoptera,6,6,Terrestrial Insects,N/A
STTD,5/5/2003 10:50,45726/1/1,Hymenoptera,2,2,Terrestrial Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Corixidae,129,129,Aquatic Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Hymenoptera,6,6,Terrestrial Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Hemiptera,36,36,Terrestrial Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Arachnida,2,2,Terrestrial Non-Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Chironomidae,33,33,Aquatic Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Notonectidae,1,1,Aquatic Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Corophiidae,7,7,Aquatic Non-Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Coleoptera,6,6,Terrestrial Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Ceratopogonidae,16,16,Aquatic Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Mysidae,1,1,Aquatic Non-Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Caenidae,1,1,Aquatic Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Psocoptera,1,1,Terrestrial Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Ephydridae,4,4,Aquatic Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Collembola,1,1,Terrestrial Non-Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Tipulidae,1,1,Aquatic Insects,N/A
STTD,5/14/2003 10:01,45732/1/1,Simuliidae,1,1,Aquatic Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Palaemonidae,3,3,Aquatic Non-Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Hemiptera,3,3,Terrestrial Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Hydraenidae,1,1,Aquatic Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Hymenoptera,3,3,Terrestrial Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Thysanura,1,1,Terrestrial Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Ceratopogonidae,2,2,Aquatic Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Vertebrata,10,10,Aquatic Non-Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Corixidae,1,1,Aquatic Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Dytiscidae,1,1,Aquatic Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Corophiidae,1,1,Aquatic Non-Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Chironomidae,13,13,Aquatic Insects,N/A
STTD,5/28/2003 10:39,45738/1/1,Coleoptera,1,1,Terrestrial Insects,N/A
STTD,6/11/2003 10:01,45744/1/1,Palaemonidae,5,5,Aquatic Non-Insects,N/A
STTD,6/11/2003 10:01,45744/1/1,Arachnida,1,1,Terrestrial Non-Insects,N/A
STTD,6/11/2003 10:01,45744/1/1,Vertebrata,63,63,Aquatic Non-Insects,N/A
STTD,6/11/2003 10:01,45744/1/1,Hydridae,2,2,Aquatic Non-Insects,N/A
STTD,6/11/2003 10:01,45744/1/1,Mysidae,1,1,Aquatic Non-Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Hymenoptera,22,22,Terrestrial Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Hydraenidae,3,3,Aquatic Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Palaemonidae,1,1,Aquatic Non-Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Ephydridae,1,1,Aquatic Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Lepidoptera,1,1,Terrestrial Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Diptera,4,4,Terrestrial Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Psocoptera,1,1,Terrestrial Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Mysidae,3,3,Aquatic Non-Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Hemiptera,3,2,Terrestrial Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Hemiptera,3,1,Terrestrial Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Arachnida,6,6,Terrestrial Non-Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Ceratopogonidae,1,1,Aquatic Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Vertebrata,28,28,Aquatic Non-Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Chironomidae,2,2,Aquatic Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Coleoptera,29,29,Terrestrial Insects,N/A
STTD,6/25/2003 10:13,45750/1/1,Corixidae,2,2,Aquatic Insects,N/A
