InvertCatchID,InvertDataID,OrganismID,Count,InvertCode,Classification,Order,Family,Larvae,Pupae,Nymphs,Emergents,Adults,NA
1350,168,67,1,21-302,Terrestrial,Psocoptera,,,,,,,
1351,168,71,3,21-302,Terrestrial,Hemiptera,,,,,,,
1352,168,65,3,21-302,Terrestrial,Homoptera,,,,,,,
1353,168,63,381,21-302,Terrestrial,Coleoptera,,,,,,,
1354,168,73,1,21-302,Terrestrial,Lepidoptera,,,,,,,
1355,168,64,3,21-302,Terrestrial,Diptera,,,,,,,
1356,168,66,29,21-302,Terrestrial,Hymenoptera,,,,,,,
1357,169,24,1,11-303,Other Aquatic,,Mermithidae,,,,,,
1358,169,2,2,11-303,Other Aquatic,,Enchytraeidae,,,,,,
1359,169,4,5,11-303,Other Aquatic,,Naididae,,,,,,
1360,169,9,1,11-303,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1361,169,41,2,11-303,Insect,Ephemeroptera,Baetidae,,,,,,
1362,169,46,1,11-303,Insect,Odonata,Coenagrionidae,,,,,,
1363,169,30,1,11-303,Insect,Coleoptera,Dytiscidae,,,,,,
1364,169,34,1,11-303,Insect,Diptera,Chironomidae,,,,,,
1365,169,113,1,11-303,Arachnida,,,,,,,,
1366,169,63,2,11-303,Terrestrial,Coleoptera,,,,,,,
1367,169,66,7,11-303,Terrestrial,Hymenoptera,,,,,,,
1368,170,14,1,21-304,Other Aquatic,Ostracoda,Cypridae,,,,,,
1369,170,9,1,21-304,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1370,170,20,247,21-304,Other Aquatic,,Physidae,,,,,,
1371,170,21,3,21-304,Other Aquatic,,Planorbidae,,,,,,
1372,170,46,2,21-304,Insect,Odonata,Coenagrionidae,,,,,,
1373,170,111,1,21-304,Insect,Hemiptera,Belostomidae,,,,,,
1374,170,44,46,21-304,Insect,Hemiptera,Corixidae,,,,,,
1375,170,30,59,21-304,Insect,Coleoptera,Dytiscidae,,,,,,
1376,170,81,4,21-304,Insect,Coleoptera,Hydrophilidae,,,,,,
1377,170,52,1,21-304,Insect,Coleoptera,Hydraenidae,,,,,,
1378,170,32,1,21-304,Insect,Diptera,Ceratopogonidae,,,,,,
1379,170,34,663,21-304,Insect,Diptera,Chironomidae,,,,,,
1380,170,49,24,21-304,Insect,Diptera,Culicidae,,,,,,
1381,170,109,2,21-304,Insect,Diptera,Syrphidae,,,,,,
1382,170,36,3,21-304,Insect,Diptera,Ephydridae,,,,,,
1383,170,113,11,21-304,Arachnida,,,,,,,,
1384,170,68,2,21-304,Terrestrial,Collembola,,,,,,,
1385,170,71,2,21-304,Terrestrial,Hemiptera,,,,,,,
1386,170,65,2,21-304,Terrestrial,Homoptera,,,,,,,
1387,170,63,30,21-304,Terrestrial,Coleoptera,,,,,,,
1388,170,73,2,21-304,Terrestrial,Lepidoptera,,,,,,,
1389,170,66,6,21-304,Terrestrial,Hymenoptera,,,,,,,
1390,171,20,1,11-305,Other Aquatic,,Physidae,,,,,,
1391,171,41,1,11-305,Insect,Ephemeroptera,Baetidae,,,,,,
1392,171,46,2,11-305,Insect,Odonata,Coenagrionidae,,,,,,
1393,171,93,1,11-305,Insect,Plecoptera,Capniidae,,,,,,
1394,171,44,2,11-305,Insect,Hemiptera,Corixidae,,,,,,
1395,171,30,3,11-305,Insect,Coleoptera,Dytiscidae,,,,,,
1396,171,34,11,11-305,Insect,Diptera,Chironomidae,,,,,,
1397,171,113,1,11-305,Arachnida,,,,,,,,
1398,171,68,1,11-305,Terrestrial,Collembola,,,,,,,
1399,171,63,2,11-305,Terrestrial,Coleoptera,,,,,,,
1400,171,66,38,11-305,Terrestrial,Hymenoptera,,,,,,,
1401,172,5,1,21-306,Other Aquatic,,Tubificidae,,,,,,
1402,172,14,2,21-306,Other Aquatic,Ostracoda,Cypridae,,,,,,
1403,172,9,2,21-306,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1404,172,15,7,21-306,Other Aquatic,Amphipoda,Hyalellidae,,,,,,
1405,172,106,2,21-306,Other Aquatic,,Lymnaeidae,,,,,,
1406,172,20,209,21-306,Other Aquatic,,Physidae,,,,,,
1407,172,46,2,21-306,Insect,Odonata,Coenagrionidae,,,,,,
1408,172,111,55,21-306,Insect,Hemiptera,Belostomatidae,,,,,,
1409,172,45,1,21-306,Insect,Hemiptera,Notonectidae,,,,,,
1410,172,30,109,21-306,Insect,Coleoptera,Dytiscidae,,,,,,
1411,172,31,2,21-306,Insect,Coleoptera,Helophoridae,,,,,,
1412,172,81,8,21-306,Insect,Coleoptera,Hydrophilidae,,,,,,
1413,172,34,357,21-306,Insect,Diptera,Chironomidae,,,,,,
1414,172,36,34,21-306,Insect,Diptera,Ephydridae,,,,,,
1415,172,54,3,21-306,Insect,Diptera,Sciomyzidae,,,,,,
1416,172,100,1,21-306,Chilopoda,,,,,,,,
1417,172,113,18,21-306,Terrestrial,'arachnid',,,,,,,
1418,172,70,1,21-306,Terrestrial,Diplura,,,,,,,
1419,172,68,1,21-306,Terrestrial,Collembola,,,,,,,
1420,172,71,1,21-306,Terrestrial,Hemiptera,,,,,,,
1421,172,65,2,21-306,Terrestrial,Homoptera,,,,,,,
1422,172,63,28,21-306,Terrestrial,Coleoptera,,,,,,,
1423,172,73,1,21-306,Terrestrial,Lepidoptera,,,,,,,
1424,172,66,8,21-306,Terrestrial,Hymenoptera,,,,,,,
1425,173,9,1,11-307,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1426,173,41,1,11-307,Insect,Ephemeroptera,Baetidae,,,,,,
1427,173,46,2,11-307,Insect,Odonata,Coenagrionidae,,,,,,
1428,173,93,1,11-307,Insect,Plecoptera,Capniidae,,,,,,
1429,173,44,2,11-307,Insect,Hemiptera,Corixidae,,,,,,
1430,173,30,2,11-307,Insect,Coleoptera,Dytiscidae,,,,,,
1431,173,32,1,11-307,Insect,Diptera,Ceratopogonidae,,,,,,
1432,173,34,2,11-307,Insect,Diptera,Chironomidae,,,,,,
1433,173,113,1,11-307,Arachnida,,,,,,,,
1434,173,71,1,11-307,Terrestrial,Hemiptera,,,,,,,
1435,173,63,4,11-307,Terrestrial,Coleoptera,,,,,,,
1436,173,66,35,11-307,Terrestrial,Hymenoptera,,,,,,,
1437,174,14,3,21-308,Other Aquatic,Ostracoda,Cypridae,,,,,,
1438,174,9,1,21-308,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1439,174,15,14,21-308,Other Aquatic,Amphipoda,Hyalellidae,,,,,,
1440,174,106,4,21-308,Other Aquatic,,Lymnaeidae,,,,,,
1441,174,20,257,21-308,Other Aquatic,,Physidae,,,,,,
1442,174,21,1,21-308,Other Aquatic,,Planorbidae,,,,,,
1443,174,46,1,21-308,Insect,Odonata,Coenagrionidae,,,,,,
1444,174,44,139,21-308,Insect,Hemiptera,Corixidae,,,,,,
1445,174,45,1,21-308,Insect,Hemiptera,Notonectidae,,,,,,
1446,174,30,66,21-308,Insect,Coleoptera,Dytiscidae,,,,,,
1447,174,81,3,21-308,Insect,Coleoptera,Hydrophilidae,,,,,,
1448,174,34,526,21-308,Insect,Diptera,Chironomidae,,,,,,
1449,174,49,1,21-308,Insect,Diptera,Culicidae,,,,,,
1450,174,36,130,21-308,Insect,Diptera,Ephydridae,,,,,,
1451,174,54,1,21-308,Insect,Diptera,Sciomyzidae,,,,,,
1452,174,100,2,21-308,Chilopoda,,,,,,,,
1453,174,113,7,21-308,Arachnida,,,,,,,,
1454,174,68,6,21-308,Terrestrial,Collembola,,,,,,,
1455,174,71,1,21-308,Terrestrial,Hemiptera,,,,,,,
1456,174,65,1,21-308,Terrestrial,Homoptera,,,,,,,
1457,174,63,35,21-308,Terrestrial,Coleoptera,,,,,,,
1458,174,64,4,21-308,Terrestrial,Diptera,,,,,,,
1459,174,66,9,21-308,Terrestrial,Hymenoptera,,,,,,,
1460,175,4,1,11-309,Other Aquatic,,Naididae,,,,,,
1461,175,14,1,11-309,Other Aquatic,Ostracoda,Cypridae,,,,,,
1462,175,46,1,11-309,Insect,Odonata,Coenagrionidae,,,,,,
1463,175,93,1,11-309,Insect,Odonata,Capniidae,,,,,,
1464,175,44,1,11-309,Insect,Hemiptera,Corixidae,,,,,,
1465,175,34,2,11-309,Insect,Diptera,Chironomidae,,,,,,
1466,175,66,3,11-309,Terrestrial,Hymenoptera,,,,,,,
1467,176,5,5,21-310,Other Aquatic,,Tubificidae,,,,,,
1468,176,14,11,21-310,Other Aquatic,Ostracoda,Cypridae,,,,,,
1469,176,9,1,21-310,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1470,176,15,2,21-310,Other Aquatic,Amphipoda,Hyalellidae,,,,,,
1471,176,106,4,21-310,Other Aquatic,,Lymnaeidae,,,,,,
1472,176,20,484,21-310,Other Aquatic,,Physidae,,,,,,
1473,176,46,3,21-310,Insect,Odonata,Coenagrionidae,,,,,,
1474,176,44,32,21-310,Insect,Hemiptera,Corixidae,,,,,,
1475,176,45,1,21-310,Insect,Hemiptera,Notonectidae,,,,,,
1476,176,30,46,21-310,Insect,Coleoptera,Dytiscidae,,,,,,
1477,176,52,1,21-310,Insect,Coleoptera,Hydraenidae,,,,,,
1478,176,34,1675,21-310,Insect,Diptera,Chironomidae,,,,,,
1479,176,36,108,21-310,Insect,Diptera,Ephydridae,,,,,,
1480,176,96,4,21-310,Insect,Diptera,Muscidae,,,,,,
1481,176,54,2,21-310,Insect,Diptera,Sciomyzidae,,,,,,
1482,176,100,3,21-310,Chilopoda,,,,,,,,
1483,176,113,31,21-310,arachnida,,,,,,,,
1484,176,68,35,21-310,Terrestrial,Collembola,,,,,,,
1485,176,67,2,21-310,Terrestrial,Psocoptera,,,,,,,
1486,176,71,3,21-310,Terrestrial,Hemiptera,,,,,,,
1487,176,65,2,21-310,Terrestrial,Homoptera,,,,,,,
1488,176,63,49,21-310,Terrestrial,Coleoptera,,,,,,,
1489,176,64,1,21-310,Terrestrial,Diptera,,,,,,,
1490,176,66,2,21-310,Terrestrial,Hymenoptera,,,,,,,
1491,177,4,1,11-311,Other Aquatic,,Naididae,,,,,,
1492,177,14,1,11-311,Other Aquatic,Ostracoda,Cypridae,,,,,,
1493,177,43,1,11-311,Insect,Ephemeroptera,Heptageniidae,,,,,,
1494,177,44,1,11-311,Insect,Hemiptera,Corixidae,,,,,,
1495,177,34,2,11-311,Insect,Diptera,Chironomidae,,,,,,
1496,177,113,1,11-311,Arachnida,,,,,,,,
1497,177,63,1,11-311,Terrestrial,Coleoptera,,,,,,,
1498,178,14,12,21-312,Other Aquatic,Ostracoda,Cypridae,,,,,,
1499,178,9,1,21-312,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1500,178,15,6,21-312,Other Aquatic,Amphipoda,Hyalellidae,,,,,,
1501,178,106,2,21-312,Other Aquatic,,Lymnaeidae,,,,,,
1502,178,20,625,21-312,Other Aquatic,,Physidae,,,,,,
1503,178,21,1,21-312,Other Aquatic,,Planorbidae,,,,,,
1504,178,46,4,21-312,Insect,Odonata,Coenagrionidae,,,,,,
1505,178,44,34,21-312,Insect,Hemiptera,Corixidae,,,,,,
1506,178,30,13,21-312,Insect,Coleoptera,Dytiscidae,,,,,,
1507,178,34,53,21-312,Insect,Diptera,Chironomidae,,,,,,
1508,178,49,1,21-312,Insect,Diptera,Culicidae,,,,,,
1509,178,36,39,21-312,Insect,Diptera,Ephydridae,,,,,,
1510,178,100,2,21-312,Chilopoda,,,,,,,,
1511,178,113,4,21-312,Arachnida,,,,,,,,
1512,178,65,2,21-312,Terrestrial,Homoptera,,,,,,,
1513,178,63,5,21-312,Terrestrial,Coleoptera,,,,,,,
1514,179,18,1,11-313,Other Aquatic,,Hydridae,,,,,,
1515,179,5,1,11-313,Other Aquatic,,Tubificidae,,,,,,
1516,179,9,1,11-313,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1517,179,28,1,11-313,Other Aquatic,,Lebertiidae,,,,,,
1518,179,46,2,11-313,Insect,Odonata,Coenagrionidae,,,,,,
1519,179,44,4,11-313,Insect,Hemiptera,Corixidae,,,,,,
1520,179,34,2,11-313,Insect,Diptera,Chironomidae,,,,,,
1521,179,66,2,11-313,Terrestrial,Hymenoptera,,,,,,,
1522,180,34,1,11-314,Insect,Diptera,Chironomidae,,,,,,
1523,180,36,1,11-314,Insect,Diptera,Ephydridae,,,,,,
1524,180,66,2,11-314,Terrestrial,Hymenoptera,,,,,,,
1525,181,15,1,21-315,Other Aquatic,Amphipoda,Hyalellidae,,,,,,
1526,181,20,1,21-315,Other Aquatic,,Physidae,,,,,,
1527,181,46,1,21-315,Insect,Odonata,Coenagrionidae,,,,,,
1528,181,44,43,21-315,Insect,Hemiptera,Corixidae,,,,,,
1529,181,81,1,21-315,Insect,Coleoptera,Hydrophilidae,,,,,,
1530,181,34,5,21-315,Insect,Diptera,Chironomidae,,,,,,
1531,182,5,1,11-316,Other Aquatic,,Tubificidae,,,,,,
1532,182,89,1,11-316,Other Aquatic,,Branchiobdellidae,,,,,,
1533,182,34,7,11-316,Insect,Diptera,Chironomidae,,,,,,
1534,182,38,3,11-316,Insect,Diptera,Simulidae,,,,,,
1535,183,4,3,21-317,Other Aquatic,,Naididae,,,,,,
1536,183,9,27,21-317,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1537,183,10,4,21-317,Other Aquatic,Amphipoda,Crangonyctidae,,,,,,
1538,183,46,2,21-317,Insect,Odonata,Coenagrionidae,,,,,,
1539,183,44,4,21-317,Insect,Hemiptera,Corixidae,,,,,,
1540,183,32,2,21-317,Insect,Diptera,Ceratopogonidae,,,,,,
1541,183,34,27,21-317,Insect,Diptera,Chironomidae,,,,,,
1542,183,36,1,21-317,Insect,Diptera,Ephydridae,,,,,,
1543,183,65,1,21-317,Terrestrial,Homoptera,,,,,,,
1544,183,74,1,21-317,Terrestrial,Neuroptera,,,,,,,
1545,185,9,1,21-319,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1546,185,20,1,21-319,Other Aquatic,,Physidae,,,,,,
1547,185,46,2,21-319,Insect,Odonata,Coenagrionidae,,,,,,
1548,185,34,2,21-319,Insect,Diptera,Chironomidae,,,,,,
1549,185,38,1,21-319,Insect,Diptera,Simulidae,,,,,,
1550,185,36,1,21-319,Insect,Diptera,Ephydridae,,,,,,
1551,185,68,1,21-319,Terrestrial,Collembola,,,,,,,
1552,185,65,1,21-319,Terrestrial,Homoptera,,,,,,,
1553,186,18,1,11-320,Other Aquatic,,Hydridae,,,,,,
1554,186,4,2,11-320,Other Aquatic,,Naididae,,,,,,
1555,186,9,3,11-320,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1556,186,10,1,11-320,Other Aquatic,Amphipoda,Crangonyctidae,,,,,,
1557,186,43,1,11-320,Insect,Ephemeroptera,Heptageniidae,,,,,,
1558,187,9,1,21-321,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1559,187,65,1,21-321,Terrestrial,Homoptera,,,,,,,
1560,188,4,2,11-322,Other Aquatic,,Naididae,,,,,,
1561,188,9,1,11-322,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1562,188,41,1,11-322,Insect,Ephemeroptera,Baetidae,,,,,,
1563,188,34,4,11-322,Insect,Diptera,Chironomidae,,,,,,
1564,188,66,1,11-322,Terrestrial,Hymenoptera,,,,,,,
1565,189,18,1,21-323,Other Aquatic,,Hydridae,,,,,,
1566,189,4,13,21-323,Other Aquatic,,Naididae,,,,,,
1567,189,9,4,21-323,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1568,189,10,1,21-323,Other Aquatic,Amphipoda,Crangonyctidae,,,,,,
1569,189,106,2,21-323,Other Aquatic,,Lymnaeidae,,,,,,
1570,189,20,14,21-323,Other Aquatic,,Physidae,,,,,,
1571,189,44,26,21-323,Insect,Hemiptera,Corixidae,,,,,,
1572,189,30,10,21-323,Insect,Coleoptera,Dytiscidae,,,,,,
1573,189,81,1,21-323,Insect,Coleoptera,Hydrophilidae,,,,,,
1574,189,52,5,21-323,Insect,Coleoptera,Hydraenidae,,,,,,
1575,189,32,1,21-323,Insect,Diptera,Ceratopogonidae,,,,,,
1576,189,34,119,21-323,Insect,Diptera,Chironomidae,,,,,,
1577,189,36,7,21-323,Insect,Diptera,Ephydridae,,,,,,
1578,189,113,2,21-323,Arachnida,,,,,,,,
1579,189,65,19,21-323,Terrestrial,Homoptera,,,,,,,
1580,189,63,6,21-323,Terrestrial,Coleoptera,,,,,,,
1581,189,66,2,21-323,Terrestrial,Hymenoptera,,,,,,,
1582,190,24,2,11-324,Other Aquatic,,Mermithidae,,,,,,
1583,190,2,2,11-324,Other Aquatic,,Enchytraeidae,,,,,,
1584,190,4,2,11-324,Other Aquatic,,Naididae,,,,,,
1585,190,13,1,11-324,Other Aquatic,,Mysidae,,,,,,
1586,190,9,2,11-324,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1587,190,19,1,11-324,Other Aquatic,,Corbiculidae,,,,,,
1588,190,110,1,11-324,Insect,Ephemeroptera,Pseudironidae,,,,,,
1589,190,34,20,11-324,Insect,Diptera,Chironomidae,,,,,,
1590,190,68,1,11-324,Terrestrial,Collembola,,,,,,,
1591,190,65,1,11-324,Terrestrial,Homoptera,,,,,,,
1592,190,66,1,11-324,Terrestrial,Hymenoptera,,,,,,,
1593,191,13,1,21-325,Other Aquatic,Mysidacea,Mysidae,,,,,,
1594,191,9,7,21-325,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1595,191,40,1,21-325,Insect,Ephemeroptera,Caenidae,,,,,,
1596,191,44,129,21-325,Insect,Hemiptera,Corixidae,,,,,,
1597,191,45,1,21-325,Insect,Hemiptera,Notonectidae,,,,,,
1598,191,32,16,21-325,Insect,Diptera,Ceratopogonidae,,,,,,
1599,191,34,33,21-325,Insect,Diptera,Chironomidae,,,,,,
1600,191,38,1,21-325,Insect,Diptera,Simulidae,,,,,,
1601,191,39,1,21-325,Insect,Diptera,Tipulidae,,,,,,
1602,191,36,4,21-325,Insect,Diptera,Ephydridae,,,,,,
1603,191,113,2,21-325,Arachnid,,,,,,,,
1604,191,68,1,21-325,Terrestrial,Collembola,,,,,,,
1605,191,67,1,21-325,Terrestrial,Psocoptera,,,,,,,
1606,191,65,36,21-325,Terrestrial,Homoptera,,,,,,,
1607,191,63,6,21-325,Terrestrial,Coleoptera,,,,,,,
1608,191,66,6,21-325,Terrestrial,Hymenoptera,,,,,,,
1609,192,18,1,11-326,Other Aquatic,,Hydridae,,,,,,
1610,192,24,2,11-326,Other Aquatic,,Mermithidae,,,,,,
1611,192,4,1,11-326,Other Aquatic,,Naididae,,,,,,
1612,192,9,1,11-326,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1613,192,41,3,11-326,Insect,Ephemeroptera,Baetidae,,,,,,
1614,192,34,5,11-326,Insect,Diptera,Chironomidae,,,,,,
1615,192,68,1,11-326,Terrestrial,Collembola,,,,,,,
1616,192,65,1,11-326,Terrestrial,Homoptera,,,,,,,
1617,192,66,1,11-326,Terrestrial,Hymenoptera,,,,,,,
1618,193,9,1,21-327,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1619,193,104,3,21-327,Other Aquatic,Decapoda,Palaemonidae,,,,,,
1620,193,44,1,21-327,Insect,Hemiptera,Corixidae,,,,,,
1621,193,30,1,21-327,Insect,Coleoptera,Dytiscidae,,,,,,
1622,193,52,1,21-327,Insect,Coleoptera,Hydraenidae,,,,,,
1623,193,32,2,21-327,Insect,Diptera,Ceratopogonidae,,,,,,
1624,193,34,13,21-327,Insect,Diptera,Chironomidae,,,,,,
1625,193,84,1,21-327,Terrestrial,Thysanura,,,,,,,
1626,193,65,3,21-327,Terrestrial,Homoptera,,,,,,,
1627,193,63,1,21-327,Terrestrial,Coleoptera,,,,,,,
1628,193,66,3,21-327,Terrestrial,Hymenoptera,,,,,,,
1629,194,5,2,11-328,Other Aquatic,,Tubificidae,,,,,,
1630,194,9,1,11-328,Other Aquatic,Amphipoda,Corophiidae,,,,,,
1631,194,19,1,11-328,Other Aquatic,,Corbiculidae,,,,,,
1632,194,88,1,11-328,Insect,Trichoptera,Hydroptilidae,,,,,,
1633,194,34,8,11-328,Insect,Diptera,Chironomidae,,,,,,
1634,195,18,2,21-329,Other Aquatic,,Hydridae,,,,,,
1635,195,13,1,21-329,Other Aquatic,Mysidacea,Mysidae,,,,,,
1636,195,104,5,21-329,Other Aquatic,Decapoda,Palaemonidae,,,,,,
1637,195,113,1,21-329,Arachnid,,,,,,,,
1639,196,5,1,11-330,Other Aquatic,,Tubificidae,,,,,,
1640,196,10,1,11-330,Other Aquatic,Amphipoda,Crangonyctidae,,,,,,
1641,196,42,1,11-330,Insect,Ephemeroptera,Ephemerellidae,,,,,,
1642,196,34,2,11-330,Insect,Diptera,Chironomidae,,,,,,
1643,197,13,3,21-331,Other Aquatic,Mysidacea,Mysidae,,,,,,
1644,197,104,1,21-331,Other Aquatic,Decapoda,Palaemonidae,,,,,,
1645,197,44,2,21-331,Insect,Hemiptera,Corixidae,,,,,,
1646,197,52,3,21-331,Insect,Coleoptera,Hydraenidae,,,,,,
1647,197,32,1,21-331,Insect,Diptera,Ceratopogonidae,,,,,,
1648,197,34,2,21-331,Insect,Diptera,Chironomidae,,,,,,
1649,197,36,1,21-331,Insect,Diptera,Ephydridae,,,,,,
1650,197,113,6,21-331,Arachnid,,,,,,,,
1651,197,67,1,21-331,Terrestrial,Psocoptera,,,,,,,
1652,197,71,1,21-331,Terrestrial,Hemiptera,,,,,,,
1653,197,65,2,21-331,Terrestrial,Homoptera,,,,,,,
1654,197,63,29,21-331,Terrestrial,Coleoptera,,,,,,,
1655,197,73,1,21-331,Terrestrial,Lepidoptera,,,,,,,
1656,197,64,4,21-331,Terrestrial,Diptera,,,,,,,
1657,197,66,22,21-331,Terrestrial,Hymenoptera,,,,,,,
1658,197,79,28,21-331,Fish,,,,,,,,
1659,196,79,10,11-330,Fish,,,,,,,,
1660,195,79,63,21-329,Fish,,,,,,,,
1661,194,79,5,11-328,Fish,,,,,,,,
1662,193,79,10,21-327,Fish,,,,,,,,
1663,192,79,17,11-326,Fish,,,,,,,,
1664,185,79,10,21-319,Fish,,,,,,,,
1665,183,79,2,21-317,Fish,,,,,,,,
1666,182,79,1,11-316,Fish,,,,,,,,
1709,220,57,1,,,,,,,,,,
1710,220,65,1,,,,,,,,,,
1711,220,66,1,,,,,,,,,,
1718,212,18,1,,,,,,,,,,
1719,212,2,1,,,,,,,,,,
1720,212,4,3,,,,,,,,,,
1721,212,9,3,,,,,,,,,,
1722,212,20,1,,,,,,,,,,
1723,212,44,1,,,,,,,,,,
1724,212,34,12,,,,,,,,,,
1725,212,57,33,,,,,,,,,,
1726,212,58,6,,,,,,,,,,
1727,212,68,73,,,,,,,,,,
1728,212,67,2,,,,,,,,,,
1729,212,85,42,,,,,,,,,,
1730,212,71,4,,,,,,,,,,
1731,212,65,1,,,,,,,,,,
1732,212,63,17,,,,,,,,,,
1733,212,64,39,,,,,,,,,,
1734,212,66,9,,,,,,,,,,
1736,221,79,1,,,,,,,,,,
1737,221,18,4,,,,,,,,,,
1738,221,20,2,,,,,,,,,,
1739,221,44,2,,,,,,,,,,
1740,221,33,4,,,,,,,,,,
1741,221,34,6,,,,,,,,,,
1742,221,19,2,,,,,,,,,,
1743,221,57,10,,,,,,,,,,
1744,221,68,29,,,,,,,,,,
1745,221,85,1,,,,,,,,,,
1746,221,65,1,,,,,,,,,,
1747,221,63,2,,,,,,,,,,
1748,221,73,1,,,,,,,,,,
1749,221,64,34,,,,,,,,,,
1750,222,18,9,,,,,,,,,,
1751,222,4,3,,,,,,,,,,
1752,222,5,1,,,,,,,,,,
1753,222,34,3,,,,,,,,,,
1754,223,77,1,,,,,,,,,,
1755,223,19,1,,,,,,,,,,
1756,223,79,10,,,,,,,,,,
1757,223,44,2,,,,,,,,,,
1758,223,34,3,,,,,,,,,,
1759,223,68,2,,,,,,,,,,
1760,223,67,1,,,,,,,,,,
1761,223,73,1,,,,,,,,,,
1762,223,64,12,,,,,,,,,,
1763,226,4,1,,,,,,,,,,
1764,226,5,1,,,,,,,,,,
1765,226,9,1,,,,,,,,,,
1766,226,34,3,,,,,,,,,,
1767,226,68,1,,,,,,,,,,
1768,226,64,1,,,,,,,,,,
1769,225,18,89,,,,,,,,,,
1770,225,23,1,,,,,,,,,,
1771,225,2,1,,,,,,,,,,
1772,225,4,88,,,,,,,,,,
1773,225,5,3,,,,,,,,,,
1774,225,14,4,,,,,,,,,,
1775,225,9,2,,,,,,,,,,
1776,225,119,1,,,,,,,,,,
1777,225,106,1,,,,,,,,,,
1778,225,79,15,,,,,,,,,,
1779,225,40,1,,,,,,,,,,
1780,225,46,5,,,,,,,,,,
1781,225,44,23,,,,,,,,,,
1782,225,34,36,,,,,,,,,,
1783,225,68,12,,,,,,,,,,
1784,225,65,7,,,,,,,,,,
1785,225,63,3,,,,,,,,,,
1786,225,64,9,,,,,,,,,,
1787,225,66,2,,,,,,,,,,
1788,228,18,1,,,,,,,,,,
1789,228,34,2,,,,,,,,,,
1790,227,18,90,,,,,,,,,,
1791,227,23,1,,,,,,,,,,
1792,227,4,6,,,,,,,,,,
1793,227,9,1,,,,,,,,,,
1794,227,19,1,,,,,,,,,,
1795,227,79,1,,,,,,,,,,
1796,227,46,1,,,,,,,,,,
1797,227,44,127,,,,,,,,,,
1798,227,88,1,,,,,,,,,,
1799,227,34,18,,,,,,,,,,
1800,227,68,5,,,,,,,,,,
1801,227,67,1,,,,,,,,,,
1802,227,71,2,,,,,,,,,,
1803,227,65,2,,,,,,,,,,
1804,227,63,3,,,,,,,,,,
1805,227,73,2,,,,,,,,,,
1806,227,64,40,,,,,,,,,,
1807,227,66,2,,,,,,,,,,
1808,230,19,2,,,,,,,,,,
1809,230,39,1,,,,,,,,,,
1810,230,34,1,,,,,,,,,,
1811,229,18,2,,,,,,,,,,
1812,229,4,1,,,,,,,,,,
1813,229,20,1,,,,,,,,,,
1814,229,44,3,,,,,,,,,,
1815,229,30,2,,,,,,,,,,
1816,229,34,5,,,,,,,,,,
1817,229,67,1,,,,,,,,,,
1818,229,71,1,,,,,,,,,,
1819,229,65,6,,,,,,,,,,
1820,229,63,1,,,,,,,,,,
1821,229,64,15,,,,,,,,,,
1822,229,66,2,,,,,,,,,,
1823,232,18,2,,,,,,,,,,
1824,232,4,1,,,,,,,,,,
1825,232,19,3,,,,,,,,,,
1826,232,30,1,,,,,,,,,,
1827,232,34,2,,,,,,,,,,
1828,232,65,1,,,,,,,,,,
1829,232,64,1,,,,,,,,,,
1830,231,19,1,,,,,,,,,,
1831,231,46,1,,,,,,,,,,
1832,231,44,3,,,,,,,,,,
1833,231,95,1,,,,,,,,,,
1834,231,30,1,,,,,,,,,,
1835,231,52,1,,,,,,,,,,
1836,231,34,13,,,,,,,,,,
1837,231,57,5,,,,,,,,,,
1838,231,58,4,,,,,,,,,,
1839,231,68,17,,,,,,,,,,
1840,231,67,5,,,,,,,,,,
1841,231,85,4,,,,,,,,,,
1842,231,71,3,,,,,,,,,,
1843,231,65,85,,,,,,,,,,
1844,231,63,1,,,,,,,,,,
1845,231,64,31,,,,,,,,,,
1846,231,66,1,,,,,,,,,,
1847,234,18,1,,,,,,,,,,
1848,234,79,3,,,,,,,,,,
1849,234,32,1,,,,,,,,,,
1850,234,34,1,,,,,,,,,,
1851,233,18,3,,,,,,,,,,
1852,233,79,2,,,,,,,,,,
1853,233,34,1,,,,,,,,,,
1854,233,67,1,,,,,,,,,,
1855,233,85,1,,,,,,,,,,
1856,233,71,1,,,,,,,,,,
1857,233,65,14,,,,,,,,,,
1858,233,63,1,,,,,,,,,,
1859,233,64,7,,,,,,,,,,
1860,235,18,2,,,,,,,,,,
1861,235,26,1,,,,,,,,,,
