LarvalCatchID,LarvalDataID,ChannelLocation,SpeciesCode,Stage,TL,FL,Count,Comments,LarvalCode
1594,322,,C,Y/L,6.699999809,,1,,
1595,322,,C,Y/L,5.5,,1,,
1596,322,,C,Y/L,5.800000191,,1,,
1597,322,,STB,E,,,3,"ca. 2.5 mm in diameter, dead",
1598,,,TFS,Y/L,5.300000191,,30,,
1599,,,TFS,,4.599999905,,,,
1600,,,TFS,,,,,ca. 4.0,
1601,,,TFS,,5.400000095,,,,
1602,,,TFS,,5.199999809,,,,
1603,,,TFS,,4.599999905,,,,
1604,,,TFS,,7.699999809,,,,
1605,,,TFS,,4,,,,
1606,,,TFS,,5.5,,,,
1607,,,TFS,,5.199999809,,,,
1608,,,TFS,,5.099999905,,,,
1609,,,TFS,,5.300000191,,,,
1610,,,TFS,,8.300000191,,,,
1611,,,TFS,,,,,ca. 8.3,
1612,,,TFS,,8.100000381,,,,
1613,,,TFS,,4.800000191,,,,
1614,,,TFS,,5.400000095,,,,
1615,,,TFS,,5.300000191,,,,
1616,,,TFS,,5.300000191,,,,
1617,,,TFS,,4.699999809,,,,
1618,,,TFS,,,,,ca. 4.3,
1619,,,TFS,,4.800000191,,,,
1620,,,TFS,,4.300000191,,,,
1621,,,TFS,,4.699999809,,,,
1622,,,TFS,,5.099999905,,,5 unmeasured,
1623,,,BKS,L,6.300000191,,1,,
1624,324,,C,J,25,22,1,,
1625,324,,C,J,32.5,29,1,,
1626,324,,C,J,24,21,1,,
1627,324,,C,J,27,24.5,1,,
1628,324,,C,J,23,21,1,,
1629,324,,C,J,19.5,17.5,1,,
1630,324,,C,J,23,20,1,,
1631,324,,C,J,19.5,17.5,1,,
1632,324,,TFS,Y/L,9.399999619,,1,,
1633,324,,TFS,Y/L,4.199999809,,1,,
1634,324,,TFS,Y/L,4,,1,ca. 4.0,
1635,324,,TFS,Y/L,4,,1,,
1636,324,,TFS,Y/L,4.199999809,,1,,
1637,324,,TFS,Y/L,4.800000191,,1,,
1638,324,,TFS,Y/L,5.5,,1,,
1639,324,,TFS,Y/L,4.900000095,,1,ca. 4.9,
1640,324,,TFS,Y/L,6.800000191,,1,,
1641,324,,TFS,Y/L,10.5,,1,,
1642,324,,TFS,Y/L,8.5,,1,ca. 8.5,
1643,324,,TFS,Y/L,5.199999809,,1,,
1644,324,,TFS,Y/L,3.599999905,,1,,
1645,324,,TFS,Y/L,6,,1,,
1646,324,,TFS,Y/L,7.199999809,,1,,
1647,324,,TFS,Y/L,4.5,,1,,
1648,324,,TFS,Y/L,4.5,,1,,
1649,324,,TFS,Y/L,4.199999809,,1,ca. 4.2,
1650,324,,TFS,Y/L,11.5,,1,ca. 11.5,
1651,324,,LEP,L,6.300000191,,1,,
1652,324,,LEP,L,5.5,,1,,
1653,324,,LEP,L,5.400000095,,1,,
1654,324,,LEP,L,4.5,,1,,
1655,324,,LEP,L,4.699999809,,1,,
1656,324,,LEP,L,5,,1,,
1657,324,,LEP,L,5.199999809,,1,ca. 5.2,
1658,324,,LEP,L,4.5,,1,,
1659,324,,LEP,L,5.300000191,,1,,
1660,325,,FHM,L,5.199999809,,1,,
1661,325,,LEP,Y/L,4.5,,1,,
1662,325,,LEP,Y/L,5.5,,1,,
1663,325,,LEP,Y/L,5,,1,,
1664,325,,LEP,Y/L,4.5,,1,,
1665,325,,LEP,Y/L,5,,1,,
1666,325,,LEP,Y/L,5.599999905,,1,,
1667,325,,LEP,Y/L,5.199999809,,1,,
1668,325,,LEP,Y/L,5.599999905,,1,,
1669,325,,LEP,Y/L,5,,1,,
1670,325,,POM,L,5.099999905,,1,,
1671,325,,MSS,Y,4.5,,1,,
1672,325,,TFS,L,8.100000381,,1,,
1673,325,,AMS,Y,7.400000095,,1,,
1674,325,,AMS,Y,7.099999905,,1,,
1675,325,,AMS,E,,,35,Badly mutilated,
1676,325,,STB,Y,3.5,,1,,
1677,325,,STB,Y,3.700000048,,1,,
1678,325,,STB,Y,3.5,,1,,
1679,325,,STB,Y,3.5,,1,,
1680,325,,STB,E,,,104,"Badly mutilated, chorion detached from yolk",
1681,326,,SCB,L,7.400000095,,1,,
1682,326,,SCB,L,7.5,,1,,
1683,326,,SCB,L,7.800000191,,1,,
1684,326,,SCB,L,6.900000095,,1,,
1685,326,,SCB,L,7.5,,1,,
1686,326,,SCB,L,7.400000095,,1,,
1687,326,,C,Y/L,9.300000191,,1,,
1688,326,,C,J,12.80000019,12.30000019,1,Juvenile,
1689,326,,C,J,11.5,11.10000038,1,Juvenile,
1690,326,,C,Y/L,8.699999809,,1,,
1691,326,,C,J,15,14.19999981,1,Juvenile,
1692,326,,C,J,13.69999981,13,1,Juvenile,
1693,326,,C,J,12.80000019,12.39999962,1,Juvenile,
1694,326,,C,Y/L,8.300000191,,1,,
1695,326,,C,Y/L,5.599999905,,1,,
1696,326,,C,J,11,10.5,1,Juvenile,
1697,326,,C,Y/L,9.399999619,,1,,
1698,326,,C,Y/L,9.399999619,,1,,
1699,326,,C,J,10.30000019,10,1,Juvenile,
1700,326,,C,Y/L,8.899999619,,1,,
1701,326,,C,Y/L,9.5,,1,,
1702,326,,C,Y/L,8.199999809,,1,,
1703,326,,C,Y/L,8.199999809,,1,,
1704,326,,C,J,13.19999981,12.5,1,Juvenile,
1705,326,,C,J,13,12.19999981,1,Juvenile,
1706,326,,C,Y/L,8.5,,1,,
1707,326,,C,J,12.19999981,11.5,1,Juvenile,
1708,326,,C,J,10.30000019,10,1,Juvenile,
1709,326,,C,Y/L,9.699999809,,1,,
1710,326,,C,J,12.30000019,12,1,Juvenile,
1711,326,,C,Y/L,9.5,,1,,
1712,326,,POM,L,6.599999905,,1,,
1713,326,,POM,L,7,,1,,
1714,326,,LEP,L,4.400000095,,1,,
1715,326,,LEP,L,4.800000191,,1,,
1716,326,,LEP,L,5.699999809,,1,,
1717,326,,LEP,L,6.5,,1,,
1718,326,,TFS,Y/L,10.19999981,,1,,
1719,326,,TFS,Y/L,7.199999809,,1,,
1720,326,,TFS,Y/L,8.699999809,,1,,
1721,326,,TFS,Y/L,6.199999809,,1,,
1722,326,,TFS,Y/L,4.900000095,,1,,
1723,326,,TFS,Y/L,9.100000381,,1,,
1724,326,,TFS,Y/L,10.39999962,,1,,
1725,326,,TFS,Y/L,8.300000191,,1,,
1726,326,,TFS,Y/L,4.699999809,,1,,
1727,326,,TFS,Y/L,7,,1,,
1728,326,,TFS,Y/L,12.10000038,,1,,
1729,326,,TFS,Y/L,11.69999981,,1,,
1730,326,,TFS,Y/L,11.80000019,,1,,
1731,326,,TFS,Y/L,7.699999809,,1,,
1732,326,,TFS,Y/L,10.19999981,,1,,
1733,326,,TFS,Y/L,6.400000095,,1,,
1734,326,,TFS,Y/L,4.800000191,,1,,
1735,326,,TFS,Y/L,4.800000191,,1,,
1736,326,,TFS,Y/L,10.80000019,,1,,
1737,326,,TFS,Y/L,5.199999809,,1,,
1738,326,,TFS,Y/L,5.199999809,,1,,
1739,326,,TFS,Y/L,10.19999981,,1,,
1740,326,,TFS,Y/L,12.19999981,,1,,
1741,326,,TFS,Y/L,9.899999619,,1,,
1742,326,,TFS,Y/L,10.30000019,,1,,
1743,326,,C,J,69,64,1,In jars,
1744,328,,STB,E,,,135,Mutilated,
1745,328,,AMS,E,,,6,Mutilated,
1746,327,,STB,J,14.10000038,13.69999981,1,,
1747,327,,STB,J,9.899999619,9.699999809,1,,
1748,327,,WHC,J,17,16,1,,
1749,327,,TFS,Y/L,5.699999809,,1,,
1750,327,,TFS,Y/L,4.599999905,,1,Juvenile,
1751,327,,TFS,Y/L,9.399999619,,1,Juvenile,
1752,327,,TFS,Y/L,5.099999905,,1,Juvenile,
1753,327,,TFS,Y/L,6.699999809,,1,Juvenile,
1754,327,,TFS,Y/L,7.300000191,,1,Juvenile,
1755,327,,TFS,Y/L,4.699999809,,1,Juvenile,
1756,327,,TFS,Y/L,8,,1,Juvenile,
1757,327,,TFS,Y/L,4.599999905,,1,Juvenile,
1758,327,,TFS,Y/L,7.5,,1,Juvenile,
1759,327,,TFS,Y/L,9.600000381,,1,Juvenile,
1760,327,,TFS,Y/L,4.199999809,,1,Juvenile,
1761,327,,TFS,Y/L,9.5,,1,Juvenile,
1762,327,,TFS,Y/L,7.199999809,,1,Juvenile,
1763,327,,TFS,Y/L,4.300000191,,1,Juvenile,
1764,327,,TFS,Y/L,5.199999809,,1,Juvenile,
1765,327,,TFS,Y/L,10.60000038,,1,Juvenile,
1766,327,,TFS,Y/L,7.800000191,,1,Juvenile,
1767,327,,TFS,Y/L,7.699999809,,1,Juvenile,
1768,327,,TFS,Y/L,4.599999905,,1,Juvenile,
1769,327,,TFS,Y/L,5,,1,Juvenile,
1770,327,,TFS,Y/L,6.199999809,,11,Juvenile,
1771,327,,TFS,Y/L,5.400000095,,1,Juvenile,
1772,327,,TFS,Y/L,4.400000095,,1,Juvenile,
1773,327,,TFS,J,17.5,17.29999924,1,Juvenile,
1774,327,,LEP,L,5.400000095,,1,,
1775,327,,LEP,L,5.599999905,,1,,
1776,327,,MSS,Y,4.300000191,,1,,
1777,327,,TRD,L,2.599999905,,1,,
1778,,,C,Y/L,6.699999809,,141,,
1779,,,C,,7.300000191,,,,
1780,,,C,,6.400000095,,,,
1781,,,C,,6,,,,
1782,,,C,,7.199999809,,,,
1783,,,C,,7.300000191,,,,
1784,,,C,,6.599999905,,,,
1785,,,C,,6.300000191,,,,
1786,,,C,,6.400000095,,,,
1787,,,C,,7.300000191,,,,
1788,,,C,,6,,,,
1789,,,C,,7.199999809,,,,
1790,,,C,,6.699999809,,,,
1791,,,C,,6.699999809,,,,
1792,,,C,,6.400000095,,,,
1793,,,C,,6.300000191,,,,
1794,,,C,,6.699999809,,,,
1795,,,C,,6.599999905,,,,
1796,,,C,,7.199999809,,,,
1797,,,C,,7.5,,,,
1798,,,C,,6.699999809,,,,
1799,,,C,,6.400000095,,,,
1800,,,C,,6.599999905,,,,
1801,,,C,,7.199999809,,,,
1802,,,C,,6.300000191,,,16 unmeasured,
1803,,,PRS,Y/L,5.300000191,,5,,
1804,,,PRS,,4.699999809,,,,
1805,,,PRS,,,,,ca. 5.0,
1806,,,PRS,,5.300000191,,,,
1807,,,PRS,,5,,,,
1808,,,BKS,Y/L,4.300000191,,2,,
1809,,,BKS,,4.5,,,,
1810,,,SASU,L,13.80000019,,1,,
1811,,,C,Y/L,6.5,,88,,
1812,,,C,,6.5,,,,
1813,,,C,,6.199999809,,,,
1814,,,C,,6.400000095,,,,
1815,,,C,,6.300000191,,,,
1816,,,C,,6.5,,,,
1817,,,C,,6.199999809,,,,
1818,,,C,,6.800000191,,,,
1819,,,C,,6.400000095,,,,
1820,,,C,,6.800000191,,,,
1821,,,C,,6.699999809,,,,
1822,,,C,,6.599999905,,,,
1823,,,C,,7.199999809,,,,
1824,,,C,,6.400000095,,,,
1825,,,C,,6.5,,,,
1826,,,C,,6.800000191,,,,
1827,,,C,,6.900000095,,,,
1828,,,C,,6.400000095,,,,
1829,,,C,,5.800000191,,,,
1830,,,C,,6.699999809,,,,
1831,,,C,,6.800000191,,,,
1832,,,C,,5.199999809,,,,
1833,,,C,,6.800000191,,,,
1834,,,C,,6.400000095,,,,
1835,,,C,,6.699999809,,,63 unmeasured,
1836,,,PRS,Y/L,4.5,,4,,
1837,,,PRS,,5.199999809,,,,
1838,,,PRS,,5.199999809,,,,
1839,,,PRS,,,,,ca. 5.0,
1840,,,BKS,Y,4.400000095,,1,,
1841,,,C,Y/L,7.199999809,,172,,
1842,,,C,,7,,,,
1843,,,C,,8.800000191,,,,
1844,,,C,,6.699999809,,,,
1845,,,C,,7,,,,
1846,,,C,,7.099999905,,,,
1847,,,C,,7.099999905,,,,
1848,,,C,,7,,,,
1849,,,C,,6.699999809,,,,
1850,,,C,,7.300000191,,,,
1851,,,C,,7,,,,
1852,,,C,,6.800000191,,,,
1853,,,C,,7.199999809,,,,
1854,,,C,,6.800000191,,,,
1855,,,C,,7.199999809,,,,
1856,,,C,,6.900000095,,,,
1857,,,C,,7,,,,
1858,,,C,,6.699999809,,,,
1859,,,C,,6,,,,
1860,,,C,,6.599999905,,,,
1861,,,C,,7,,,,
1862,,,C,,7,,,,
1863,,,C,,6.699999809,,,,
1864,,,C,,6.800000191,,,,
1865,,,C,,7,,,,
1866,,,C,,6.800000191,,,,
1867,,,C,,7.800000191,,,,
1868,,,PRS,Y/L,5,,7,,
1869,,,PRS,,4.800000191,,,,
1870,,,PRS,,5.599999905,,,,
1871,,,PRS,,4.800000191,,,,
1872,,,PRS,,5.099999905,,,,
1873,,,PRS,,5.199999809,,,,
1874,,,PRS,,5.199999809,,,,
1875,,,C,Y/L,6.400000095,,64,,
1876,,,C,,6,,,,
1877,,,C,,7.599999905,,,,
1878,,,C,,6.5,,,,
1879,,,C,,6.300000191,,,,
1880,,,C,,6.5,,,,
1881,,,C,,6.400000095,,,,
1882,,,C,,7.5,,,,
1883,,,C,,6.900000095,,,,
1884,,,C,,7,,,,
1885,,,C,,6.699999809,,,,
1886,,,C,,6.699999809,,,,
1887,,,C,,7.300000191,,,,
1888,,,C,,7,,,,
1889,,,C,,6.800000191,,,,
1890,,,C,,6.5,,,,
1891,,,C,,7.300000191,,,,
1892,,,C,,6.699999809,,,,
1893,,,C,,6.699999809,,,,
1894,,,C,,6,,,,
1895,,,C,,6.599999905,,,,
1896,,,C,,7.300000191,,,,
1897,,,C,,6.800000191,,,,
1898,,,C,,6,,,,
1899,,,C,,6.800000191,,,39 unmeasured,
1900,,,BKS,Y/L,4.699999809,,5,,
1901,,,BKS,,4.400000095,,,,
1902,,,BKS,,4.300000191,,,,
1903,,,BKS,,4.800000191,,,,
1904,,,BKS,,,,,ca. 4.7,
1905,,,C,Y/L,6.699999809,,247,,
1906,,,C,,7,,,,
1907,,,C,,7.099999905,,,,
1908,,,C,,7.199999809,,,,
1909,,,C,,6,,,,
1910,,,C,,7.199999809,,,,
1911,,,C,,6.800000191,,,,
1912,,,C,,7.199999809,,,,
1913,,,C,,6.900000095,,,,
1914,,,C,,7,,,,
1915,,,C,,6.599999905,,,,
1916,,,C,,7,,,,
1917,,,C,,6.800000191,,,,
1918,,,C,,7.199999809,,,,
1919,,,C,,6.400000095,,,,
1920,,,C,,7,,,,
1921,,,C,,7.5,,,,
1922,,,C,,7.099999905,,,,
1923,,,C,,7.5,,,,
1924,,,C,,7.300000191,,,,
1925,,,C,,7.300000191,,,,
1926,,,C,,7.199999809,,,,
1927,,,C,,7,,,,
1928,,,C,,7.199999809,,,,
1929,,,C,,6.5,,,25 unmeasured,
1930,,,PRS,Y/L,4.900000095,,12,,
1931,,,PRS,,4.5,,,,
1932,,,PRS,,4.599999905,,,,
1933,,,PRS,,5.099999905,,,,
1934,,,PRS,,5.5,,,,
1935,,,PRS,,4.900000095,,,,
1936,,,PRS,,5,,,,
1937,,,PRS,,5.199999809,,,,
1938,,,PRS,,4.5,,,,
1939,,,PRS,,5,,,,
1940,,,PRS,,5,,,,
1941,,,PRS,,4.900000095,,,,
1942,,,LP,Y,5,,1,,
1943,,,C,Y/L,6.099999905,,81,,
1944,,,C,,6.699999809,,,,
1945,,,C,,7,,,,
1946,,,C,,6.099999905,,,,
1947,,,C,,7.300000191,,,,
1948,,,C,,6.699999809,,,,
1949,,,C,,6.699999809,,,,
1950,,,C,,6.400000095,,,,
1951,,,C,,6.800000191,,,,
1952,,,C,,6.300000191,,,,
1953,,,C,,6.800000191,,,,
1954,,,C,,6.300000191,,,,
1955,,,C,,7.800000191,,,,
1956,,,C,,7.599999905,,,,
1957,,,C,,6.800000191,,,,
1958,,,C,,5.800000191,,,,
1959,,,C,,6.699999809,,,,
1960,,,C,,6.400000095,,,,
1961,,,C,,6.300000191,,,,
1962,,,C,,7.400000095,,,,
1963,,,C,,6.099999905,,,,
1964,,,C,,6.599999905,,,,
1965,,,C,,6.5,,,,
1966,,,C,,6.699999809,,,,
1967,,,C,,7.099999905,,,,
1968,,,C,,6.800000191,,,,
1969,,,C,,6.599999905,,,56 unmeasured,
1970,,,PRS,Y/L,5.199999809,,9,,
1971,,,PRS,,5.300000191,,,,
1972,,,PRS,,4.599999905,,,,
1973,,,PRS,,8.199999809,,,,
1974,,,PRS,,4.400000095,,,,
1975,,,PRS,,5.5,,,,
1976,,,PRS,,5,,,,
1977,,,PRS,,5.400000095,,,,
1978,,,PRS,,5.099999905,,,,
1979,,,BKS,Y,4.800000191,,2,,
1980,,,BKS,,4.5,,,,
1981,,,C,Y/L,6.900000095,,282,,
1982,,,C,,6.5,,,,
1983,,,C,,7,,,,
1984,,,C,,6.400000095,,,,
1985,,,C,,7,,,,
1986,,,C,,6.699999809,,,,
1987,,,C,,7.199999809,,,,
1988,,,C,,6.099999905,,,,
1989,,,C,,6.599999905,,,,
1990,,,C,,6.599999905,,,,
1991,,,C,,6.800000191,,,,
1992,,,C,,6.800000191,,,,
1993,,,C,,6.699999809,,,,
1994,,,C,,7.099999905,,,,
1995,,,C,,6.400000095,,,,
1996,,,C,,6.800000191,,,,
1997,,,C,,7.099999905,,,,
1998,,,C,,7.199999809,,,,
1999,,,C,,7.199999809,,,,
2000,,,C,,7.099999905,,,,
2001,,,C,,7,,,,
2002,,,C,,6.699999809,,,,
2003,,,C,,6.900000095,,,,
2004,,,C,,7,,,,
2005,,,C,,6.300000191,,,257 unmeasured,
2006,,,BKS,Y,5.400000095,,3,,
2007,,,BKS,,4.599999905,,,,
2008,,,BKS,,4.400000095,,,,
2009,,,PRS,Y/L,4.900000095,,15,,
2010,,,PRS,,4.400000095,,,,
2011,,,PRS,,5.400000095,,,,
2012,,,PRS,,5.199999809,,,,
2013,,,PRS,,5,,,,
2014,,,PRS,,,,,ca. 5.0,
2015,,,PRS,,5,,,,
2016,,,PRS,,,,,ca. 5.0,
2017,,,PRS,,4.900000095,,,,
2018,,,PRS,,4.699999809,,,,
2019,,,PRS,,5,,,,
2020,,,PRS,,4.800000191,,,,
2021,,,PRS,,5.199999809,,,,
2022,,,PRS,,5.099999905,,,,
2023,,,PRS,,4.900000095,,,,
2024,,,C,Y/L,6.5,,162,,
2025,,,C,,7.099999905,,,,
2026,,,C,,6.099999905,,,,
2027,,,C,,6.599999905,,,,
2028,,,C,,6,,,,
2029,,,C,,7.300000191,,,,
2030,,,C,,7.199999809,,,,
2031,,,C,,6.599999905,,,,
2032,,,C,,6.400000095,,,,
2033,,,C,,7.199999809,,,,
2034,,,C,,7.099999905,,,,
2035,,,C,,6.300000191,,,,
2036,,,C,,6.199999809,,,,
2037,,,C,,6.699999809,,,,
2038,,,C,,5.800000191,,,,
2039,,,C,,6.400000095,,,,
2040,,,C,,6.300000191,,,,
2041,,,C,,6.300000191,,,,
2042,,,C,,7,,,,
2043,,,C,,6.699999809,,,,
2044,,,C,,7,,,,
2045,,,C,,7.199999809,,,,
2046,,,C,,7.099999905,,,,
2047,,,C,,6,,,,
2048,,,C,,7.099999905,,,137 unmeasured,
2049,,,PRS,Y/L,,,16,ca. 4.9,
2050,,,PRS,,5.5,,,,
2051,,,PRS,,4.900000095,,,,
2052,,,PRS,,5.699999809,,,,
2053,,,PRS,,,,,ca. 4.5,
2054,,,PRS,,4.800000191,,,,
2055,,,PRS,,,,,ca. 4.6,
2056,,,PRS,,5.5,,,,
2057,,,PRS,,5.199999809,,,,
2058,,,PRS,,4.5,,,,
2059,,,PRS,,,,,ca. 4.5,
2060,,,PRS,,,,,ca. 4.4,
2061,,,PRS,,5.5,,,,
2062,,,PRS,,5.099999905,,,,
2063,,,PRS,,,,,ca. 5.5,
2064,,,PRS,,5,,,,
2065,,,BKS,Y,4.5,,16,,
2066,,,STB,E,,,1,,
2067,,,MSS,Y,4.699999809,,1,,
2068,,,C,Y/L,7.5,,8,,
2069,,,C,,7.199999809,,,,
2070,,,C,,6.599999905,,,,
2071,,,C,,6.199999809,,,,
2072,,,C,,7.5,,,,
2073,,,C,,6.699999809,,,,
2074,,,C,,6.800000191,,,,
2075,,,C,,6.699999809,,,,
2076,,,C,,6.300000191,,,,
2077,166,,OE,E,,,1,"teleost egg, looks like yolk-sac of STB, contam?",
2078,170,,PRS,Y/L,5,,1,,
2079,170,,PRS,Y/L,5.400000095,,1,,
2080,170,,PRS,Y/L,5.099999905,,1,,
2081,170,,PRS,Y/L,6,,1,,
2082,170,,PRS,Y/L,5.599999905,,1,,
2083,170,,PRS,Y/L,10.19999981,,1,,
2084,170,,PRS,Y/L,7.199999809,,1,,
2085,170,,PRS,Y/L,5.599999905,,1,,
2086,170,,PRS,Y/L,5.400000095,,1,,
2087,170,,PRS,Y/L,5,,1,,
2088,170,,PRS,Y/L,4.699999809,,1,,
2089,170,,PRS,Y/L,8,,1,,
2090,170,,PRS,Y/L,5.699999809,,1,,
2091,170,,PRS,Y/L,4.800000191,,1,,
2092,170,,PRS,Y/L,5.800000191,,1,,
2093,170,,PRS,Y/L,6.800000191,,1,,
2094,170,,PRS,Y/L,5.5,,1,,
2095,170,,PRS,Y/L,6.300000191,,1,,
2096,170,,PRS,Y/L,7.400000095,,1,,
2097,170,,PRS,Y/L,5.199999809,,1,,
2098,170,,PRS,Y/L,5.199999809,,1,,
2099,170,,PRS,Y/L,5.099999905,,1,,
2100,170,,PRS,Y/L,5.300000191,,1,,
2101,170,,PRS,Y/L,5.199999809,,1,,
2102,170,,PRS,Y/L,5.300000191,,1,,
2103,170,,PRS,Y/L,5,,1,,
2104,170,,PRS,Y/L,5.400000095,,1,,
2105,170,,PRS,Y/L,5.199999809,,1,,
2106,170,,PRS,Y/L,5.699999809,,1,,
2107,170,,PRS,Y/L,6.900000095,,1,,
2108,170,,PRS,Y/L,4.900000095,,1,,
2109,170,,PRS,Y/L,5.400000095,,1,,
2110,170,,PRS,Y/L,5,,1,,
2111,170,,PRS,Y/L,5.099999905,,1,,
2112,170,,PRS,Y/L,6.199999809,,1,,
2113,170,,PRS,Y/L,5.699999809,,1,,
2114,170,,PRS,Y/L,5.199999809,,1,,
2115,170,,PRS,Y/L,6.300000191,,1,,
2116,170,,PRS,Y/L,5,,1,,
2117,170,,PRS,Y/L,6.300000191,,1,,
2118,170,,PRS,Y/L,6.900000095,,1,,
2119,170,,PRS,Y/L,6.199999809,,1,,
2120,170,,PRS,Y/L,4.800000191,,1,,
2121,170,,PRS,Y/L,5.699999809,,1,,
2122,170,,PRS,Y/L,6,,1,,
2123,170,,PRS,Y/L,7.599999905,,1,,
2124,170,,PRS,Y/L,7.699999809,,1,,
2125,170,,PRS,Y/L,7.800000191,,1,,
2126,170,,PRS,Y/L,5.300000191,,1,,
2127,170,,PRS,Y/L,5.5,,1,,
2128,170,,PRS,E,,,3,,
2129,170,,LP,Y,5,,1,,
2130,176,,PRS,Y/L,6.5,,1,,
2131,176,,PRS,Y/L,5.800000191,,1,,
2132,176,,PRS,Y/L,5.599999905,,1,,
2133,176,,PRS,Y/L,7,,1,,
2134,176,,PRS,Y/L,5,,1,,
2135,176,,PRS,Y/L,5.199999809,,1,,
2136,176,,PRS,Y/L,5.900000095,,1,,
2137,176,,PRS,Y/L,6.300000191,,1,,
2138,176,,PRS,Y/L,5.300000191,,1,,
2139,176,,PRS,Y/L,5.300000191,,1,,
2140,176,,PRS,Y/L,5.699999809,,1,,
2141,176,,PRS,Y/L,5.199999809,,1,,
2142,176,,PRS,Y/L,6.400000095,,1,,
2143,176,,PRS,Y/L,5.599999905,,1,,
2144,176,,PRS,Y/L,5.599999905,,1,,
2145,176,,PRS,Y/L,5.5,,1,,
2146,176,,PRS,Y/L,7.599999905,,1,,
2147,176,,PRS,Y/L,6.199999809,,1,,
2148,176,,PRS,Y/L,6.599999905,,1,,
2149,176,,PRS,Y/L,5.699999809,,1,,
2150,176,,PRS,Y/L,5.5,,1,,
2151,176,,PRS,Y/L,5.300000191,,1,,
2152,176,,PRS,Y/L,5.900000095,,1,,
2153,176,,PRS,Y/L,5.699999809,,1,,
2154,176,,LP,L,6.199999809,,1,,
2155,163,,PRS,L,6,,1,vial # 1,
2156,163,,PRS,L,5.599999905,,1,vial # 1,
2157,163,,PRS,L,5.699999809,,1,vial # 1,
2158,163,,PRS,L,6.099999905,,1,vial # 1,
2159,163,,PRS,L,5,,1,vial # 1,
2160,163,,PRS,L,3.700000048,,1,vial # 1,
2161,163,,PRS,L,4.800000191,,1,vial # 2,
2162,163,,PRS,L,5.300000191,,1,vial # 2,
2163,200,,OE,E,,,6,crustaceans,
2164,202,,TRD,L,4,,1,44 total count,
2165,202,,TRD,L,3.400000095,,1,,
2166,202,,TRD,L,4.800000191,,1,,
2167,202,,TRD,L,3.700000048,,1,,
2168,202,,TRD,L,4.5,,1,,
2169,202,,TRD,L,2.900000095,,1,,
2170,202,,TRD,L,3,,1,,
2171,202,,TRD,L,3.099999905,,1,,
2172,202,,TRD,L,4.199999809,,1,,
2173,202,,TRD,L,2.799999952,,1,,
2174,202,,TRD,L,2.5,,1,,
2175,202,,TRD,L,3.799999952,,1,,
2176,202,,TRD,L,3.5,,1,,
2177,202,,TRD,L,3.5,,1,,
2178,202,,TRD,L,4.199999809,,1,,
2179,202,,TRD,L,2.900000095,,1,,
2180,202,,TRD,L,4,,1,,
2181,202,,TRD,L,3.099999905,,1,,
2182,202,,TRD,L,3.099999905,,1,,
2183,202,,TRD,L,3.200000048,,1,,
2184,202,,TRD,L,2.700000048,,1,,
2185,202,,TRD,L,4.699999809,,1,,
2186,202,,TRD,L,4.400000095,,1,,
2187,202,,TRD,L,3.200000048,,1,,
2188,202,,TRD,L,4.5,,1,19 unmeasured,
2189,250,,STB,Y,4.300000191,,1,,
2190,251,,TRD,L,2.5,,1,tridentiger spp.,
2191,251,,TRD,L,4.199999809,,1,,
2192,251,,TRD,L,2.799999952,,1,,
2193,251,,TRD,L,3.099999905,,1,,
2196,257,,STB,Y,4.199999809,,1,,
2197,257,,STB,Y,3.5,,1,,
2198,257,,STB,Y,3.900000095,,1,,
2199,257,,STB,Y,3.799999952,,1,,
2200,257,,STB,Y,4.300000191,,1,,
2201,257,,STB,Y,3.900000095,,1,,
2202,257,,STB,Y,3.200000048,,1,,
2203,257,,STB,Y,4.099999905,,1,,
2204,257,,STB,Y,3.200000048,,1,,
2205,257,,STB,Y,4.199999809,,1,,
2206,257,,STB,Y,3.900000095,,1,,
2207,257,,STB,Y,4.5,,1,,
2208,257,,STB,Y,4.199999809,,1,,
2209,257,,STB,Y,4,,1,,
2210,257,,STB,Y,4.300000191,,1,,
2211,257,,STB,Y,3.5,,1,,
2212,257,,STB,Y,4.099999905,,1,,
2213,257,,STB,Y,4.199999809,,1,,
2214,257,,STB,Y,4.199999809,,1,,
2215,257,,STB,Y,4.300000191,,1,,
2216,257,,STB,Y,3.799999952,,1,,
2217,257,,STB,Y,4.400000095,,1,,
2218,257,,STB,Y,3.700000048,,1,,
2219,257,,STB,Y,4.300000191,,1,,
2220,257,,STB,Y,4.400000095,,1,,
2221,257,,STB,Y,2.5,,1,11 t count,
2222,257,,LEP,L,5.699999809,,1,,
2223,257,,LEP,L,5.099999905,,1,,
2224,257,,AMS,Y,6.400000095,,1,,
2225,257,,STB,E,,,109,,
2226,254,,LEP,L,5.400000095,,1,,
2227,254,,STB,Y,5,,1,,
2228,254,,STB,Y,3.599999905,,1,,
2229,254,,STB,E,,,19,,
2230,285,,PRS,L,,5.5,1,,
2232,,,MSS,,,,,,
2234,283,,PRS,L,,5.400000095,1,,
2235,283,,PRS,L,,5.800000191,1,,
2236,283,,PRS,L,,4.900000095,1,,
2237,280,,PRS,Y,,5.599999905,1,,
2238,280,,PRS,Y,,6.099999905,1,,
2239,277,,PRS,Y/L,,5.300000191,1,,
2240,277,,PRS,Y/L,,6.199999809,1,,
2241,277,,PRS,Y/L,,4.800000191,1,,
