PhysicalDataID,Station Code,Recorder,Field Check,Crew,Date,YSI #,Time,WeatherCode,Tide,MicrocystisVisualRank,WaterTemperature,SecchiDiskDepth,EC,SpCnd,pH,DO,Turbidity,LightData,DriftData,LarvalData,ZoopsData,50_ZoopsData,ChlData,PhytoData,NutrData,EnteredBy,QA/QC'dBy,StartMeter,EndMeter,MeterSetTime,Comments,DataCorrectionComments
1647,RCS,CS,TRUE,JF,8/7/2018,2,9:12,CLD,,1,22.9,0.29,510,532,7.64,4.64,38.90,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,cstuart,,,,Smokey weather,Added microcystis rank data.
1646,SHR,NI,TRUE,JJ LK,7/25/2018,2,9:59,CLR,Ebb,1,22.3,1.1,106,112,7.68,8.57,3.90,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,LK- Lauren Kong,
1645,SDI,JJ,TRUE,NI AS JJ,7/26/2018,,9:40,CLR,Ebb,2,22.8,1,166,173,7.59,8.71,7.90,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,Microcystis present in zoop net,
1644,RVB,AS,TRUE,AS NI JJ,7/26/2018,,10:45,CLR,Ebb,2,23.1,1.1,129,134,7.37,7.85,6.40,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,very small amount of microcystis present in zoop 150 net,
1643,RYI,AS,TRUE,AS NI JJ,7/26/2018,,11:30,CLR,Ebb,2,22.5,1.5,134,141,7.51,8.08,5.00,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,Microcystis in zoop tow,
1642,LIB,AS,TRUE,JJ NI,7/26/2018,,12:08,CLR,Ebb,2,22.1,1.1,136,144,7.87,9,3.70,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,small amount of microcystis in net,
1641,BL5,NI,TRUE,AS JJ,7/26/2018,,12:45,CLR,Ebb,1,22.8,0.8,159,166,8.53,8.3,9.80,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1640,STTD,AS,FALSE,NI JJ,7/26/2018,,13:20,CLR,Ebb,1,25.1,0.28,177,177,8.51,7.92,19.30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1639,LIS,HW,TRUE,"JF HW, CS",7/26/2018,3,13:11,CLR,Flood,1,26.6,0.24,231,224,8.12,7.45,33.70,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,"Light attenuation equipment malfunction, not taken",
1638,I80,HW,TRUE,JF HW CS,7/26/2018,3,12:11,CLR,,1,24.0,0.2,1110,1131,8.03,3.47,45.40,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,"LIGHT ATTENUATION NOT TAKEN, EQUIPMENT MALFUNCTION",
1637,DWT,HW,TRUE,JF HW CS,7/26/2018,3,11:53,CLR,,1,24.5,,805,813,7.8,5.83,57.10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,jjenkins,,,,"Light attenuation not taken, equipment malfunction",
1636,RD22,HW,TRUE,JF HW CS,7/26/2018,3,11:00,CLR,,1,25.8,0.32,712,701,7.77,6.82,16.60,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,"Light attenuation not working, none taken",
1635,WWT,HW,TRUE,JF HW CS,7/26/2018,3,10:27,CLR,,1,24.8,,1068,1073,7.54,5.63,11.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,jjenkins,,,,,
1634,RCS,HW,TRUE,JF HW CS,7/26/2018,3,9:20,CLR,,1,27.9,0.27,668,633,7.47,3.2,26.40,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,"Light Attenuation not working, not taken",
1632,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
1631,,,TRUE,,,0,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
1630,SDI,BD,TRUE,"BD, JF, HW",7/11/2018,2,9:52,CLR,Ebb,1,22.6,1.2,129,135,7.46,7.95,8.30,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1629,RVB,JF,TRUE,"JF, BD, HW",7/11/2018,2,13:55,CLR,Flood,2,22.9,1.65,124,129,7.49,7.66,3.20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1628,RYI,BD,TRUE,"BD, JF, HW",7/11/2018,2,13:15,CLR,Flood,1,22.4,1.4,132,139,7.68,7.85,4.50,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1627,LIB,BD,TRUE,"BD, JF, HW",7/11/2018,2,12:40,CLR,Ebb,1,22.3,1.1,141,148,7.99,7.97,6.80,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1626,BL5,BD,TRUE,"BD, JF, HW",7/11/2018,2,12:14,CLR,Ebb,1,21.9,0.8,163,170,8.79,8,8.30,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1625,STTD,JF,TRUE,"JF, BD, HB",7/11/2018,2,11:01,CLR,Ebb,1,24.2,0.38,180,183,8.7,7.74,20.30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1624,SHR,,FALSE,"AS, NI, HW",7/12/2018,2,9:15,CLR,,1,21.7,1.1,98,104,7.55,8.62,6.70,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1623,LIS,,FALSE,"JF, BD",7/10/2018,2,14:07,CLR,,1,25.8,0.25,251,246,8.01,7.31,32.40,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1622,I80,,FALSE,"JF, BD",7/10/2018,2,13:07,CLR,,1,27.5,0.22,583,556,8.04,7.69,38.10,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1621,DWT,,FALSE,"JF, BD",7/10/2018,2,12:40,CLR,,1,24.6,,449,452,7.97,6.83,72.50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,jjenkins,,,,,
1620,RD22,,FALSE,"JF, BD",7/10/2018,2,11:24,CLR,,1,25.0,0.21,903,904,7.87,4.97,37.70,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1619,WWT,,FALSE,"JF, BD",7/10/2018,2,11:02,CLR,,1,26.8,,1046,1012,7.8,5.71,14.20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,jjenkins,,,,no secchi reading,
1618,RCS,,FALSE,"JF, BD",7/10/2018,2,9:38,CLR,,1,25.9,0.35,1009,990,7.82,2.81,37.20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1617,SHR,,FALSE,"bd, JJ HW",6/27/2018,2,9:35,CLR,,1,21.6,1.25,100,106,7.57,8.58,4.90,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1616,STTD,,FALSE,"AS, JJ, NI",6/26/2018,3,9:47,CLR,,1,22.5,0.33,184,193,7.73,7.43,22.50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1615,LIS,,FALSE,"AS, JJ, NI",6/26/2018,3,12:01,CLR,,1,25.0,0.2,267,267,7.89,7.5,44.80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1614,LIS,,FALSE,"AS, NI, BD",6/12/2018,1,12:38,CLR,,,24.1,0.17,417,425,8,6.87,53.80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1613,STTD,,FALSE,BD NI AS,6/12/2018,1,10:09,CLR,,,21.8,0.26,206,219,8.74,7.83,25.10,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1612,SHR,,FALSE,"BD, AS, LT",6/13/2018,2,9:40,CLR,,1,21.1,1.32,112.8,121.9,7.58,8.79,3.80,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,,,
1611,STTD,,FALSE,AS JJ BD,5/30/2018,,11:40,CLD,,,22.2,0.38,233,247,8.14,8.04,20.30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1610,SHR,,FALSE,JJ AS BD,5/29/2018,,9:46,CLR,,1,20.1,0.75,135,149,7.56,8.91,8.30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1609,LIS,,FALSE,BD JJ AS,5/30/2018,,13:00,CLD,,1,22.5,0.22,741,778,8.11,7.48,40.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1608,SHR,,FALSE,"SF, AS, JF",5/16/2018,,9:47,RAN,,,18.7,1.4,109,124,7.82,9.06,3.30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,sfogg,ashakya,,,,,
1607,STTD,,FALSE,"AS, JJ, BD",5/15/2018,,9:24,CLR,,,18.0,0.22,403,465,8.38,8.13,29.30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,sfogg,ashakya,,,,,
1606,LIS,,FALSE,"BD, JJ, AS",5/15/2018,,11:27,CLR,,,19.6,0.24,636,708,8.09,6.79,35.60,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,sfogg,ashakya,,,,,
1605,BL5,,FALSE,JF AN SF,10/19/2017,,11:39,CLD,,,15.5,0.9,121,148,7.96,9.38,13.40,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,"YSI calib error, +5.1 added to readings",
1604,LIB,,FALSE,an jf sf,10/19/2017,,12:22,CLR,,1,15.6,1.1,109,133,7.69,9.25,6.40,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,"YSI calib error, added 5.1 to readings",
1603,RYI,,FALSE,jf sf an,10/19/2017,,12:56,CLD,,1,15.6,1.9,106,130,7.64,9.21,4.90,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,"YSI calib error, used vial turbidity",
1602,RVB,,FALSE,AN JF SF,10/19/2017,,1:50,CLD,,,15.7,1.9,102,124,7.58,9.21,5.50,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,"Used vial turbidity, YSI cal error",
1601,RCS,,FALSE,jf ap,7/7/2017,,8:51,CLR,,1,26.3,,708,691,7.81,3.8,38.30,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1600,RD22,,FALSE,jf ap,7/7/2017,,9:49,CLR,,,25.2,,887,884,8,7.78,41.90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1599,I80,,FALSE,JF AP,7/7/2017,,10:50,CLR,,1,25.2,0,833,830,8.2,6.64,75.50,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,"Ebb tide, no secchi reading",
1598,BL5,,FALSE,NI AS AP,7/6/2017,,13:40,CLR,,,21.9,0.6,205,218,8.51,8.1,13.20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,,
1597,LIB,,FALSE,NI AS AP,7/6/2017,,14:11,CLR,,1,22.2,0.72,143,151,7.72,7.93,8.20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,,
1596,RYI,,FALSE,AS NI AP,7/6/2017,,14:43,CLR,,,22.3,1,125,132,7.61,8.05,7.30,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,,
1595,RVB,,FALSE,NI AS AP,7/6/2017,,15:15,CLR,,1,22.5,0.95,120,126,7.58,7.99,7.30,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,,
1594,SDI,,FALSE,AS AP NI,7/6/2017,,11:02,CLR,,1,22.1,1,115,122,7.59,8.15,7.20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,,
1593,RCS,,FALSE,JF AP,6/29/2017,,9:20,CLR,,,24.6,0.26,791,798,7.8,4.14,37.50,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1592,RD22,,FALSE,JF AP SB,6/29/2017,,11:57,CLR,,,24.9,0.38,884,886,7.94,7.75,48.50,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1591,I80,,FALSE,JF AP SB,6/29/2017,,14:27,CLR,,,25.3,0.26,815,810,8.27,8.55,70.70,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1590,BL5,,FALSE,BM JJ AS,6/28/2017,,12:14,CLR,,1,21.1,0.35,181,195,8.12,8.16,19.00,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1589,LIB,,FALSE,BM JJ AS,6/28/2017,,12:53,CLR,,1,21.6,0.7,143,152,7.84,8.38,8.60,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1588,RYI,,FALSE,BM  JJ AS,6/28/2017,,13:30,CLR,,,21.8,0.8,139,148,7.76,8.12,8.60,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1587,RVB,,FALSE,BM AS JJ,6/28/2017,,14:09,CLR,,1,22.2,0.75,121,128,7.66,8.21,7.30,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1586,SDI,,FALSE,"BM, JJ, AS",6/28/2017,,14:44,CLR,,1,22.3,0.9,117,124,7.68,8.2,7.60,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1585,SHR,,FALSE,"BD, JJ, SF",5/2/2018,,10:12,,,1,16.9,1.45,110,142,7.93,9.65,2.90,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1584,LIS,,FALSE,"SF, NI, JJ",5/1/2018,,12:05,CLR,,,18.9,0.25,656,742,7.93,6.77,27.20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1583,STTD,,FALSE,"SF, NI, JJ",5/1/2018,,9:40,CLR,,,18.6,0.27,607,691,8.22,8.18,28.60,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1582,LIS,,FALSE,"jf, hc",6/17/2014,,11:10,CLR,,,21.4,0.16,360,,7.87,7.22,98.90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,,,,,,
1581,LIS,,FALSE,am ni mj,4/8/2014,,12:26,CLR,,,18.5,0.22,645,,8.26,6.72,44.20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,,,,,,
1580,LIS,,FALSE,"AM, NI, MJ",3/18/2014,,13:16,CLR,,,16.2,0.2,822,,8.31,8.55,59.40,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,,,,,,
1579,LIS,,FALSE,,3/6/2014,,11:57,CLR,,,15.3,,845,,7.88,5.78,46.80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,,,,,,
1578,LIS,,FALSE,"AS, NI, SF",4/25/2018,,12:59,CLR,,,21.6,0.31,712,760,8.05,7.54,22.10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,jjenkins,ashakya,,,,,
1577,STTD,,FALSE,"AS, SF, NI",4/25/2018,,9:45,CLR,,,19.9,0.32,598,662,8.08,7.59,19.80,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,jjenkins,ashakya,,,,,
1576,SHR,,FALSE,"NI, AS, DM",4/24/2018,,10:50,CLR,,,17.3,0.7,120.7,141.4,7.67,9.36,10.20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,jjenkins,ashakya,,,,,
1575,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,
1573,LIS,,FALSE,NI SF DM LT,4/10/2018,,15:17,CLD,,,16.0,0.15,109,131,7.54,8,100.50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,sfogg,jjenkins,,,,,
1572,STTD,,FALSE,NI LT SF DM,4/10/2018,,11:00,CLD,,,16.6,0.12,211,252,7.71,7.75,111.20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,sfogg,jjenkins,,,,,
1571,SHR,,FALSE,SF BM JJ,4/11/2018,,9:18,CLD,,,13.9,0.25,80,102,7.36,9.63,44.70,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,SF,jjenkins,,,,,
1570,LIS,,FALSE,"JF, AP",6/28/2017,,8:50,CLR,,1,23.0,0.15,622,647,7.79,5.19,61.80,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,,
1569,STTD,,FALSE,"AS, AP, NI",7/6/2017,,12:30,CLR,,1,24.2,0.17,390,396,8.01,6.6,47.50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,,
1568,LIS,,FALSE,"JF, AP",7/7/2017,,11:47,CLR,,1,25.6,,719,711,8.08,5.52,76.50,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ashakya,jfrantzich,,,,,
1567,STTD,,FALSE,"AS, BM, JJ",6/28/2017,,10:50,CLR,,1,22.3,0.2,305,321,8.07,7.61,29.80,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jfrantzich,,,,ROPE SECCHI USED,
1566,LIS,,FALSE,"SF, NI, AS",3/28/2018,,12:14,CLR,,,15.5,0.2,601,734,8.05,8.58,39.70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,sfogg,ashakya,,,,,
1565,SHR,,FALSE,"JJ, BD, JF",3/29/2018,,8:57,CLD,,,12.6,0.44,81,106,7.45,10.2,22.30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,sfogg,ashakya,,,,,
1564,STTD,,FALSE,"NI, AS, SF",3/28/2018,,9:30,CLR,,,14.6,0.23,568,707,7.99,8.37,38.70,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,sfogg,ashakya,,,,,
1563,SHR,,FALSE,"sf, as, ni",3/13/2018,,9:40,RAN,,,14.0,1,129,164,7.71,10.17,6.10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1562,LIS,,FALSE,"as, sf, ni",3/14/2018,,12:20,RAN,,,15.1,0.25,641,791,7.94,7.87,33.40,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1561,STTD,,FALSE,"AS, SF, NI",3/14/2018,,9:48,CLD,,,14.9,0.37,640,793,7.95,7.56,21.20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1560,SHR,,FALSE,"SF, JF, BD",2/14/2018,,10:02,CLD,,,10.5,1,127,176,7.63,10.8,7.20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,ADDED CORRECTION OF 4.0NTU TO TURB DUE TO CALIB ERROR ON YSI1,
1559,LIS,,FALSE,"JJ, SF, NI",2/13/2018,,11:24,CLR,,,10.4,0.27,569,790,7.99,9.55,30.10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,"CHECKED TURB DATA WITH LIS CDEC, DID NOT NEED TO CORRECT DATA",
1558,STTD,,FALSE,"NI, SF, JJ",2/13/2018,,9:15,CLR,,,11.2,0.36,554,752,7.87,8.54,21.30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,4.0NTU ADDED TO TURB DUE TO TURB CALIB ERROR,
1557,SHR,,FALSE,"SF, BD, JJ",1/31/2018,,10:11,CLR,,,10.0,0.5,121,169,7.67,10.81,15.10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1556,STTD,,FALSE,"SF, NI, JJ",1/30/2018,,9:50,FOG,,,10.3,0.33,478,665,7.77,8.86,26.20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1555,LIS,,FALSE,"SF, JJ, NI",1/30/2018,,13:05,CLR,,,10.9,0.22,491,671,7.81,8.84,43.50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1554,SHR,,FALSE,"JF, JJ, HW",2/27/2018,,10:17,CLR,,,9.2,0.9,123,176,7.48,11.09,9.70,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1553,LIS,,FALSE,"AS, JJ, BD",2/28/2018,,12:19,CLD,,,9.6,0.26,679,962,8.33,11.08,26.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1552,STTD,,FALSE,"JJ, AS, BD",2/28/2018,,9:54,CLR,,,9.2,0.34,615,881,8.09,11.65,17.60,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1551,STTD,,FALSE,"AS, NI, HW",1/17/2018,,9:45,FOG,,,11.4,0.37,431,583,7.55,6.87,24.30,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,jjenkins,sfogg,,,,Ebb tide - collections from RSTR,
1550,LIS,,FALSE,"hw, as, ni",1/17/2018,,15:00,FOG,,,11.6,0.24,440,591,7.65,6.91,38.10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,jjenkins,sfogg,,,,,
1549,SHR,,FALSE,"jf, bd, sf",1/18/2018,,9:27,FOG,,,11.2,0.7,144,196,7.39,9.97,17.90,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,jjenkins,sfogg,,,,Hobo checked & downloaded @ 10:15,
1548,LIS,,FALSE,"BD, NI, JJ",1/2/2018,,13:06,CLD,,,8.7,0.37,421,613,7.9,10.23,20.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,jjenkins,ashakya,,,,,
1547,STTD,,FALSE,"BD, NI, JJ",1/2/2018,,10:49,CLD,,1,8.6,0.69,439,640,7.89,10.9,7.50,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,jjenkins,ashakya,,,,,
1546,SHR,,FALSE,"NI, JJ, AS",1/4/2018,,9:24,CLD,,1,9.8,1,114,161,7.54,11,5.70,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,jjenkins,ashakya,,,,,
1545,STTD,,FALSE,"AS, NI, JJ",12/20/2017,,10:00,CLR,,,8.7,0.45,157,228,6.96,11.36,15.20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,"Ebb tide, anchored",
1544,LIS,,FALSE,"AS, NI, JJ",12/20/2017,,12:31,CLR,,,8.7,0.46,455,660,8.09,10.97,12.00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,ashakya,jjenkins,,,,,
1543,SHR,,FALSE,JF BD SF,12/19/2017,,9:50,CLD,,,9.2,0.7,116,166,7.43,11.07,8.60,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,SF,ashakya,,,,,
1542,SHR,,FALSE,SF BM JJ,12/14/2017,,9:32,CLR,,,9.4,1.28,115,163,7.51,10.97,5.10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,sfogg,ashakya,,,,,
1541,STTD,,FALSE,"JJ, AS, NI",12/13/2017,,9:41,CLR,,,8.3,0.75,159,234,7.16,10.91,8.70,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,jjenkins,sfogg,,,,,
1540,LIS,,FALSE,"JJ, NI, AS",12/13/2017,,12:21,CLR,,,9.3,0.81,407,581,8.31,12.52,7.70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,jjenkins,sfogg,,,,,
1539,STTD,,FALSE,"NI, AS, JJ",11/29/2017,,8:50,CLR,,,13.0,0.36,214,277,7.52,8.02,18.10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,jjenkins,ashakya,,,,,
1538,LIS,,FALSE,"AS, NI, JJ",11/29/2017,,11:30,CLR,,,12.9,0.39,428,557,7.79,8.29,16.20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,jjenkins,ashakya,,,,,Chlorophyll and Phytoplankton samples taken
1537,SHR,,FALSE,"NI, AS, SF",11/28/2017,,9:30,CLR,,,13.0,0.8,137,178,7.56,9.31,11.30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,SF,ashakya,,,,,CHANGED TEMPERATRE 13.9 TO 13.0
1536,LIS,,FALSE,"JF, MF",9/13/2016,,12:38,CLR,,1,20.06,0.17,323,357,7.84,6.97,73.30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,
1535,I80,,FALSE,"JF, MF",9/13/2016,,12:12,CLR,,,20.16,0.2,588,648,7.86,7.69,50.20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jfrantzich,,,,,,
