"","event_id","Datetime","PhysicalDataID","Station","ConditionCode","MeterSetTime","FlowMeterSpeed","FlowMeterStart","FlowMeterEnd","TowLocation","SampleVolume","SamplingAltered","LarvalDataID","FieldComments","LarvalCatchID","LabComments","comment_extra","Flag_SAMP","Comment_SAMP","Flag_LAB","Comment_LAB"
"149","SHR_2004-05-21 10:20:00",2004-05-21 10:20:00,615,"SHR",NA,10,"Regular",221754,221818,"Center",NA,NA,445,"Flow possibly too low for an accurate meter reading",3895,NA,"","","","0",""
"150","STTD_2004-05-21 13:40:00",2004-05-21 13:40:00,616,"STTD",NA,10,"Regular",221812,226008,"Center",NA,NA,446,NA,3904,NA,"","0","","0",""
"151","STTD_2004-06-18 11:55:00",2004-06-18 11:55:00,618,"STTD",NA,10,"Regular",226056,234517,"Center",NA,NA,448,NA,4008,NA,"","0","","0",""
"152","SHR_2004-06-18 15:00:00",2004-06-18 15:00:00,617,"SHR",NA,10,"Regular",234522,235042,"Center",NA,NA,447,"Very low flow",4002,NA,"","","","0",""
"153","SHR_2005-01-25 09:44:00",2005-01-25 09:44:00,391,"SHR",NA,10,"Regular",105559,109423,"Center",NA,NA,294,NA,1175,NA,"","0","","0",""
"154","STTD_2005-01-26 13:40:00",2005-01-26 13:40:00,389,"STTD",1,10,"Regular",117373,125650,"Center",NA,NA,292,NA,1178,"ca. 5.5, >50% Fragment","NA 1 ca. 5.5, >50% Fragment**NA 1 >50% Fragment**NA 1 NA","0","","",""
"155","SHR_2005-02-08 14:00:00",2005-02-08 14:00:00,385,"SHR",1,10,"Regular",125662,129355,"Center",NA,NA,291,NA,1176,NA,"","0","","0",""
"156","STTD_2005-02-09 13:15:00",2005-02-09 13:15:00,384,"STTD",1,10,"Regular",129352,132043,"Center",NA,NA,290,"Very low flow",1149,"26 total count, >50% Fragment","Very low flow 1 26 total count, >50% Fragment**Very low flow 1 >50% Fragment**Very low flow 1 ca. 5.0, >50% Fragment**Very low flow 1 ca. 5.5, >50% Fragment**Very low flow 1 ca. 6.0, >50% Fragment**Very low flow 1 ca. 5.3, >50% Fragment**Very low flow 1 ca. 4.8, >50% Fragment","","","",""
"157","SHR_2005-02-24 11:14:00",2005-02-24 11:14:00,382,"SHR",1,10,"Regular",135596,149299,"Center",NA,NA,288,NA,1181,NA,"","0","","0",""
"158","STTD_2005-02-25 14:20:00",2005-02-25 14:20:00,380,"STTD",1,10,"Regular",152977,171118,"Center",NA,NA,286,NA,1184,"ca. 1.8 mm in diameter (1 egg and 1 chorion)","NA 1 ca. 1.8 mm in diameter (1 egg and 1 chorion)**NA 1 22 total count**NA 1 NA**NA 1 invert eggs**NA 1 Prickly sculpin & others","0","","",""
"159","SHR_2005-03-03 14:23:00",2005-03-03 14:23:00,408,"SHR",1,10,"Regular",178770,185958,"Center",NA,NA,296,NA,1207,"ca. 1.4 mm (1 egg, 1 chorion), dead","","0","","",""
"160","STTD_2005-03-04 13:41:00",2005-03-04 13:41:00,409,"STTD",1,10,"Regular",185962,200452,"Center",NA,NA,297,NA,1301,"30 total count","NA 1 30 total count**NA 1 NA","0","","",""
"161","SHR_2005-03-08 10:47:00",2005-03-08 10:47:00,410,"SHR",1,10,"Regular",200643,206051,"Center",NA,NA,298,NA,1208,NA,"","0","","0",""
"162","SHR_2005-03-22 10:50:00",2005-03-22 10:50:00,414,"SHR",NA,10,"Low",485229,488294,"Center",NA,NA,301,"No flow meter",4074,NA,"","","","0",""
"163","STTD_2005-03-23 15:00:00",2005-03-23 15:00:00,415,"STTD",1,10,"Regular",16416,26208,"Center",NA,NA,302,"Flowmeter leaking water",1268,"19 total count","Flowmeter leaking water 1 19 total count**Flowmeter leaking water 1 NA","","","",""
"164","STTD_2005-03-29 11:35:00",2005-03-29 11:35:00,416,"STTD",1,10,"Regular",26205,44651,"Center",NA,NA,303,NA,2302,NA,"","0","","0",""
"165","SHR_2005-03-29 15:50:00",2005-03-29 15:50:00,417,"SHR",1,10,"Regular",54382,63343,"Center",NA,NA,304,NA,1297,NA,"","0","","0",""
"166","SHR_2005-04-04 10:22:00",2005-04-04 10:22:00,420,"SHR",1,10,"Regular",540000,541995,"Center",NA,NA,307,"Drift flowmeter used",1223,"early embryo stage, 1 empty chiron","Drift flowmeter used 1 early embryo stage, 1 empty chiron**Drift flowmeter used 1 chiron only no yolk","","","",""
"167","STTD_2005-04-04 14:00:00",2005-04-04 14:00:00,419,"STTD",1,10,"Regular",67542,88281,"Center",NA,NA,306,NA,4086,NA,"","0","","0",""
"168","STTD_2005-04-11 12:15:00",2005-04-11 12:15:00,423,"STTD",1,10,"Regular",94050,113350,"Center",NA,NA,310,NA,NA,NA,"","0","","0",""
"169","SHR_2005-04-11 14:30:00",2005-04-11 14:30:00,422,"SHR",1,10,"Regular",113348,117646,"Center",NA,NA,309,NA,1386,"Morula to late embryo stages (ca. 3.5-4.5 mm)","","0","","",""
"170","STTD_2005-04-22 11:30:00",2005-04-22 11:30:00,427,"STTD",NA,10,"Regular",128058,139755,"Center",NA,NA,314,NA,1416,NA,"NA NA NA**NA NA 14 total count**NA NA ca. 3.7**NA NA pomoxis spp.","0","","0",""
"171","SHR_2005-04-22 13:25:00",2005-04-22 13:25:00,426,"SHR",NA,10,"Regular",139756,141810,"Center",NA,NA,313,NA,1413,NA,"NA NA NA**NA NA Morula-early embryo stages (with or without chorio","0","","0",""
"172","SHR_2005-04-26 13:05:00",2005-04-26 13:05:00,428,"SHR",NA,10,"Regular",141798,145414,"Center",NA,NA,315,NA,1439,NA,"NA NA NA**NA NA 47 total count**NA NA Morula to late embryo, embryo=3.5 mm and less","0","","0",""
"173","STTD_2005-04-27 12:50:00",2005-04-27 12:50:00,430,"STTD",NA,10,"Regular",149455,161035,"Center",NA,NA,317,NA,1466,"10 total count","NA NA 10 total count**NA NA NA","0","","",""
"174","STTD_2005-05-09 12:45:00",2005-05-09 12:45:00,431,"STTD",NA,10,"Regular",161022,173150,"Center",NA,NA,318,NA,1481,NA,"NA NA NA**NA NA ca. 5.5**NA NA 13 total count**NA NA ca. 4.2**NA NA ca.19, mutilated","0","","0",""
"175","SHR_2005-05-10 15:55:00",2005-05-10 15:55:00,432,"SHR",1,10,"Low",177799,183473,"Center",NA,NA,319,NA,1534,NA,"NA 1 NA**NA 1 13 total count**NA 1 ct. at 3.5 and greater, prolarval hatching size**NA 1 Some with chorion, mostly no chorion","0","","0",""
"176","SHR_2005-05-27 10:40:00",2005-05-27 10:40:00,434,"SHR",NA,10,"Regular",249386,258295,"Center",NA,NA,321,"Flow meter stuck - used Drift Flowmeter value",1559,NA,"Flow meter stuck - used Drift Flowmeter value NA NA**Flow meter stuck - used Drift Flowmeter value NA ca. 6.6**Flow meter stuck - used Drift Flowmeter value NA ca. 5.5**Flow meter stuck - used Drift Flowmeter value NA Yolk broke up, actual number maybe >8**Flow meter stuck - used Drift Flowmeter value NA Mostly chorion separated from yolk","","","0",""
"177","STTD_2005-05-27 12:50:00",2005-05-27 12:50:00,435,"STTD",NA,10,"Low",97244,107849,"Center",NA,NA,322,NA,1572,NA,"NA NA NA**NA NA ca. 2.5 mm in diameter, dead","0","","0",""
"178","SHR_2005-06-03 10:30:00",2005-06-03 10:30:00,438,"SHR",1,10,"Regular",90195,94669,"Center",NA,NA,325,NA,1660,NA,"NA 1 NA**NA 1 Badly mutilated**NA 1 Badly mutilated, chorion detached from yolk","0","","0",""
"179","STTD_2005-06-03 12:00:00",2005-06-03 12:00:00,439,"STTD",1,10,"Low",85138,90198,"Center",NA,NA,326,NA,1681,NA,"NA 1 NA**NA 1 Juvenile**NA 1 In jars","0","","0",""
"180","STTD_2005-06-22 11:15:00",2005-06-22 11:15:00,440,"STTD",NA,10,"Low",80281,85142,"Center",NA,NA,327,"Low flow propeller",1746,NA,"Low flow propeller NA NA**Low flow propeller NA Juvenile","","","0",""
"181","SHR_2005-06-22 13:34:00",2005-06-22 13:34:00,441,"SHR",NA,10,"Low",77141,80280,"Center",NA,NA,328,NA,1744,"Mutilated","","0","","",""
"182","STTD_2006-01-06 10:52:00",2006-01-06 10:52:00,379,"STTD",1,10,"Regular",77180,103961,"Center",NA,NA,285,NA,2230,NA,"","0","","0",""
"183","SHR_2006-01-10 09:16:00",2006-01-10 09:16:00,378,"SHR",1,10,"Regular",103950,117269,"Center",NA,NA,284,NA,4149,NA,"","0","","0",""
"184","STTD_2006-01-10 11:54:00",2006-01-10 11:54:00,377,"STTD",1,10,"Regular",117658,148490,"Center",NA,NA,283,"Two small fish in sample, one was a chinook salmon",2234,NA,"","","","0",""
"185","SHR_2006-01-19 09:51:00",2006-01-19 09:51:00,375,"SHR",1,10,"Regular",148495,159871,"Center",NA,NA,281,NA,NA,NA,"","0","","0",""
"186","STTD_2006-01-19 12:08:00",2006-01-19 12:08:00,376,"STTD",1,10,"Regular",159949,188246,"Center",NA,NA,282,NA,NA,NA,"","0","","0",""
"187","SHR_2006-01-26 09:33:00",2006-01-26 09:33:00,373,"SHR",1,10,"Regular",188272,196470,"Center",NA,NA,279,NA,NA,NA,"","0","","0",""
"188","STTD_2006-01-26 12:01:00",2006-01-26 12:01:00,374,"STTD",NA,10,"Regular",196653,226191,"Center",NA,NA,280,NA,2237,NA,"","0","","0",""
"189","SHR_2006-02-02 09:40:00",2006-02-02 09:40:00,372,"SHR",1,10,"Regular",226196,235374,"Center",NA,NA,278,NA,NA,NA,"","0","","0",""
"190","STTD_2006-02-02 11:46:00",2006-02-02 11:46:00,371,"STTD",1,10,"Regular",235472,263288,"Center",NA,NA,277,NA,2239,NA,"","0","","0",""
"191","STTD_2006-02-17 11:10:00",2006-02-17 11:10:00,370,"STTD",1,10,"Regular",263445,283394,"Center",NA,NA,276,NA,2244,NA,"","0","","0",""
"192","SHR_2006-02-17 14:23:00",2006-02-17 14:23:00,369,"SHR",1,10,"Regular",283502,289622,"Center",NA,NA,275,NA,1063,NA,"","0","","0",""
"193","SHR_2006-02-28 09:30:00",2006-02-28 09:30:00,366,"SHR",NA,10,"Regular",289738,295437,"Center",NA,NA,274,NA,NA,NA,"","0","","0",""
"194","STTD_2006-02-28 11:17:00",2006-02-28 11:17:00,367,"STTD",1,10,"Regular",295452,309671,"Center",NA,NA,357,NA,2442,NA,"NA 1 NA**NA 1 fish parts t 4**NA 1 Amphrapals eggs t 10**NA 1 Fish parts t 1 prickly sculpin","0","","0",""
"195","SHR_2006-03-08 09:17:00",2006-03-08 09:17:00,365,"SHR",1,10,"Regular",310049,322805,"Center",NA,NA,273,NA,1065,NA,"","0","","0",""
"196","STTD_2006-03-08 10:38:00",2006-03-08 10:38:00,364,"STTD",1,5,"Regular",339919,353664,"Center",NA,NA,272,NA,2271,NA,"","0","","0",""
"197","SHR_2006-03-15 09:04:00",2006-03-15 09:04:00,363,"SHR",1,10,"Regular",353870,364818,"Center",NA,NA,271,NA,NA,NA,"","0","","0",""
"198","STTD_2006-03-15 10:29:00",2006-03-15 10:29:00,362,"STTD",1,10,"Regular",364841,395548,"Center",NA,NA,270,NA,2280,NA,"","0","","0",""
"199","STTD_2006-03-23 11:10:00",2006-03-23 11:10:00,360,"STTD",1,10,"Regular",395557,428911,"Center",NA,NA,268,NA,2292,NA,"","0","","0",""
"200","SHR_2006-03-23 13:29:00",2006-03-23 13:29:00,361,"SHR",1,10,"Regular",428918,441785,"Center",NA,NA,269,NA,1069,NA,"","0","","0",""
"201","SHR_2006-03-29 09:33:00",2006-03-29 09:33:00,359,"SHR",1,10,"Regular",441790,453321,"Center",NA,NA,267,NA,NA,NA,"","0","","0",""
"202","STTD_2006-03-29 11:13:00",2006-03-29 11:13:00,358,"STTD",1,10,"Regular",459567,484290,"Center",NA,NA,266,NA,1331,NA,"","0","","0",""
"203","SHR_2006-04-13 09:08:00",2006-04-13 09:08:00,355,"SHR",1,10,"Regular",484298,497982,"Center",NA,NA,265,NA,1072,NA,"","0","","0",""
"204","STTD_2006-04-13 11:12:00",2006-04-13 11:12:00,354,"STTD",1,10,"Regular",498321,525173,"Center",NA,NA,264,NA,2305,NA,"NA 1 NA**NA 1 late embryo","0","","0",""
"205","SHR_2006-04-19 10:26:00",2006-04-19 10:26:00,353,"SHR",1,11,"Regular",525495,539460,"Center",NA,NA,263,NA,1084,NA,"","0","","0",""
"206","STTD_2006-04-19 12:26:00",2006-04-19 12:26:00,352,"STTD",1,6,"Regular",539751,558277,"Center",NA,NA,262,NA,2329,NA,"","0","","0",""
"207","STTD_2006-05-16 11:53:00",2006-05-16 11:53:00,347,"STTD",1,10,"Regular",558286,573280,"Center",NA,NA,261,NA,2481,NA,"","0","","0",""
"208","SHR_2006-05-16 14:00:00",2006-05-16 14:00:00,346,"SHR",1,10,"Regular",573416,581611,"Center",NA,NA,260,NA,1228,NA,"","0","","0",""
"209","SHR_2006-05-25 09:37:00",2006-05-25 09:37:00,345,"SHR",1,10,"Regular",581609,589986,"Center",NA,NA,259,NA,1261,NA,"","0","","0",""
"210","STTD_2006-05-25 12:34:00",2006-05-25 12:34:00,344,"STTD",1,10,"Regular",589975,605743,"Center",NA,NA,258,NA,2505,NA,"","0","","0",""
"211","SHR_2006-06-13 09:39:00",2006-06-13 09:39:00,341,"SHR",1,10,"Regular",605798,607542,"Center",NA,NA,257,NA,2196,NA,"NA 1 NA**NA 1 11 t count","0","","0",""
"212","STTD_2006-06-13 12:23:00",2006-06-13 12:23:00,340,"STTD",1,10,"Regular",607622,618577,"Center",NA,NA,255,NA,2586,NA,"","0","","0",""
"213","SHR_2006-06-30 08:40:00",2006-06-30 08:40:00,339,"SHR",2,10,"Regular",618667,618704,"Center",NA,NA,254,"Not enough flow to run meter correctly",2226,NA,"","","","0",""
"214","STTD_2006-06-30 11:06:00",2006-06-30 11:06:00,337,"STTD",1,10,"Regular",618666,622689,"Center",NA,NA,253,NA,2626,NA,"","0","","0",""
"215","SHR_2007-02-26 14:10:00",2007-02-26 14:10:00,317,"SHR",1,10,"Regular",622863,623699,"Center",NA,NA,239,NA,4152,NA,"","0","","0",""
"216","SHR_2007-03-12 09:45:00",2007-03-12 09:45:00,320,"SHR",1,10,"Regular",0,910,"Center",NA,NA,241,"Meter Reset - Altered for volume calculation",4153,NA,"","","","0",""
"217","STTD_2007-03-12 12:25:00",2007-03-12 12:25:00,321,"STTD",1,10,"Regular",663298,666418,"Center",NA,NA,242,"smaller net",988,NA,"","","","0",""
"218","SHR_2007-03-28 13:00:00",2007-03-28 13:00:00,322,"SHR",1,10,"Regular",7636,9005,"Center",NA,NA,243,NA,4154,NA,"","0","","0",""
"219","STTD_2007-03-28 15:45:00",2007-03-28 15:45:00,324,"STTD",NA,10,"Regular",9918,14600,"Center",NA,NA,244,NA,4155,NA,"","0","","0",""
"220","SHR_2007-04-11 11:03:00",2007-04-11 11:03:00,325,"SHR",1,10,"Regular",14605,14614,"Center",NA,NA,245,NA,989,"early embryo, late embryo stages, mostly no chorio","NA 1 early embryo, late embryo stages, mostly no chorio**NA 1 NA","0","","",""
"221","STTD_2007-04-11 13:34:00",2007-04-11 13:34:00,326,"STTD",1,10,"Regular",14623,14634,"Center",NA,NA,246,NA,NA,NA,"","0","","0",""
"222","SHR_2007-04-23 09:30:00",2007-04-23 09:30:00,327,"SHR",1,10,"Regular",14628,14635,"Center",NA,NA,247,NA,1000,"early embryo stages, no chorion","","0","","",""
"223","STTD_2007-04-23 11:35:00",2007-04-23 11:35:00,328,"STTD",1,10,"Regular",14639,14746,"Center",NA,NA,248,NA,4156,NA,"","0","","0",""
"224","STTD_2007-05-09 11:45:00",2007-05-09 11:45:00,329,"STTD",1,10,"Regular",14757,19927,"Center",NA,NA,249,NA,1010,NA,"","0","","0",""
"225","SHR_2007-05-09 15:25:00",2007-05-09 15:25:00,338,"SHR",1,10,"Regular",19922,19923,"Center",NA,NA,256,NA,1001,NA,"NA 1 NA**NA 1 early embryo stages","0","","0",""
"226","STTD_2007-05-21 10:45:00",2007-05-21 10:45:00,331,"STTD",1,10,"Regular",19924,19960,"Center",NA,NA,251,NA,1026,NA,"NA 1 NA**NA 1 Juvenile**NA 1 30 unmeasured**NA 1 tridentiger spp.","0","","0",""
"227","SHR_2007-05-21 13:40:00",2007-05-21 13:40:00,330,"SHR",NA,10,"Regular",19959,19963,"Center",NA,NA,250,NA,1014,NA,"NA NA NA**NA NA dead eggs, early embryo stages","0","","0",""
"228","SHR_2008-01-16 09:35:00",2008-01-16 09:35:00,230,"SHR",1,10,"Low",19945,19956,"Center",NA,NA,160,"Low Speed - Flow Meter",4158,NA,"","","","0",""
"229","STTD_2008-01-16 11:40:00",2008-01-16 11:40:00,239,"STTD",1,10,"Low",19811,19817,"Center",NA,NA,162,NA,NA,NA,"","0","","0",""
"230","SHR_2008-01-30 09:30:00",2008-01-30 09:30:00,228,"SHR",1,10,"Regular",19817,26831,"Center",NA,NA,188,NA,4166,NA,"","0","","0",""
"231","STTD_2008-01-30 12:00:00",2008-01-30 12:00:00,234,"STTD",1,10,"Regular",26832,49262,"Center",NA,NA,189,NA,749,NA,"","0","","0",""
"232","SHR_2008-02-13 09:42:00",2008-02-13 09:42:00,238,"SHR",1,930,"Regular",49280,49828,"Center",NA,NA,190,NA,4167,NA,"","0","","0",""
"233","STTD_2008-02-13 11:45:00",2008-02-13 11:45:00,225,"STTD",NA,10,"Regular",49823,71154,"Center",NA,NA,191,NA,750,NA,"","0","","0",""
"234","STTD_2008-02-29 11:45:00",2008-02-29 11:45:00,229,"STTD",1,10,"Regular",74507,90332,"Center",NA,NA,159,NA,257,NA,"NA 1 NA**NA 1 28 unmeasured**NA 1 58 total count","0","","0",""
"235","STTD_2008-03-12 10:00:00",2008-03-12 10:00:00,241,"STTD",1,10,"Regular",90407,100204,"Center",NA,NA,163,NA,2155,"vial # 1","NA 1 vial # 1**NA 1 vial # 2","0","","",""
"236","SHR_2008-03-12 10:00:00",2008-03-12 10:00:00,233,"SHR",1,10,"Regular",90332,90395,"Center",NA,NA,161,NA,775,NA,"","0","","0",""
"237","SHR_2008-03-26 09:20:00",2008-03-26 09:20:00,222,"SHR",1,10,"Regular",100208,100231,"Center",NA,NA,193,NA,4170,NA,"","0","","0",""
"238","STTD_2008-03-26 11:30:00",2008-03-26 11:30:00,259,"STTD",1,10,"Regular",100232,107737,"Center",NA,NA,194,NA,784,NA,"","0","","0",""
"239","SHR_2008-04-09 09:30:00",2008-04-09 09:30:00,268,"SHR",1,10,"Regular",107044,107770,"Center",NA,NA,195,NA,788,NA,"","0","","0",""
"240","STTD_2008-04-09 11:45:00",2008-04-09 11:45:00,270,"STTD",1,10,"Regular",107767,115493,"Center",NA,NA,196,NA,3483,NA,"","0","","0",""
"241","SHR_2008-04-23 09:35:00",2008-04-23 09:35:00,271,"SHR",1,10,"Regular",115493,115503,"Center",NA,NA,197,NA,789,NA,"","0","","0",""
"242","STTD_2008-04-23 11:30:00",2008-04-23 11:30:00,272,"STTD",1,10,"Regular",115888,115893,"Center",NA,NA,198,NA,791,"15 total count","NA 1 15 total count**NA 1 NA**NA 1 Tridentiger spp.","0","","",""
"243","SHR_2008-05-07 09:20:00",2008-05-07 09:20:00,273,"SHR",1,10,"Regular",115895,115909,"Center",NA,NA,199,"Flowmeter hardly moving",809,"pomoxis spp.","Flowmeter hardly moving 1 pomoxis spp.**Flowmeter hardly moving 1 NA**Flowmeter hardly moving 1 morula to late embryo stage, some no chorion","","","",""
"244","STTD_2008-05-07 11:23:00",2008-05-07 11:23:00,274,"STTD",1,10,"Regular",115195,124610,"Center",NA,NA,200,NA,819,"5 total count","NA 1 5 total count**NA 1 NA**NA 1 3 unmeasured**NA 1 44 total count, tridentiger spp.**NA 1 tridentiger spp.**NA 1 19 unmeasured**NA 1 crustaceans","0","","",""
"245","SHR_2008-05-21 10:41:00",2008-05-21 10:41:00,275,"SHR",1,10,"Low",123280,124598,"Center",NA,NA,201,NA,876,"5 total count","NA 1 5 total count**NA 1 NA**NA 1 47 total count**NA 1 22 unmeasured**NA 1 early embryo stages, no chorion","0","","",""
"246","STTD_2008-05-21 12:20:00",2008-05-21 12:20:00,276,"STTD",1,10,"Low",118925,123268,"Center",NA,NA,202,NA,907,"27 total count, Juvenile","NA 1 27 total count, Juvenile**NA 1 Juvenile**NA 1 9 unmeasured**NA 1 NA**NA 1 44 total count**NA 1 19 unmeasured","0","","",""
"247","SHR_2008-06-04 09:26:00",2008-06-04 09:26:00,277,"SHR",1,10,"Regular",118599,118940,"Center",NA,NA,203,NA,934,"13 total count","NA 1 13 total count**NA 1 NA**NA 1 morula stage, no chorion**NA 1 with a chorion, broken**NA 1 late embryo, no chorion","0","","",""
"248","STTD_2008-06-04 11:15:00",2008-06-04 11:15:00,278,"STTD",1,10,"Regular",114183,118599,"Center",NA,NA,204,NA,950,NA,"NA 1 NA**NA 1 Juvenile","0","","0",""
"249","SHR_2008-06-16 09:21:00",2008-06-16 09:21:00,279,"SHR",1,10,"Low",113459,114189,"Center",NA,NA,205,NA,3651,"Postflex","NA 1 Postflex**NA 1 Flexion**NA 1 Preflex","0","","",""
"250","STTD_2008-06-16 11:35:00",2008-06-16 11:35:00,280,"STTD",1,10,"Low",109355,113454,"Center",NA,NA,206,NA,3484,NA,"","0","","0",""
"251","STTD_2009-01-15 10:00:00",2009-01-15 10:00:00,224,"STTD",1,10,"Low",109191,109352,"Center",NA,NA,157,"Low Speed",4178,NA,"","","","0",""
"252","SHR_2009-01-15 13:50:00",2009-01-15 13:50:00,243,"SHR",1,10,"Low",108199,109082,"Center",NA,NA,165,NA,4177,NA,"","0","","0",""
"253","STTD_2009-01-29 10:29:00",2009-01-29 10:29:00,244,"STTD",NA,10,"Low",104165,108196,"Center",NA,NA,166,NA,260,"8 total count","NA NA 8 total count**NA NA NA**NA NA teleost egg, looks like yolk-sac of STB, contam?","0","","",""
"254","SHR_2009-01-29 13:15:00",2009-01-29 13:15:00,245,"SHR",1,10,"Low",102670,104158,"Center",NA,NA,167,NA,4179,NA,"","0","","0",""
"255","SHR_2009-02-11 09:43:00",2009-02-11 09:43:00,247,"SHR",1,10,"Low",102503,102674,"Center",NA,NA,169,"Very low flow",4180,NA,"","","","0",""
"256","STTD_2009-02-11 11:38:00",2009-02-11 11:38:00,246,"STTD",1,10,"Low",98641,102472,"Center",NA,NA,168,NA,268,NA,"NA 1 NA**NA 1 42 total count","0","","0",""
"257","SHR_2009-02-27 09:30:00",2009-02-27 09:30:00,249,"SHR",1,10,"Regular",98592,107088,"Center",NA,NA,171,NA,316,NA,"","0","","0",""
"258","STTD_2009-02-27 11:53:00",2009-02-27 11:53:00,248,"STTD",1,10,"Regular",107105,124357,"Center",NA,NA,170,NA,2078,NA,"","0","","0",""
"259","SHR_2009-03-12 09:15:00",2009-03-12 09:15:00,251,"SHR",1,10,"Regular",122483,124703,"Center",NA,NA,173,NA,4182,NA,"","0","","0",""
"260","STTD_2009-03-12 11:15:00",2009-03-12 11:15:00,250,"STTD",1,10,"Regular",122493,135095,"Center",NA,NA,172,NA,369,NA,"","0","","0",""
"261","SHR_2009-03-25 09:26:00",2009-03-25 09:26:00,253,"SHR",1,10,"Low",135135,135192,"Center",NA,NA,175,NA,392,"mutilated","","0","","",""
"262","STTD_2009-03-25 11:53:00",2009-03-25 11:53:00,252,"STTD",1,10,"Low",130582,135127,"Center",NA,NA,174,NA,394,NA,"","0","","0",""
"263","SHR_2009-04-08 09:12:00",2009-04-08 09:12:00,255,"SHR",1,10,"Low",128762,130566,"Center",NA,NA,177,NA,409,NA,"","0","","0",""
"264","STTD_2009-04-08 11:16:00",2009-04-08 11:16:00,254,"STTD",1,10,"Low",124417,128745,"Center",NA,NA,176,NA,2130,NA,"","0","","0",""
"265","SHR_2009-04-23 09:10:00",2009-04-23 09:10:00,257,"SHR",1,10,"Low",123819,124400,"Center",NA,NA,179,NA,436,NA,"NA 1 NA**NA 1 mutilated/s, yolk, chorion, and late embryo","0","","0",""
"266","STTD_2009-04-23 11:20:00",2009-04-23 11:20:00,256,"STTD",1,10,"Low",120519,123786,"Center",NA,NA,178,NA,448,NA,"","0","","0",""
"267","SHR_2009-05-07 09:19:00",2009-05-07 09:19:00,258,"SHR",NA,10,"Low",116824,120529,"Center",NA,NA,180,NA,518,NA,"NA NA NA**NA NA + or - eggs plus parts, no chorion**NA NA Teleost eggs, dead","0","","0",""
"268","STTD_2009-05-07 11:40:00",2009-05-07 11:40:00,261,"STTD",1,10,"Low",112545,116800,"Center",NA,NA,181,NA,524,NA,"","0","","0",""
"269","SHR_2009-05-21 09:12:00",2009-05-21 09:12:00,262,"SHR",1,10,"Low",110784,112541,"Center",NA,NA,182,NA,550,NA,"NA 1 NA**NA 1 morula to late embryo**NA 1 l/s","0","","0",""
"270","STTD_2009-05-21 10:57:00",2009-05-21 10:57:00,263,"STTD",1,10,"Low",108107,110778,"Center",NA,NA,183,NA,602,NA,"NA 1 NA**NA 1 Juvenile","0","","0",""
"271","SHR_2009-06-03 09:15:00",2009-06-03 09:15:00,264,"SHR",1,10,"Low",106146,108098,"Center",NA,NA,184,NA,716,NA,"","0","","0",""
"272","STTD_2009-06-03 11:07:00",2009-06-03 11:07:00,265,"STTD",1,10,"Low",105287,106108,"Center",NA,NA,185,NA,689,NA,"","0","","0",""
"273","STTD_2009-06-18 09:45:00",2009-06-18 09:45:00,267,"STTD",1,10,"Low",102856,105300,"Center",NA,NA,187,NA,724,NA,"NA 1 NA**NA 1 mutilated","0","","0",""
"274","SHR_2009-06-18 11:22:00",2009-06-18 11:22:00,266,"SHR",1,10,"Low",102185,102851,"Center",NA,NA,186,NA,741,"mutilated","NA 1 mutilated**NA 1 yolk only","0","","",""
"275","SHR_2010-01-06 09:26:00",2010-01-06 09:26:00,281,"SHR",1,10,"Low",101701,102150,"Center",NA,NA,208,NA,2726,NA,"","0","","0",""
"276","STTD_2010-01-06 11:36:00",2010-01-06 11:36:00,282,"STTD",1,10,"Low",98114,101711,"Center",NA,NA,209,NA,2727,NA,"","0","","0",""
"277","SHR_2010-01-13 09:18:00",2010-01-13 09:18:00,283,"SHR",1,10,"Low",96600,98100,"Center",NA,NA,210,NA,2728,NA,"","0","","0",""
"278","STTD_2010-01-13 10:56:00",2010-01-13 10:56:00,284,"STTD",1,10,"Low",95769,96592,"Center",NA,NA,211,NA,2729,NA,"","0","","0",""
"279","SHR_2010-01-21 09:10:00",2010-01-21 09:10:00,286,"SHR",1,10,"Regular",95808,102194,"Center",NA,NA,213,"mass of sediment bad pased into jar, small amt, may have spilled",2731,NA,"","","","0",""
"280","STTD_2010-01-21 11:07:00",2010-01-21 11:07:00,285,"STTD",1,5,"Regular",102195,107824,"Center",NA,NA,212,NA,2730,NA,"","0","","0",""
"281","SHR_2010-01-26 09:19:00",2010-01-26 09:19:00,287,"SHR",1,10,"Regular",107811,118500,"Center",NA,NA,214,NA,2732,NA,"","0","","0",""
"282","STTD_2010-01-26 11:25:00",2010-01-26 11:25:00,288,"STTD",1,10,"Regular",118524,136104,"Center",NA,NA,215,NA,2733,NA,"","0","","0",""
"283","SHR_2010-02-03 09:46:00",2010-02-03 09:46:00,290,"SHR",1,10,"Regular",136104,140496,"Center",NA,NA,217,NA,2735,NA,"","0","","0",""
"284","STTD_2010-02-03 11:29:00",2010-02-03 11:29:00,289,"STTD",1,5,"Regular",140496,155197,"Center",NA,NA,216,NA,2734,NA,"","0","","0",""
"285","STTD_2010-02-10 11:13:00",2010-02-10 11:13:00,293,"STTD",1,5,"Regular",155185,167522,"Center",NA,NA,219,NA,4185,NA,"","0","","0",""
"286","SHR_2010-02-10 12:50:00",2010-02-10 12:50:00,292,"SHR",1,10,"Regular",167774,174354,"Center",NA,NA,218,NA,2738,NA,"","0","","0",""
