"PhysicalDataID","Station","Date","YSI","Time","WeatherCode","Tide","MicrocystisVisualRank","WaterTemperature","Secchi","Conductivity","SpCnd","pH","DO","Turbidity","Datetime","FlowDirection","VegetationRank","FieldComments_WQ","DataCorrectionComments","ConditionCode","SamplingAltered","MeterSetTime","FlowMeterStart","FlowMeterEnd","FlowMeterSpeed","FieldComments","MeshSize","Year","Month","MonthAbb","Flag_PQC","Comment_PQC"
1056,"STTD",2015-04-16,NA,"08:40:00","CLR",NA,NA,16.53,0.2,696,NA,8.41,8.32,73.8,2015-04-16 08:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","4","Apr","",""
1054,"SHR",2015-04-17,NA,"09:15:00","CLR",NA,NA,17.52,2.19,165,NA,8.17,9.51,5.7,2015-04-17 09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","4","Apr","",""
943,"STTD",2014-09-18,NA,"09:39:00","CLD",NA,1,22.36,0.32,689,729,7.92,7.51,46.8,2014-09-18 09:39:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","9","Sep","",""
895,"STTD",2014-10-27,NA,"10:43:00","CLR",NA,NA,17.01,0.2,217,NA,6.79,9.41,50,2014-10-27 10:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","10","Oct","",""
894,"STTD",2014-10-13,NA,"10:13:00","CLR",NA,1,19.28,0.22,222,NA,6.49,8.61,49.6,2014-10-13 10:13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","10","Oct","",""
893,"STTD",2014-10-02,NA,"10:50:00","CLR",NA,NA,19.11,0.2,239,NA,6.73,8.96,51.7,2014-10-02 10:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","10","Oct","",""
892,"STTD",2014-09-04,NA,"10:35:00","CLR",NA,1,22.7,NA,214,NA,7.29,7.68,48.6,2014-09-04 10:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","9","Sep","",""
889,"STTD",2014-08-14,NA,"09:42:00","CLR",NA,2,21.8,0.13,191,NA,7.78,8.52,52.3,2014-08-14 09:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","8","Aug","",""
861,"SHR",2015-04-03,NA,"09:37:00","CLR",NA,NA,17.02,1,160,NA,8,9.53,9.3,2015-04-03 09:37:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","4","Apr","",""
860,"STTD",2015-04-02,NA,"09:28:00","CLR",NA,NA,17.8,0.13,669,NA,7.99,7.16,NA,2015-04-02 09:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","4","Apr","",""
859,"STTD",2015-03-24,NA,"11:56:00","CLD",NA,NA,18.1,0.23,830,NA,7.92,8.04,51.1,2015-03-24 11:56:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","3","Mar","",""
858,"SHR",2015-03-17,NA,"09:00:00","CLD",NA,NA,16.8,1.2,172,NA,7.62,9.33,5,2015-03-17 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","3","Mar","",""
857,"STTD",2015-03-16,NA,"09:28:00","CLD",NA,NA,18.5,0.35,870,NA,7.71,7.21,31.1,2015-03-16 09:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","3","Mar","",""
856,"STTD",2015-03-04,NA,"09:38:00","CLR",NA,NA,14,0.29,707,NA,8.14,8.64,45.8,2015-03-04 09:38:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","3","Mar","",""
855,"SHR",2015-03-03,NA,"09:26:00","CLR",NA,NA,12.9,0.9,156,NA,7.66,9.77,8.3,2015-03-03 09:26:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","3","Mar","",""
854,"SHR",2015-02-18,NA,"09:27:00","FOG",NA,NA,13.8,0.4,174,NA,7.96,9.76,42.4,2015-02-18 09:27:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","2","Feb","",""
852,"STTD",2015-02-17,NA,"09:30:00","CLR",NA,NA,15.6,0.17,465,NA,7.91,7.16,46.8,2015-02-17 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","2","Feb","",""
851,"STTD",2015-02-04,NA,"09:25:00","CLD",NA,NA,12.6,0.24,639,NA,8.78,8.07,44.4,2015-02-04 09:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","2","Feb","",""
850,"SHR",2015-02-03,NA,"09:30:00","CLR",NA,NA,11.9,1.5,158,NA,9.15,11.4,6.8,2015-02-03 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","2","Feb","",""
849,"SHR",2015-01-21,NA,"09:30:00","FOG",NA,NA,11,1.1,146,NA,8.54,10.96,9.6,2015-01-21 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","1","Jan","",""
848,"STTD",2015-01-20,NA,"10:45:00","FOG",NA,NA,10.9,0.25,599,NA,7.81,8.36,43.7,2015-01-20 10:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","1","Jan","",""
847,"STTD",2014-08-27,NA,"10:12:00","CLR",NA,2,21.8,0.2,201,NA,7.56,8.64,47,2014-08-27 10:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","8","Aug","",""
846,"STTD",2014-08-21,NA,"09:47:00","CLR",NA,2,21.6,0.12,197,NA,7.76,7.97,48.7,2014-08-21 09:47:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","8","Aug","",""
845,"STTD",2015-01-16,NA,"07:45:00","FOG",NA,NA,10.4,0.27,549,NA,7.72,7.45,32.3,2015-01-16 07:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","1","Jan","",""
844,"SHR",2015-01-15,NA,"08:00:00","FOG",NA,NA,10.4,0.8,151,NA,7.77,10.56,34.5,2015-01-15 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","1","Jan","",""
843,"STTD",2014-12-30,NA,"10:52:00","CLR",NA,NA,7.7,0.16,307,NA,8.14,8.55,63.1,2014-12-30 10:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","12","Dec","",""
842,"SHR",2014-12-29,NA,"09:12:00","CLD",NA,NA,9.5,0.31,145,NA,8.14,10.19,39.2,2014-12-29 09:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","12","Dec","",""
841,"STTD",2014-12-18,NA,"08:57:00","CLD",NA,1,11.2,0.1,281,NA,8.12,7.74,307,2014-12-18 08:57:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","12","Dec","2","TURB"
840,"SHR",2014-12-17,NA,"07:46:00","RAN",NA,1,11.3,0.13,107,NA,7.92,9.32,117.3,2014-12-17 07:46:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","12","Dec","",""
839,"STTD",2014-12-04,NA,"09:31:00","CLD",NA,1,13.3,0.18,484,NA,7.84,8.07,71.7,2014-12-04 09:31:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","12","Dec","",""
838,"SHR",2014-12-03,NA,"08:45:00","RAN",NA,1,13,0.8,145,NA,7.97,10,17.2,2014-12-03 08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","12","Dec","",""
837,"STTD",2014-11-19,NA,"08:21:00","RAN",NA,1,12.3,0.22,243,NA,7.93,9.84,53.4,2014-11-19 08:21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","11","Nov","",""
836,"SHR",2014-11-18,NA,"08:49:00","CLD",NA,1,13.3,1.7,132,NA,7.98,10.73,4.78,2014-11-18 08:49:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","11","Nov","",""
835,"STTD",2014-11-05,NA,"09:10:00","CLR",NA,NA,15,0.15,237,NA,7.77,8.77,55.5,2014-11-05 09:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","11","Nov","",""
834,"SHR",2014-11-04,NA,"09:10:00","CLD",NA,NA,14.7,1.4,122,NA,6.44,10.12,8.5,2014-11-04 09:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","11","Nov","",""
833,"STTD",2014-10-23,NA,"09:40:00","CLD",NA,1,18,0.22,222,NA,6.64,7.99,46.7,2014-10-23 09:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","10","Oct","",""
832,"SHR",2014-10-22,NA,"09:18:00","CLR",NA,NA,17.5,NA,119,NA,7.81,9.67,2.6,2014-10-22 09:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","10","Oct","",""
831,"STTD",2014-10-07,NA,"09:40:00","CLR",NA,NA,21.7,0.2,242,NA,6.63,7.87,42.9,2014-10-07 09:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","10","Oct","",""
830,"SHR",2014-10-06,NA,"09:30:00","CLR",NA,NA,20.7,1.99,135,NA,6.32,8.91,3.8,2014-10-06 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","10","Oct","",""
829,"STTD",2014-09-24,NA,"09:47:00","CLR",NA,1,21.3,0.24,340,NA,7.97,7.84,48,2014-09-24 09:47:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","9","Sep","",""
828,"SHR",2014-09-23,NA,"09:53:00","CLR",NA,NA,21.2,1.7,152,NA,7.87,9.02,3.7,2014-09-23 09:53:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","9","Sep","",""
827,"STTD",2014-09-10,NA,"09:15:00","CLR",NA,2,20.4,0.2,204,NA,7.35,7.8,47.23,2014-09-10 09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","9","Sep","",""
826,"SHR",2014-09-09,NA,"09:10:00","CLR",NA,NA,21.4,1.4,183,NA,7.92,8.5,4.4,2014-09-09 09:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","9","Sep","",""
825,"SHR",2014-08-22,NA,"08:42:00","CLR",NA,NA,22.6,1.37,147,NA,7.5,8.38,5.4,2014-08-22 08:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","8","Aug","",""
824,"SHR",2014-08-26,NA,"07:45:00","CLR",NA,NA,22.5,1.8,151,NA,7.7,8.67,3.72,2014-08-26 07:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","8","Aug","",""
820,"STTD",2014-08-05,NA,"10:15:00","CLD",NA,2,22.5,0.14,199,NA,7.43,8.49,65.8,2014-08-05 10:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","8","Aug","",""
819,"SHR",2014-08-07,NA,"08:42:00","CLR",NA,NA,22.1,1,142,NA,7.85,8.75,6.4,2014-08-07 08:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","8","Aug","",""
817,"SHR",2014-07-10,NA,"07:50:00","CLD",NA,NA,23.2,1.62,116,NA,7.63,8.28,5.53,2014-07-10 07:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","7","Jul","",""
816,"STTD",2014-07-10,NA,"10:53:00","CLR",NA,NA,23.4,0.15,213,NA,7.65,7.82,86.2,2014-07-10 10:53:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","7","Jul","",""
815,"STTD",2014-07-23,NA,"08:54:00","CLR",NA,2,21.4,0.13,191,NA,7.53,9.12,91,2014-07-23 08:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","7","Jul","",""
814,"SHR",2014-07-24,NA,"08:44:00","CLR",NA,NA,22.9,0.98,135,NA,7.58,9.2,3.9,2014-07-24 08:44:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","7","Jul","",""
811,"SHR",2014-06-24,NA,"09:28:00","CLR",NA,NA,22.6,0.8,123,NA,7.43,8.18,8.2,2014-06-24 09:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","6","Jun","",""
809,"STTD",2014-06-23,NA,"10:07:00","CLR",NA,NA,22.3,0.14,243,NA,7.74,8,113.3,2014-06-23 10:07:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","6","Jun","",""
806,"SHR",2014-06-10,NA,"08:30:00","CLR",NA,NA,24.9,1,141,NA,7.45,9.3,5.6,2014-06-10 08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","6","Jun","",""
805,"STTD",2014-06-09,NA,"09:15:00","CLR",NA,NA,23.7,0.14,272,NA,7.67,8.39,103.3,2014-06-09 09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","6","Jun","",""
804,"STTD",2014-05-22,NA,"08:03:00","CLR",NA,NA,20.4,0.14,318,NA,7.85,7.87,90.6,2014-05-22 08:03:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","5","May","",""
803,"SHR",2014-05-21,NA,"08:15:00","CLR",NA,NA,20.2,1.3,135,NA,7.66,9.17,4.1,2014-05-21 08:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","5","May","",""
801,"STTD",2014-05-09,NA,"08:20:00","CLR",NA,NA,19,0.14,462,NA,8,8.86,92.3,2014-05-09 08:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","5","May","",""
799,"SHR",2014-05-07,NA,"08:52:00","CLR",NA,NA,20.5,0.73,140,NA,8.05,9.24,6.8,2014-05-07 08:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","5","May","",""
797,"STTD",2014-04-25,NA,"09:00:00","RAN",NA,NA,18.8,0.22,754,NA,8.19,7.13,50.5,2014-04-25 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","4","Apr","",""
796,"SHR",2014-04-24,NA,"10:30:00","CLD",NA,NA,18.7,0.98,143,NA,7.43,9.54,6.4,2014-04-24 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","4","Apr","",""
793,"STTD",2014-04-07,NA,"12:52:00","CLR",NA,NA,17.6,0.31,694,NA,8.17,7.71,26,2014-04-07 12:52:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","4","Apr","",""
792,"SHR",2014-04-07,NA,"14:34:00","CLR",NA,NA,15.8,0.48,140,NA,8.09,10.64,17.1,2014-04-07 14:34:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","4","Apr","",""
791,"SHR",2014-03-25,NA,"16:30:00","CLD",NA,NA,16.9,0.6,174,NA,8.43,11.04,9.6,2014-03-25 16:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","3","Mar","",""
790,"STTD",2014-03-25,NA,"14:18:00","CLD",NA,NA,17,0.26,784,NA,8.49,8.85,35,2014-03-25 14:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","3","Mar","",""
788,"STTD",2014-03-12,NA,"09:30:00","CLR",NA,NA,14.3,0.21,632,NA,8.21,8.88,49,2014-03-12 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","3","Mar","",""
787,"SHR",2014-03-12,NA,"07:43:00","CLR",NA,NA,13.6,0.29,150,NA,7.87,10.16,38.8,2014-03-12 07:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","3","Mar","",""
784,"SHR",2014-02-24,NA,"09:10:00","CLR",NA,NA,13.2,0.52,191,NA,7.71,10.73,14.1,2014-02-24 09:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","2","Feb","",""
783,"STTD",2014-02-24,NA,"12:30:00","CLR",NA,NA,14.3,0.22,660,NA,9.04,8.87,44,2014-02-24 12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","2","Feb","",""
780,"STTD",2014-02-12,NA,"10:00:00","CLD",NA,NA,12.6,0.21,535,NA,7.37,6.25,57.6,2014-02-12 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","2","Feb","",""
779,"SHR",2014-02-11,NA,"10:01:00","FOG",NA,NA,11.7,0.36,147,NA,6.97,10.38,48.6,2014-02-11 10:01:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","2","Feb","",""
777,"STTD",2014-01-29,NA,"09:55:00","CLD",NA,NA,10.6,0.31,670,NA,7.8,8.8,37.4,2014-01-29 09:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","1","Jan","",""
776,"SHR",2014-01-28,NA,"09:35:00","CLD",NA,NA,10.1,1.52,141,NA,7.73,12.37,5.08,2014-01-28 09:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","1","Jan","",""
774,"STTD",2014-01-15,NA,"09:33:00","CLR",NA,NA,8.2,0.23,565,NA,7.81,11.1,36.3,2014-01-15 09:33:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","1","Jan","",""
773,"SHR",2014-01-14,NA,"09:30:00","CLR",NA,NA,8.8,1.2,130,NA,7.73,12.04,5.4,2014-01-14 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","1","Jan","",""
771,"SHR",2014-01-03,NA,"09:30:00","CLR",NA,NA,8.4,1.4,118,NA,7.61,12.12,4.57,2014-01-03 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","1","Jan","",""
769,"STTD",2014-01-02,NA,"10:07:00","CLR",NA,NA,7.1,0.34,514,NA,7.79,11.38,26.5,2014-01-02 10:07:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","1","Jan","",""
768,"STTD",2013-12-18,NA,"09:15:00","CLR",NA,NA,6.2,0.34,270,NA,8.11,12.3,27.1,2013-12-18 09:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","12","Dec","",""
766,"SHR",2013-12-17,NA,"09:20:00","CLD",NA,NA,7.6,NA,123,NA,7.99,12.32,5.8,2013-12-17 09:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","12","Dec","",""
765,"STTD",2013-12-04,NA,"09:45:00","CLR",NA,NA,9.3,0.2,228,NA,8.08,10.07,55.3,2013-12-04 09:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","12","Dec","",""
763,"SHR",2013-12-03,NA,"09:20:00","CLD",NA,NA,11.3,1.7,134,NA,7.85,10.69,4.3,2013-12-03 09:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","12","Dec","",""
762,"SHR",2013-11-13,NA,"09:44:00","CLR",NA,NA,13.3,1.41,124,NA,7.4,10.22,3.2,2013-11-13 09:44:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","11","Nov","",""
760,"STTD",2013-11-12,NA,"09:50:00","CLD",NA,NA,13.4,0.19,194,NA,7.97,9.58,65.6,2013-11-12 09:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","11","Nov","",""
729,"SHR",2013-10-31,NA,"09:20:00","CLR",NA,NA,14.2,1.7,125,NA,7.21,10.42,3.8,2013-10-31 09:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","Oct","",""
728,"STTD",2013-10-30,NA,"08:50:00","CLR",NA,NA,14.7,0.22,210,NA,7.36,8.88,48.1,2013-10-30 08:50:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","Oct","",""
726,"SHR",2013-10-16,NA,"09:00:00","CLR",NA,NA,16.2,1.65,105,NA,7.17,10.03,2.2,2013-10-16 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","Oct","",""
725,"STTD",2013-10-15,NA,"09:19:00","CLR",NA,NA,15.9,0.19,259,NA,7.76,8.83,41.2,2013-10-15 09:19:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","Oct","",""
724,"SHR",2013-09-16,NA,"09:40:00","CLR",NA,NA,20.7,1.2,148,NA,7.92,8.65,5.7,2013-09-16 09:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","9","Sep","",""
723,"STTD",2013-09-05,NA,"11:00:00","CLR",NA,NA,22.3,0.18,771,NA,8.08,8.37,49.4,2013-09-05 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","9","Sep","",""
721,"STTD",2013-10-03,NA,"10:27:00","CLR",NA,NA,18.5,0.17,539,NA,8.16,8.69,55.4,2013-10-03 10:27:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","Oct","",""
719,"SHR",2013-10-02,NA,"09:20:00","CLR",NA,NA,17.8,1.25,119,NA,7.97,9.56,3.9,2013-10-02 09:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","Oct","",""
718,"STTD",2013-09-17,NA,"10:41:00","CLR",NA,NA,21.3,0.2,899,NA,7.88,8.36,64.2,2013-09-17 10:41:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","9","Sep","",""
717,"SHR",2013-09-04,NA,"09:46:00","CLR",NA,NA,20.8,NA,154,NA,7.24,9.08,5.4,2013-09-04 09:46:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","9","Sep","",""
716,"SHR",2013-08-23,NA,"11:55:00","CLR",NA,NA,21.3,0.88,149,NA,7.76,8.96,8.7,2013-08-23 11:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","8","Aug","",""
715,"STTD",2013-08-23,NA,"09:36:00","CLR",NA,NA,21.3,0.14,191,NA,7.94,8.31,68.5,2013-08-23 09:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","8","Aug","",""
714,"STTD",2013-08-06,NA,"11:20:00","CLR",NA,NA,21.6,0.19,186,NA,8,8.55,77.1,2013-08-06 11:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","8","Aug","",""
713,"SHR",2013-08-05,NA,"10:00:00","CLR",NA,NA,21,1.1,133,NA,8.04,8.99,7,2013-08-05 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","8","Aug","",""
712,"SHR",2013-07-25,NA,"12:00:00","CLR",NA,NA,22.3,1.2,124,NA,8.15,9.29,5.4,2013-07-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","7","Jul","",""
711,"STTD",2013-07-25,NA,"09:09:00","CLR",NA,NA,22,0.17,184,NA,8.21,8.44,62.5,2013-07-25 09:09:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","7","Jul","",""
710,"SHR",2013-07-12,NA,"09:43:00","CLR",NA,NA,20.7,1.53,106,NA,7.56,11.47,5.6,2013-07-12 09:43:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","7","Jul","",""
709,"STTD",2013-07-11,NA,"10:10:00","CLR",NA,NA,23.8,0.13,221,NA,7.02,9.05,125,2013-07-11 10:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","7","Jul","",""
708,"SHR",2013-06-26,NA,"09:30:00","CLR",NA,NA,19.3,NA,117,NA,7.54,11.08,6.5,2013-06-26 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","6","Jun","3","SECCHI"
707,"STTD",2013-06-25,NA,"10:17:00","CLD",NA,NA,21,0.11,219,NA,7.1,8.47,112,2013-06-25 10:17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","6","Jun","",""
706,"STTD",2013-06-11,NA,"10:24:00","CLR",NA,NA,21.4,0.14,228,NA,7.79,8.58,113,2013-06-11 10:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","6","Jun","",""
705,"SHR",2013-06-12,NA,"09:30:00","CLR",NA,NA,21.2,1.12,125,NA,7.56,10.33,10.1,2013-06-12 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","6","Jun","",""
704,"STTD",2013-05-31,NA,"08:45:00","CLR",NA,NA,21.1,0.15,266,NA,7.84,7.94,162,2013-05-31 08:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","5","May","",""
703,"SHR",2013-05-30,NA,"09:32:00","CLR",NA,NA,19.9,NA,151,NA,7.37,9.5,12.2,2013-05-30 09:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","5","May","",""
702,"SHR",2013-05-15,NA,"09:13:00","CLR",NA,NA,20.9,1.1,120,NA,8.98,7.73,9,2013-05-15 09:13:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","5","May","",""
701,"STTD",2013-05-14,NA,"09:28:00","CLR",NA,NA,21.8,0.14,322,NA,8.02,8.29,32,2013-05-14 09:28:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","5","May","",""
699,"STTD",2013-04-29,NA,"10:06:00","CLR",NA,NA,21.5,0.15,521,NA,7.95,7.45,91.3,2013-04-29 10:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","4","Apr","",""
698,"SHR",2013-04-29,NA,"08:17:00","CLR",NA,NA,20.2,0.8,106,NA,7.67,9.2,7.6,2013-04-29 08:17:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","4","Apr","",""
697,"SHR",2013-04-15,NA,"08:10:00","CLR",NA,NA,17.1,0.79,127,NA,7.64,9.66,16.6,2013-04-15 08:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","4","Apr","",""
696,"STTD",2013-04-15,NA,"10:10:00","CLR",NA,NA,18.9,0.19,585,NA,8.1,7.03,75.6,2013-04-15 10:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","4","Apr","",""
695,"STTD",2013-04-03,NA,"09:35:00","CLR",NA,NA,18.5,0.2,582,NA,7.96,6.84,50.3,2013-04-03 09:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","4","Apr","",""
