,event_id,Datetime,Date,Time,PhysicalDataID,Station,YSI,WeatherCode,Tide,FlowDirection,ConditionCode,VegetationRank,MicrocystisVisualRank,WaterTemperature,Secchi,Conductivity,SpCnd,pH,DO,Turbidity,MeterSetTime,FlowMeterSpeed,FlowMeterStart,FlowMeterEnd,TowLocation,SampleVolume,FieldComments_WQ,DataCorrectionComments,SamplingAltered,MeshSize,Year,Month,MonthAbb,Flag_PQC,Comment_PQC,LarvalDataID,FieldComments,LarvalCatchID,SpeciesCode,Stage,TL,FL,Count,LabComments,CommonName,ScientificName,TotalCountSpecies,LifeStage,LarvalLifeStage,CountIndividual,Flag_SAMP,Comment_SAMP,Flag_LAB,Comment_LAB
223,STTD_2002-06-05 11:08:00,6/5/2002 11:08,6/5/2002,11:08:00,136,STTD,NA,CLR,NA,NA,NA,NA,NA,24.3,0.13,468,NA,NA,NA,NA,20,Regular,534666,548044,Center,96.52,NA,NA,NA,NA,2002,6,Jun,NA,NA,128,"10 min, 30 sec zoop meter end 541355",227,TFS,L,NA,NA,73,NA,Threadfin Shad,Dorosoma petenense,NA,NA,NA,NA,2,SAMP,,
224,STTD_2002-06-05 11:08:00,6/5/2002 11:08,6/5/2002,11:08:00,136,STTD,NA,CLR,NA,NA,NA,NA,NA,24.3,0.13,468,NA,NA,NA,NA,20,Regular,534666,548044,Center,96.52,NA,NA,NA,NA,2002,6,Jun,NA,NA,128,"10 min, 30 sec zoop meter end 541355",228,MSS,L,NA,NA,3,NA,Inland Silverside,Menidia beryllina,NA,NA,NA,NA,2,SAMP,,
225,STTD_2002-06-19 10:05:00,6/19/2002 10:05,6/19/2002,10:05:00,171,STTD,NA,CLR,NA,NA,NA,NA,NA,22.1,0.09,266,NA,NA,NA,NA,20,Regular,555338,569142,Center,104.83,NA,NA,NA,NA,2002,6,Jun,NA,NA,135,2x zoop meter,232,AMS,L,NA,NA,15,NA,American Shad,Alosa sapidissima,NA,NA,NA,NA,2,SAMP,,
226,STTD_2002-06-19 10:05:00,6/19/2002 10:05,6/19/2002,10:05:00,171,STTD,NA,CLR,NA,NA,NA,NA,NA,22.1,0.09,266,NA,NA,NA,NA,20,Regular,555338,569142,Center,104.83,NA,NA,NA,NA,2002,6,Jun,NA,NA,135,2x zoop meter,233,STB,L,NA,NA,153,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
227,STTD_2002-06-19 10:05:00,6/19/2002 10:05,6/19/2002,10:05:00,171,STTD,NA,CLR,NA,NA,NA,NA,NA,22.1,0.09,266,NA,NA,NA,NA,20,Regular,555338,569142,Center,104.83,NA,NA,NA,NA,2002,6,Jun,NA,NA,135,2x zoop meter,234,TFS,L,NA,NA,19,NA,Threadfin Shad,Dorosoma petenense,NA,NA,NA,NA,2,SAMP,,
228,SHR_2003-01-03 08:52:00,1/3/2003 8:52,1/3/2003,8:52:00,172,SHR,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Regular,408273,425172,Center,NA,NA,NA,NA,NA,2003,1,Jan,NA,NA,493,Flow #: 16452(SN),3702,CHN,L,NA,NA,1,NA,"Chinook Salmon, Unknown Race",Oncorhynchus tshawytscha,NA,NA,NA,NA,,,,
229,STTD_2003-01-03 11:34:00,1/3/2003 11:34,1/3/2003,11:34:00,173,STTD,NA,CLR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Regular,425359,443351,Center,NA,NA,NA,NA,NA,2003,1,Jan,NA,NA,494,High Flow,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
230,SHR_2003-01-10 08:37:00,1/10/2003 8:37,1/10/2003,8:37:00,176,SHR,NA,RAN,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,10,NA,490385,503688,Center,NA,NA,NA,NA,NA,2003,1,Jan,NA,NA,385,No start or stop time on data sheet.,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SAMP,,
231,STTD_2003-01-17 11:25:00,1/17/2003 11:25,1/17/2003,11:25:00,180,STTD,NA,FOG,NA,NA,NA,NA,NA,12,0.22,408,NA,NA,NA,NA,10,Regular,583055,608478,Center,NA,NA,NA,NA,NA,2003,1,Jan,NA,NA,390,dirty samples,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SAMP,,
232,STTD_2003-03-05 11:00:00,3/5/2003 11:00,3/5/2003,11:00:00,185,STTD,NA,CLR,NA,NA,NA,NA,NA,14.7,0.19,784,NA,NA,NA,NA,10,Regular,757139,765317,Center,NA,NA,NA,NA,NA,2003,3,Mar,NA,NA,502,meter reading from zoop,3705,PRS,L,NA,NA,7,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,2,SAMP,,
233,STTD_2003-03-05 11:00:00,3/5/2003 11:00,3/5/2003,11:00:00,185,STTD,NA,CLR,NA,NA,NA,NA,NA,14.7,0.19,784,NA,NA,NA,NA,10,Regular,757139,765317,Center,NA,NA,NA,NA,NA,2003,3,Mar,NA,NA,502,meter reading from zoop,3706,LP,L,NA,NA,1,NA,Logperch,Percina macrolepida,NA,NA,NA,NA,2,SAMP,,
234,STTD_2003-03-18 10:40:00,3/18/2003 10:40,3/18/2003,10:40:00,187,STTD,NA,CLR,NA,NA,NA,NA,NA,14,0.07,440,NA,NA,NA,NA,10,Regular,767680,776354,Center,NA,NA,NA,NA,NA,2003,3,Mar,NA,NA,504,meter reading from zoop,3710,SASU,L,NA,NA,2,NA,Sacramento Sucker,Catostomus occidentalis,NA,NA,NA,NA,2,SAMP,,
235,STTD_2003-03-18 10:40:00,3/18/2003 10:40,3/18/2003,10:40:00,187,STTD,NA,CLR,NA,NA,NA,NA,NA,14,0.07,440,NA,NA,NA,NA,10,Regular,767680,776354,Center,NA,NA,NA,NA,NA,2003,3,Mar,NA,NA,504,meter reading from zoop,3711,MQF,L,NA,NA,1,NA,Mosquito Fish,Gambusia affinis,NA,NA,NA,NA,2,SAMP,,
236,STTD_2003-04-01 10:27:00,4/1/2003 10:27,4/1/2003,10:27:00,189,STTD,NA,CLD,NA,NA,NA,NA,NA,17,0.24,713,NA,NA,NA,NA,10,Regular,781626,793506,Center,NA,NA,NA,NA,NA,2003,4,Apr,NA,NA,507,meter reading from zoop,NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SAMP,,
237,STTD_2003-05-14 10:00:00,5/14/2003 10:00,5/14/2003,10:00:00,195,STTD,NA,CLR,NA,NA,NA,NA,NA,21.1,0.23,466,NA,NA,NA,NA,10,Regular,816319,826732,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,513,meter reading from zoop,3727,PRS,L,NA,NA,1,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,2,SAMP,,
238,STTD_2003-05-14 10:00:00,5/14/2003 10:00,5/14/2003,10:00:00,195,STTD,NA,CLR,NA,NA,NA,NA,NA,21.1,0.23,466,NA,NA,NA,NA,10,Regular,816319,826732,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,513,meter reading from zoop,3728,TFS,L,NA,NA,1,NA,Threadfin Shad,Dorosoma petenense,NA,NA,NA,NA,2,SAMP,,
239,STTD_2003-05-14 10:00:00,5/14/2003 10:00,5/14/2003,10:00:00,195,STTD,NA,CLR,NA,NA,NA,NA,NA,21.1,0.23,466,NA,NA,NA,NA,10,Regular,816319,826732,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,513,meter reading from zoop,3729,MSS,L,NA,NA,1,NA,Inland Silverside,Menidia beryllina,NA,NA,NA,NA,2,SAMP,,
240,STTD_2003-05-14 10:00:00,5/14/2003 10:00,5/14/2003,10:00:00,195,STTD,NA,CLR,NA,NA,NA,NA,NA,21.1,0.23,466,NA,NA,NA,NA,10,Regular,816319,826732,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,513,meter reading from zoop,3730,LP,L,NA,NA,1,NA,Logperch,Percina macrolepida,NA,NA,NA,NA,2,SAMP,,
241,STTD_2003-05-14 10:00:00,5/14/2003 10:00,5/14/2003,10:00:00,195,STTD,NA,CLR,NA,NA,NA,NA,NA,21.1,0.23,466,NA,NA,NA,NA,10,Regular,816319,826732,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,513,meter reading from zoop,3731,MIN,L,NA,NA,90,NA,Unid Juvenile Minnow,Cyprinidae,NA,NA,NA,NA,2,SAMP,,
242,STTD_2003-05-14 10:00:00,5/14/2003 10:00,5/14/2003,10:00:00,195,STTD,NA,CLR,NA,NA,NA,NA,NA,21.1,0.23,466,NA,NA,NA,NA,10,Regular,816319,826732,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,513,meter reading from zoop,3732,SNF,L,NA,NA,5,NA,Unid Juvenile non-Micropterus Sunfish,Centrarchidae,NA,NA,NA,NA,2,SAMP,,
243,STTD_2003-05-28 10:39:00,5/28/2003 10:39,5/28/2003,10:39:00,197,STTD,NA,CLR,NA,NA,NA,NA,NA,24,0.24,692,NA,NA,NA,NA,10,Regular,828332,838205,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,514,meter reading from zoop;end meter not written down right after sample pulled,3737,PRS,L,NA,NA,1,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,2,SAMP,,
244,STTD_2003-05-28 10:39:00,5/28/2003 10:39,5/28/2003,10:39:00,197,STTD,NA,CLR,NA,NA,NA,NA,NA,24,0.24,692,NA,NA,NA,NA,10,Regular,828332,838205,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,514,meter reading from zoop;end meter not written down right after sample pulled,3738,TFS,L,NA,NA,435,NA,Threadfin Shad,Dorosoma petenense,NA,NA,NA,NA,2,SAMP,,
245,STTD_2003-05-28 10:39:00,5/28/2003 10:39,5/28/2003,10:39:00,197,STTD,NA,CLR,NA,NA,NA,NA,NA,24,0.24,692,NA,NA,NA,NA,10,Regular,828332,838205,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,514,meter reading from zoop;end meter not written down right after sample pulled,3739,MSS,L,NA,NA,2,NA,Inland Silverside,Menidia beryllina,NA,NA,NA,NA,2,SAMP,,
246,STTD_2003-05-28 10:39:00,5/28/2003 10:39,5/28/2003,10:39:00,197,STTD,NA,CLR,NA,NA,NA,NA,NA,24,0.24,692,NA,NA,NA,NA,10,Regular,828332,838205,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,514,meter reading from zoop;end meter not written down right after sample pulled,3740,SNF,L,NA,NA,1,NA,Unid Juvenile non-Micropterus Sunfish,Centrarchidae,NA,NA,NA,NA,2,SAMP,,
247,STTD_2003-05-28 10:39:00,5/28/2003 10:39,5/28/2003,10:39:00,197,STTD,NA,CLR,NA,NA,NA,NA,NA,24,0.24,692,NA,NA,NA,NA,10,Regular,828332,838205,Center,NA,NA,NA,NA,NA,2003,5,May,NA,NA,514,meter reading from zoop;end meter not written down right after sample pulled,3741,MIN,L,NA,NA,1,NA,Unid Juvenile Minnow,Cyprinidae,NA,NA,NA,NA,2,SAMP,,
248,STTD_2003-06-11 10:00:00,6/11/2003 10:00,6/11/2003,10:00:00,199,STTD,NA,CLR,NA,NA,NA,NA,NA,21,0.13,839,NA,NA,NA,NA,10,Regular,839731,839748,Center,NA,NA,NA,NA,NA,2003,6,Jun,NA,NA,516,meter reading from zoop,3746,TFS,L,NA,NA,60,NA,Threadfin Shad,Dorosoma petenense,NA,NA,NA,NA,2,SAMP,,
249,STTD_2003-06-11 10:00:00,6/11/2003 10:00,6/11/2003,10:00:00,199,STTD,NA,CLR,NA,NA,NA,NA,NA,21,0.13,839,NA,NA,NA,NA,10,Regular,839731,839748,Center,NA,NA,NA,NA,NA,2003,6,Jun,NA,NA,516,meter reading from zoop,3747,SPLT,L,NA,NA,5,NA,Sacramento Splittail,Pogonichthys macrolepidotus,NA,NA,NA,NA,2,SAMP,,
250,STTD_2003-06-11 10:00:00,6/11/2003 10:00,6/11/2003,10:00:00,199,STTD,NA,CLR,NA,NA,NA,NA,NA,21,0.13,839,NA,NA,NA,NA,10,Regular,839731,839748,Center,NA,NA,NA,NA,NA,2003,6,Jun,NA,NA,516,meter reading from zoop,3748,MSS,L,NA,NA,17,NA,Inland Silverside,Menidia beryllina,NA,NA,NA,NA,2,SAMP,,
251,STTD_2003-06-11 10:00:00,6/11/2003 10:00,6/11/2003,10:00:00,199,STTD,NA,CLR,NA,NA,NA,NA,NA,21,0.13,839,NA,NA,NA,NA,10,Regular,839731,839748,Center,NA,NA,NA,NA,NA,2003,6,Jun,NA,NA,516,meter reading from zoop,3749,SNF,L,NA,NA,3,NA,Unid Juvenile non-Micropterus Sunfish,Centrarchidae,NA,NA,NA,NA,2,SAMP,,
252,STTD_2003-06-11 10:00:00,6/11/2003 10:00,6/11/2003,10:00:00,199,STTD,NA,CLR,NA,NA,NA,NA,NA,21,0.13,839,NA,NA,NA,NA,10,Regular,839731,839748,Center,NA,NA,NA,NA,NA,2003,6,Jun,NA,NA,516,meter reading from zoop,3750,MIN,L,NA,NA,3,NA,Unid Juvenile Minnow,Cyprinidae,NA,NA,NA,NA,2,SAMP,,
253,STTD_2003-06-25 10:13:00,6/25/2003 10:13,6/25/2003,10:13:00,201,STTD,NA,CLR,NA,NA,NA,NA,NA,23,0.09,384,NA,NA,NA,NA,10,Regular,839807,845908,Center,NA,NA,NA,NA,NA,2003,6,Jun,NA,NA,517,meter reading from zoop,3753,AMS,L,NA,NA,24,NA,American Shad,Alosa sapidissima,NA,NA,NA,NA,2,SAMP,,
254,STTD_2003-06-25 10:13:00,6/25/2003 10:13,6/25/2003,10:13:00,201,STTD,NA,CLR,NA,NA,NA,NA,NA,23,0.09,384,NA,NA,NA,NA,10,Regular,839807,845908,Center,NA,NA,NA,NA,NA,2003,6,Jun,NA,NA,517,meter reading from zoop,3754,TFS,L,NA,NA,15,NA,Threadfin Shad,Dorosoma petenense,NA,NA,NA,NA,2,SAMP,,
255,STTD_2003-06-25 10:13:00,6/25/2003 10:13,6/25/2003,10:13:00,201,STTD,NA,CLR,NA,NA,NA,NA,NA,23,0.09,384,NA,NA,NA,NA,10,Regular,839807,845908,Center,NA,NA,NA,NA,NA,2003,6,Jun,NA,NA,517,meter reading from zoop,3755,MSS,L,NA,NA,4,NA,Inland Silverside,Menidia beryllina,NA,NA,NA,NA,2,SAMP,,
256,STTD_2003-06-25 10:13:00,6/25/2003 10:13,6/25/2003,10:13:00,201,STTD,NA,CLR,NA,NA,NA,NA,NA,23,0.09,384,NA,NA,NA,NA,10,Regular,839807,845908,Center,NA,NA,NA,NA,NA,2003,6,Jun,NA,NA,517,meter reading from zoop,3756,STB,L,NA,NA,6,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
257,SHR_2004-01-08 10:50:00,1/8/2004 10:50,1/8/2004,10:50:00,484,SHR,NA,CLD,NA,NA,1,NA,NA,8.3,0.4,148,NA,NA,NA,NA,10,Regular,150,8414,Center,NA,NA,NA,NA,NA,2004,1,Jan,NA,NA,364,"NEW NET 29"" inside Diam.  (Install TEMP Logger)",NA,NODATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,
258,SHR_2004-02-25 10:00:00,2/25/2004 10:00,2/25/2004,10:00:00,491,SHR,NA,RAN,NA,NA,1,NA,NA,11.1,0.24,125,NA,NA,NA,NA,10,Regular,69130,78291,Center,NA,NA,NA,NA,NA,2004,2,Feb,NA,NA,371,2 juvenile wild chinook around 30mm caught in sample & released,3785,CHN,J,38,36.5,1,NA,"Chinook Salmon, Unknown Race",Oncorhynchus tshawytscha,NA,NA,NA,NA,1,SAMP,,
259,SHR_2004-02-25 10:00:00,2/25/2004 10:00,2/25/2004,10:00:00,491,SHR,NA,RAN,NA,NA,1,NA,NA,11.1,0.24,125,NA,NA,NA,NA,10,Regular,69130,78291,Center,NA,NA,NA,NA,NA,2004,2,Feb,NA,NA,371,2 juvenile wild chinook around 30mm caught in sample & released,3786,CHN,J,39.5,37,1,NA,"Chinook Salmon, Unknown Race",Oncorhynchus tshawytscha,NA,NA,NA,NA,1,SAMP,,
260,SHR_2004-02-25 10:00:00,2/25/2004 10:00,2/25/2004,10:00:00,491,SHR,NA,RAN,NA,NA,1,NA,NA,11.1,0.24,125,NA,NA,NA,NA,10,Regular,69130,78291,Center,NA,NA,NA,NA,NA,2004,2,Feb,NA,NA,371,2 juvenile wild chinook around 30mm caught in sample & released,3787,PRS,L,4.5,NA,1,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,1,SAMP,,
261,SHR_2004-02-25 10:00:00,2/25/2004 10:00,2/25/2004,10:00:00,491,SHR,NA,RAN,NA,NA,1,NA,NA,11.1,0.24,125,NA,NA,NA,NA,10,Regular,69130,78291,Center,NA,NA,NA,NA,NA,2004,2,Feb,NA,NA,371,2 juvenile wild chinook around 30mm caught in sample & released,3788,PRS,L,5.5,NA,1,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,1,SAMP,,
262,SHR_2004-02-25 10:00:00,2/25/2004 10:00,2/25/2004,10:00:00,491,SHR,NA,RAN,NA,NA,1,NA,NA,11.1,0.24,125,NA,NA,NA,NA,10,Regular,69130,78291,Center,NA,NA,NA,NA,NA,2004,2,Feb,NA,NA,371,2 juvenile wild chinook around 30mm caught in sample & released,3789,PRS,L,5.599999905,NA,1,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,1,SAMP,,
263,SHR_2004-02-25 10:00:00,2/25/2004 10:00,2/25/2004,10:00:00,491,SHR,NA,RAN,NA,NA,1,NA,NA,11.1,0.24,125,NA,NA,NA,NA,10,Regular,69130,78291,Center,NA,NA,NA,NA,NA,2004,2,Feb,NA,NA,371,2 juvenile wild chinook around 30mm caught in sample & released,3790,PRS,L,5.199999809,NA,1,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,1,SAMP,,
264,SHR_2004-02-25 10:00:00,2/25/2004 10:00,2/25/2004,10:00:00,491,SHR,NA,RAN,NA,NA,1,NA,NA,11.1,0.24,125,NA,NA,NA,NA,10,Regular,69130,78291,Center,NA,NA,NA,NA,NA,2004,2,Feb,NA,NA,371,2 juvenile wild chinook around 30mm caught in sample & released,3791,PRS,L,5.300000191,NA,1,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,1,SAMP,,
265,SHR_2004-02-25 10:00:00,2/25/2004 10:00,2/25/2004,10:00:00,491,SHR,NA,RAN,NA,NA,1,NA,NA,11.1,0.24,125,NA,NA,NA,NA,10,Regular,69130,78291,Center,NA,NA,NA,NA,NA,2004,2,Feb,NA,NA,371,2 juvenile wild chinook around 30mm caught in sample & released,3792,PRS,L,5.300000191,NA,1,NA,Prickly Sculpin,Cottus asper,NA,NA,NA,NA,1,SAMP,,
266,SHR_2004-03-10 12:41:00,3/10/2004 12:41,3/10/2004,12:41:00,492,SHR,NA,CLR,NA,NA,1,NA,NA,NA,0.32,NA,NA,NA,NA,NA,10,Regular,71291,71827,Center,NA,NA,NA,NA,NA,2004,3,Mar,NA,NA,372,Used zoop flowmeter,3806,SPLT,L,7,NA,1,NA,Sacramento Splittail,Pogonichthys macrolepidotus,NA,NA,NA,NA,2,SAMP,,
267,SHR_2004-03-10 12:41:00,3/10/2004 12:41,3/10/2004,12:41:00,492,SHR,NA,CLR,NA,NA,1,NA,NA,NA,0.32,NA,NA,NA,NA,NA,10,Regular,71291,71827,Center,NA,NA,NA,NA,NA,2004,3,Mar,NA,NA,372,Used zoop flowmeter,3807,SPLT,L,6.599999905,NA,1,NA,Sacramento Splittail,Pogonichthys macrolepidotus,NA,NA,NA,NA,2,SAMP,,
268,SHR_2004-03-10 12:41:00,3/10/2004 12:41,3/10/2004,12:41:00,492,SHR,NA,CLR,NA,NA,1,NA,NA,NA,0.32,NA,NA,NA,NA,NA,10,Regular,71291,71827,Center,NA,NA,NA,NA,NA,2004,3,Mar,NA,NA,372,Used zoop flowmeter,3808,SPLT,L,7,NA,1,NA,Sacramento Splittail,Pogonichthys macrolepidotus,NA,NA,NA,NA,2,SAMP,,
269,SHR_2004-03-10 12:41:00,3/10/2004 12:41,3/10/2004,12:41:00,492,SHR,NA,CLR,NA,NA,1,NA,NA,NA,0.32,NA,NA,NA,NA,NA,10,Regular,71291,71827,Center,NA,NA,NA,NA,NA,2004,3,Mar,NA,NA,372,Used zoop flowmeter,3809,SPLT,L,6.800000191,NA,1,NA,Sacramento Splittail,Pogonichthys macrolepidotus,NA,NA,NA,NA,2,SAMP,,
270,SHR_2004-03-10 12:41:00,3/10/2004 12:41,3/10/2004,12:41:00,492,SHR,NA,CLR,NA,NA,1,NA,NA,NA,0.32,NA,NA,NA,NA,NA,10,Regular,71291,71827,Center,NA,NA,NA,NA,NA,2004,3,Mar,NA,NA,372,Used zoop flowmeter,3810,SPLT,L,6.800000191,NA,1,NA,Sacramento Splittail,Pogonichthys macrolepidotus,NA,NA,NA,NA,2,SAMP,,
271,SHR_2004-03-10 12:41:00,3/10/2004 12:41,3/10/2004,12:41:00,492,SHR,NA,CLR,NA,NA,1,NA,NA,NA,0.32,NA,NA,NA,NA,NA,10,Regular,71291,71827,Center,NA,NA,NA,NA,NA,2004,3,Mar,NA,NA,372,Used zoop flowmeter,3811,SPLT,L,6.699999809,NA,1,NA,Sacramento Splittail,Pogonichthys macrolepidotus,NA,NA,NA,NA,2,SAMP,,
272,SHR_2004-03-10 12:41:00,3/10/2004 12:41,3/10/2004,12:41:00,492,SHR,NA,CLR,NA,NA,1,NA,NA,NA,0.32,NA,NA,NA,NA,NA,10,Regular,71291,71827,Center,NA,NA,NA,NA,NA,2004,3,Mar,NA,NA,372,Used zoop flowmeter,3812,LP,Y,5.800000191,NA,1,NA,Logperch,Percina macrolepida,NA,NA,NA,NA,2,SAMP,,
273,SHR_2004-04-23 09:15:00,4/23/2004 9:15,4/23/2004,9:15:00,610,SHR,NA,CLR,NA,NA,NA,NA,NA,14.6,0.78,141,NA,NA,NA,NA,10,Regular,210377,210548,Center,NA,NA,NA,NA,NA,2004,4,Apr,NA,NA,443,Slow Flow - net at 45 degree angle not horizontal,4165,None,NA,NA,NA,NA,NA,NO FISH CAUGHT,NA,NA,NA,NA,NA,2,SAMP,,
274,SHR_2004-05-21 10:20:00,5/21/2004 10:20,5/21/2004,10:20:00,615,SHR,NA,CLR,NA,NA,NA,NA,NA,19.5,1,167,NA,NA,NA,NA,10,Regular,221754,221818,Center,NA,NA,NA,NA,NA,2004,5,May,NA,NA,445,Flow possibly too low for an accurate meter reading,3895,SBE,E,NA,NA,15,NA,Striped Bass Eggs,Morone saxitalis,NA,NA,NA,NA,2,SAMP,,
275,SHR_2004-05-21 10:20:00,5/21/2004 10:20,5/21/2004,10:20:00,615,SHR,NA,CLR,NA,NA,NA,NA,NA,19.5,1,167,NA,NA,NA,NA,10,Regular,221754,221818,Center,NA,NA,NA,NA,NA,2004,5,May,NA,NA,445,Flow possibly too low for an accurate meter reading,3896,STB,Y,3.700000048,NA,1,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
276,SHR_2004-05-21 10:20:00,5/21/2004 10:20,5/21/2004,10:20:00,615,SHR,NA,CLR,NA,NA,NA,NA,NA,19.5,1,167,NA,NA,NA,NA,10,Regular,221754,221818,Center,NA,NA,NA,NA,NA,2004,5,May,NA,NA,445,Flow possibly too low for an accurate meter reading,3897,STB,Y,6,NA,1,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
277,SHR_2004-05-21 10:20:00,5/21/2004 10:20,5/21/2004,10:20:00,615,SHR,NA,CLR,NA,NA,NA,NA,NA,19.5,1,167,NA,NA,NA,NA,10,Regular,221754,221818,Center,NA,NA,NA,NA,NA,2004,5,May,NA,NA,445,Flow possibly too low for an accurate meter reading,3898,STB,Y,3.299999952,NA,1,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
278,SHR_2004-05-21 10:20:00,5/21/2004 10:20,5/21/2004,10:20:00,615,SHR,NA,CLR,NA,NA,NA,NA,NA,19.5,1,167,NA,NA,NA,NA,10,Regular,221754,221818,Center,NA,NA,NA,NA,NA,2004,5,May,NA,NA,445,Flow possibly too low for an accurate meter reading,3899,STB,Y,3.299999952,NA,1,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
279,SHR_2004-05-21 10:20:00,5/21/2004 10:20,5/21/2004,10:20:00,615,SHR,NA,CLR,NA,NA,NA,NA,NA,19.5,1,167,NA,NA,NA,NA,10,Regular,221754,221818,Center,NA,NA,NA,NA,NA,2004,5,May,NA,NA,445,Flow possibly too low for an accurate meter reading,3900,STB,Y,3.599999905,NA,1,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
280,SHR_2004-05-21 10:20:00,5/21/2004 10:20,5/21/2004,10:20:00,615,SHR,NA,CLR,NA,NA,NA,NA,NA,19.5,1,167,NA,NA,NA,NA,10,Regular,221754,221818,Center,NA,NA,NA,NA,NA,2004,5,May,NA,NA,445,Flow possibly too low for an accurate meter reading,3901,STB,Y,4.099999905,NA,1,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
281,SHR_2004-05-21 10:20:00,5/21/2004 10:20,5/21/2004,10:20:00,615,SHR,NA,CLR,NA,NA,NA,NA,NA,19.5,1,167,NA,NA,NA,NA,10,Regular,221754,221818,Center,NA,NA,NA,NA,NA,2004,5,May,NA,NA,445,Flow possibly too low for an accurate meter reading,3902,STB,Y,4,NA,1,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
282,SHR_2004-05-21 10:20:00,5/21/2004 10:20,5/21/2004,10:20:00,615,SHR,NA,CLR,NA,NA,NA,NA,NA,19.5,1,167,NA,NA,NA,NA,10,Regular,221754,221818,Center,NA,NA,NA,NA,NA,2004,5,May,NA,NA,445,Flow possibly too low for an accurate meter reading,3903,C,Y,6.5,NA,1,NA,Carp,Cyprinus carpio,NA,NA,NA,NA,2,SAMP,,
283,SHR_2004-06-18 15:00:00,6/18/2004 15:00,6/18/2004,15:00:00,617,SHR,NA,CLR,NA,NA,NA,NA,NA,21.9,0.62,118,NA,NA,NA,NA,10,Regular,234522,235042,Center,NA,NA,NA,NA,NA,2004,6,Jun,NA,NA,447,Very low flow,4002,SBE,E,NA,NA,1,NA,Striped Bass Eggs,Morone saxitalis,NA,NA,NA,NA,2,SAMP,,
284,SHR_2004-06-18 15:00:00,6/18/2004 15:00,6/18/2004,15:00:00,617,SHR,NA,CLR,NA,NA,NA,NA,NA,21.9,0.62,118,NA,NA,NA,NA,10,Regular,234522,235042,Center,NA,NA,NA,NA,NA,2004,6,Jun,NA,NA,447,Very low flow,4003,STB,Y,3.5,NA,1,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
285,SHR_2004-06-18 15:00:00,6/18/2004 15:00,6/18/2004,15:00:00,617,SHR,NA,CLR,NA,NA,NA,NA,NA,21.9,0.62,118,NA,NA,NA,NA,10,Regular,234522,235042,Center,NA,NA,NA,NA,NA,2004,6,Jun,NA,NA,447,Very low flow,4004,STB,Y,3.5,NA,1,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
286,SHR_2004-06-18 15:00:00,6/18/2004 15:00,6/18/2004,15:00:00,617,SHR,NA,CLR,NA,NA,NA,NA,NA,21.9,0.62,118,NA,NA,NA,NA,10,Regular,234522,235042,Center,NA,NA,NA,NA,NA,2004,6,Jun,NA,NA,447,Very low flow,4005,STB,Y,3.5,NA,1,NA,Striped Bass,Morone saxatilis,NA,NA,NA,NA,2,SAMP,,
